5.000000000,4.940000000,60.000000000,0,74,74
5.001000000,4.940000000,amcl_pose_publish,0,74,74
10.999000000,10.940000000,amcl_pose_publish,0,263,263
72.999000000,72.950000000,amcl_pose_publish,0,296,296
73.410000000,73.350000000,amcl_pose_publish,0,504,504
73.796000000,73.750000000,amcl_pose_publish,0,508,508
74.213000000,74.150000000,amcl_pose_publish,0,258,258
75.188000000,75.150000000,amcl_pose_publish,0,178,178
76.185000000,76.150000000,amcl_pose_publish,0,619,619
76.976000000,76.950000000,amcl_pose_publish,0,386,386
77.780000000,77.750000000,amcl_pose_publish,0,766,766
78.779000000,78.750000000,amcl_pose_publish,0,517,517
79.777000000,79.750000000,amcl_pose_publish,0,256,256
80.776000000,80.750000000,amcl_pose_publish,0,241,241
81.779000000,81.750000000,amcl_pose_publish,0,189,189
82.774000000,82.750000000,amcl_pose_publish,0,533,533
83.778000000,83.750000000,amcl_pose_publish,0,645,645
84.777000000,84.750000000,amcl_pose_publish,0,401,401
85.576000000,85.550000000,amcl_pose_publish,0,415,415
86.179000000,86.150000000,amcl_pose_publish,0,569,569
87.178000000,87.151000000,amcl_pose_publish,0,411,411
88.381000000,88.350000000,amcl_pose_publish,0,149,149
89.374000000,89.350000000,amcl_pose_publish,0,905,905
90.179000000,90.150000000,amcl_pose_publish,0,605,605
90.978000000,90.950000000,amcl_pose_publish,0,704,704
91.974000000,91.950000000,amcl_pose_publish,0,113,113
93.374000000,93.350000000,amcl_pose_publish,0,744,744
93.974000000,93.950000000,amcl_pose_publish,0,2057,2057
94.175000000,94.150000000,amcl_pose_publish,0,251,251
94.374000000,94.350000000,amcl_pose_publish,0,127,127
94.574000000,94.550000000,amcl_pose_publish,0,207,207
94.776000000,94.750000000,amcl_pose_publish,0,143,143
94.978000000,94.950000000,amcl_pose_publish,0,230,230
