3.568000000,3.507000000,61.000000000,0,424,424
3.568000000,3.507000000,amcl_pose_publish,0,424,424
29.566000000,29.516000000,amcl_pose_publish,0,169,169
51.572000000,51.518000000,amcl_pose_publish,0,413,413
51.967000000,51.918000000,amcl_pose_publish,0,574,574
52.366000000,52.318000000,amcl_pose_publish,0,398,398
52.960000000,52.918000000,amcl_pose_publish,0,525,525
53.952000000,53.918000000,amcl_pose_publish,0,283,283
54.950000000,54.920000000,amcl_pose_publish,0,111,111
55.746000000,55.720000000,amcl_pose_publish,0,1456,1456
56.548000000,56.524000000,amcl_pose_publish,0,152,152
57.541000000,57.524000000,amcl_pose_publish,0,390,390
58.545000000,58.524000000,amcl_pose_publish,0,1136,1136
59.546000000,59.524000000,amcl_pose_publish,0,485,485
60.544000000,60.524000000,amcl_pose_publish,0,586,586
61.541000000,61.525000000,amcl_pose_publish,0,1370,1370
62.541000000,62.525000000,amcl_pose_publish,0,235,235
63.345000000,63.325000000,amcl_pose_publish,0,659,659
64.146000000,64.125000000,amcl_pose_publish,0,559,559
64.941000000,64.926000000,amcl_pose_publish,0,521,521
66.142000000,66.126000000,amcl_pose_publish,0,729,729
67.347000000,67.326000000,amcl_pose_publish,0,415,415
68.145000000,68.126000000,amcl_pose_publish,0,371,371
68.941000000,68.926000000,amcl_pose_publish,0,1047,1047
69.746000000,69.727000000,amcl_pose_publish,0,599,599
70.746000000,70.728000000,amcl_pose_publish,0,1052,1052
72.346000000,72.327000000,amcl_pose_publish,0,110,110
72.746000000,72.727000000,amcl_pose_publish,0,61,61
72.952000000,72.928000000,amcl_pose_publish,0,1049,1049
73.148000000,73.127000000,amcl_pose_publish,0,466,466
73.345000000,73.327000000,amcl_pose_publish,0,149,149
73.546000000,73.528000000,amcl_pose_publish,0,283,283
73.745000000,73.727000000,amcl_pose_publish,0,174,174
