tf_send_time_sec,scan_time_sec,tf_stamp_sec,hook,temporal_displacement_ms,tf_stamp_lag_ms,requested_delay_us,measured_delay_us,delay_error_us
8.098000000,7.932000000,8.432000000,map_odom_tf_new_pose,166.000000000,-334.000000000,100000,100623,623
8.268000000,8.134000000,8.634000000,map_odom_tf_republish,134.000000000,-366.000000000,100000,100052,52
8.461000000,8.333000000,8.833000000,map_odom_tf_republish,128.000000000,-372.000000000,100000,100387,387
8.664000000,8.533000000,9.033000000,map_odom_tf_republish,131.000000000,-369.000000000,100000,100174,174
8.868000000,8.733000000,9.233000000,map_odom_tf_republish,135.000000000,-365.000000000,100000,100459,459
9.061000000,8.933000000,9.433000000,map_odom_tf_republish,128.000000000,-372.000000000,100000,100490,490
9.270000000,9.133000000,9.633000000,map_odom_tf_republish,137.000000000,-363.000000000,100000,100281,281
9.475000000,9.333000000,9.833000000,map_odom_tf_republish,142.000000000,-358.000000000,100000,101310,1310
9.665000000,9.533000000,10.033000000,map_odom_tf_republish,132.000000000,-368.000000000,100000,100137,137
9.868000000,9.736000000,10.236000000,map_odom_tf_republish,132.000000000,-368.000000000,100000,100112,112
10.060000000,9.936000000,10.436000000,map_odom_tf_republish,124.000000000,-376.000000000,100000,100222,222
10.264000000,10.136000000,10.636000000,map_odom_tf_republish,128.000000000,-372.000000000,100000,100195,195
10.466000000,10.336000000,10.836000000,map_odom_tf_republish,130.000000000,-370.000000000,100000,100206,206
10.662000000,10.536000000,11.036000000,map_odom_tf_republish,126.000000000,-374.000000000,100000,100437,437
10.855000000,10.740000000,11.240000000,map_odom_tf_republish,115.000000000,-385.000000000,100000,100545,545
11.069000000,10.939000000,11.439000000,map_odom_tf_republish,130.000000000,-370.000000000,100000,100193,193
11.265000000,11.139000000,11.639000000,map_odom_tf_republish,126.000000000,-374.000000000,100000,100476,476
11.463000000,11.339000000,11.839000000,map_odom_tf_republish,124.000000000,-376.000000000,100000,100162,162
11.665000000,11.539000000,12.039000000,map_odom_tf_republish,126.000000000,-374.000000000,100000,100428,428
11.864000000,11.740000000,12.240000000,map_odom_tf_republish,124.000000000,-376.000000000,100000,100178,178
12.065000000,11.939000000,12.439000000,map_odom_tf_republish,126.000000000,-374.000000000,100000,100184,184
12.266000000,12.139000000,12.639000000,map_odom_tf_republish,127.000000000,-373.000000000,100000,100292,292
12.457000000,12.339000000,12.839000000,map_odom_tf_republish,118.000000000,-382.000000000,100000,100129,129
12.665000000,12.539000000,13.039000000,map_odom_tf_republish,126.000000000,-374.000000000,100000,100270,270
12.861000000,12.739000000,13.239000000,map_odom_tf_republish,122.000000000,-378.000000000,100000,100324,324
13.066000000,12.939000000,13.439000000,map_odom_tf_republish,127.000000000,-373.000000000,100000,100113,113
13.262000000,13.139000000,13.639000000,map_odom_tf_republish,123.000000000,-377.000000000,100000,100424,424
13.465000000,13.339000000,13.839000000,map_odom_tf_republish,126.000000000,-374.000000000,100000,100205,205
13.664000000,13.540000000,14.040000000,map_odom_tf_republish,124.000000000,-376.000000000,100000,100388,388
13.862000000,13.740000000,14.240000000,map_odom_tf_republish,122.000000000,-378.000000000,100000,100273,273
14.068000000,13.940000000,14.440000000,map_odom_tf_republish,128.000000000,-372.000000000,100000,100241,241
14.263000000,14.140000000,14.640000000,map_odom_tf_republish,123.000000000,-377.000000000,100000,100281,281
14.465000000,14.341000000,14.841000000,map_odom_tf_republish,124.000000000,-376.000000000,100000,100253,253
14.668000000,14.540000000,15.040000000,map_odom_tf_republish,128.000000000,-372.000000000,100000,100189,189
14.862000000,14.741000000,15.241000000,map_odom_tf_republish,121.000000000,-379.000000000,100000,100177,177
