tf_send_time_sec,scan_time_sec,tf_stamp_sec,hook,temporal_displacement_ms,tf_stamp_lag_ms,requested_delay_us,measured_delay_us,delay_error_us
1.886000000,1.724000000,2.224000000,map_odom_tf_new_pose,162.000000000,-338.000000000,100000,100213,213
2.062000000,1.924000000,2.424000000,map_odom_tf_republish,138.000000000,-362.000000000,100000,100393,393
2.256000000,2.124000000,2.624000000,map_odom_tf_republish,132.000000000,-368.000000000,100000,100751,751
2.461000000,2.324000000,2.824000000,map_odom_tf_republish,137.000000000,-363.000000000,100000,100363,363
2.656000000,2.524000000,3.024000000,map_odom_tf_republish,132.000000000,-368.000000000,100000,100230,230
2.856000000,2.724000000,3.224000000,map_odom_tf_republish,132.000000000,-368.000000000,100000,100223,223
3.055000000,2.924000000,3.424000000,map_odom_tf_republish,131.000000000,-369.000000000,100000,100397,397
3.248000000,3.124000000,3.624000000,map_odom_tf_republish,124.000000000,-376.000000000,100000,100091,91
3.452000000,3.324000000,3.824000000,map_odom_tf_republish,128.000000000,-372.000000000,100000,100055,55
3.658000000,3.524000000,4.024000000,map_odom_tf_republish,134.000000000,-366.000000000,100000,100116,116
3.854000000,3.724000000,4.224000000,map_odom_tf_republish,130.000000000,-370.000000000,100000,100248,248
4.055000000,3.924000000,4.424000000,map_odom_tf_republish,131.000000000,-369.000000000,100000,100580,580
4.260000000,4.124000000,4.624000000,map_odom_tf_republish,136.000000000,-364.000000000,100000,100211,211
4.452000000,4.324000000,4.824000000,map_odom_tf_republish,128.000000000,-372.000000000,100000,100313,313
4.657000000,4.524000000,5.024000000,map_odom_tf_republish,133.000000000,-367.000000000,100000,100327,327
4.854000000,4.724000000,5.224000000,map_odom_tf_republish,130.000000000,-370.000000000,100000,100481,481
5.058000000,4.924000000,5.424000000,map_odom_tf_republish,134.000000000,-366.000000000,100000,100261,261
5.259000000,5.125000000,5.625000000,map_odom_tf_republish,134.000000000,-366.000000000,100000,100368,368
5.455000000,5.324000000,5.824000000,map_odom_tf_republish,131.000000000,-369.000000000,100000,100236,236
5.658000000,5.525000000,6.025000000,map_odom_tf_republish,133.000000000,-367.000000000,100000,100248,248
5.856000000,5.725000000,6.225000000,map_odom_tf_republish,131.000000000,-369.000000000,100000,100166,166
6.057000000,5.925000000,6.425000000,map_odom_tf_republish,132.000000000,-368.000000000,100000,100623,623
6.257000000,6.125000000,6.625000000,map_odom_tf_republish,132.000000000,-368.000000000,100000,100324,324
6.455000000,6.331000000,6.831000000,map_odom_tf_republish,124.000000000,-376.000000000,100000,100356,356
6.655000000,6.531000000,7.031000000,map_odom_tf_republish,124.000000000,-376.000000000,100000,100272,272
6.862000000,6.731000000,7.231000000,map_odom_tf_republish,131.000000000,-369.000000000,100000,100326,326
7.051000000,6.931000000,7.431000000,map_odom_tf_republish,120.000000000,-380.000000000,100000,100182,182
7.259000000,7.131000000,7.631000000,map_odom_tf_republish,128.000000000,-372.000000000,100000,100204,204
7.455000000,7.331000000,7.831000000,map_odom_tf_republish,124.000000000,-376.000000000,100000,100154,154
7.658000000,7.531000000,8.031000000,map_odom_tf_republish,127.000000000,-373.000000000,100000,100517,517
7.856000000,7.731000000,8.231000000,map_odom_tf_republish,125.000000000,-375.000000000,100000,100471,471
8.050000000,7.931000000,8.431000000,map_odom_tf_republish,119.000000000,-381.000000000,100000,100307,307
8.257000000,8.131000000,8.631000000,map_odom_tf_republish,126.000000000,-374.000000000,100000,100088,88
8.454000000,8.331000000,8.831000000,map_odom_tf_republish,123.000000000,-377.000000000,100000,100123,123
8.656000000,8.532000000,9.032000000,map_odom_tf_republish,124.000000000,-376.000000000,100000,100260,260
8.861000000,8.731000000,9.231000000,map_odom_tf_republish,130.000000000,-370.000000000,100000,100292,292
9.060000000,8.931000000,9.431000000,map_odom_tf_republish,129.000000000,-371.000000000,100000,100282,282
9.257000000,9.131000000,9.631000000,map_odom_tf_republish,126.000000000,-374.000000000,100000,100069,69
9.461000000,9.331000000,9.831000000,map_odom_tf_republish,130.000000000,-370.000000000,100000,100310,310
9.655000000,9.531000000,10.031000000,map_odom_tf_republish,124.000000000,-376.000000000,100000,100468,468
9.857000000,9.731000000,10.231000000,map_odom_tf_republish,126.000000000,-374.000000000,100000,100508,508
