cycle_start_time_sec,planner_call_time_sec,command_ready_time_sec,command_publish_time_sec,hook,requested_delay_us,measured_delay_us,delay_error_us,scheduling_displacement_ms,planner_computation_us,command_ready_latency_ms,command_publish_latency_ms,valid_command,cmd_linear_x,cmd_linear_y,cmd_angular_z
23.419000000,23.512000000,23.545000000,23.545000000,inside_local_costmap_mutex,100000,100209,209,93.000000000,33321,126.000000000,126.000000000,1,0.127368420,0.000000655,0.000000000
23.547000000,23.647000000,23.674000000,23.674000000,inside_local_costmap_mutex,100000,100520,520,100.000000000,34650,127.000000000,127.000000000,1,0.109953992,0.000000000,0.320054382
23.674000000,23.773000000,23.792000000,23.792000000,inside_local_costmap_mutex,100000,100142,142,99.000000000,19364,118.000000000,118.000000000,1,0.124527574,0.000000000,0.508521676
23.793000000,23.891000000,23.909000000,23.909000000,inside_local_costmap_mutex,100000,100375,375,98.000000000,20229,116.000000000,116.000000000,1,0.219999999,0.000000000,0.765547633
23.909000000,24.008000000,24.033000000,24.033000000,inside_local_costmap_mutex,100000,100203,203,99.000000000,23380,124.000000000,124.000000000,1,0.113862813,-0.000150545,0.441578329
24.033000000,24.137000000,24.167000000,24.167000000,inside_local_costmap_mutex,100000,100535,535,104.000000000,30510,134.000000000,134.000000000,1,0.112842776,0.000000000,0.527545571
24.167000000,24.255000000,24.279000000,24.279000000,inside_local_costmap_mutex,100000,100213,213,88.000000000,22868,112.000000000,112.000000000,1,0.219999999,0.000000000,0.783071101
24.279000000,24.377000000,24.412000000,24.412000000,inside_local_costmap_mutex,100000,100296,296,98.000000000,32767,133.000000000,133.000000000,1,0.203052819,0.000000000,0.887304187
24.412000000,24.514000000,24.548000000,24.548000000,inside_local_costmap_mutex,100000,100533,533,102.000000000,34363,136.000000000,136.000000000,1,0.204660580,0.000000000,0.942039013
24.548000000,24.637000000,24.665000000,24.665000000,inside_local_costmap_mutex,100000,100574,574,89.000000000,28147,117.000000000,117.000000000,1,0.205592141,0.000000000,1.113633752
24.665000000,24.769000000,24.797000000,24.797000000,inside_local_costmap_mutex,100000,100520,520,104.000000000,31189,132.000000000,132.000000000,1,0.219999999,0.000000000,0.992494464
24.797000000,24.892000000,24.942000000,24.942000000,inside_local_costmap_mutex,100000,100303,303,95.000000000,47149,145.000000000,145.000000000,1,0.205792069,0.000000000,0.823504567
24.942000000,25.040000000,25.069000000,25.069000000,inside_local_costmap_mutex,100000,100172,172,98.000000000,29370,127.000000000,127.000000000,1,0.219999999,0.000000000,0.733633339
25.069000000,25.171000000,25.200000000,25.200000000,inside_local_costmap_mutex,100000,100248,248,102.000000000,31580,131.000000000,131.000000000,1,0.206495836,0.000000000,0.644896388
25.200000000,25.299000000,25.325000000,25.325000000,inside_local_costmap_mutex,100000,100328,328,99.000000000,30021,125.000000000,125.000000000,1,0.219999999,0.000000000,0.570147514
25.325000000,25.427000000,25.448000000,25.448000000,inside_local_costmap_mutex,100000,100200,200,102.000000000,23622,123.000000000,123.000000000,1,0.219999999,-0.000205877,0.446114898
25.448000000,25.548000000,25.568000000,25.568000000,inside_local_costmap_mutex,100000,100214,214,100.000000000,23358,120.000000000,120.000000000,1,0.219999999,0.000000000,0.339666724
25.569000000,25.670000000,25.690000000,25.690000000,inside_local_costmap_mutex,100000,100364,364,101.000000000,21559,121.000000000,121.000000000,1,0.219999999,0.000000000,0.232986227
25.690000000,25.791000000,25.828000000,25.828000000,inside_local_costmap_mutex,100000,100103,103,101.000000000,37928,138.000000000,138.000000000,1,0.219999999,0.000000000,0.208477631
25.828000000,25.927000000,25.968000000,25.968000000,inside_local_costmap_mutex,100000,101653,1653,99.000000000,39629,140.000000000,140.000000000,1,0.219999999,0.000000000,0.052379355
25.968000000,26.067000000,26.094000000,26.094000000,inside_local_costmap_mutex,100000,100409,409,99.000000000,25551,126.000000000,126.000000000,1,0.219999999,0.000000000,0.078896120
26.094000000,26.181000000,26.211000000,26.211000000,inside_local_costmap_mutex,100000,100163,163,87.000000000,26148,117.000000000,117.000000000,1,0.206064939,0.000000000,-0.067817427
26.211000000,26.314000000,26.335000000,26.335000000,inside_local_costmap_mutex,100000,100275,275,103.000000000,26392,124.000000000,124.000000000,1,0.219999999,0.000022591,-0.124813721
26.336000000,26.424000000,26.442000000,26.442000000,inside_local_costmap_mutex,100000,101541,1541,88.000000000,22732,106.000000000,106.000000000,1,0.206907973,0.000044466,-0.133366972
26.442000000,26.537000000,26.563000000,26.563000000,inside_local_costmap_mutex,100000,100315,315,95.000000000,26675,121.000000000,121.000000000,1,0.219999999,0.000000000,-0.129881367
26.563000000,26.665000000,26.696000000,26.696000000,inside_local_costmap_mutex,100000,100723,723,102.000000000,30993,133.000000000,133.000000000,1,0.219999999,0.000016507,-0.199631751
26.698000000,26.798000000,26.839000000,26.839000000,inside_local_costmap_mutex,100000,100493,493,100.000000000,38782,141.000000000,141.000000000,1,0.219999999,0.000071430,-0.158366859
26.839000000,26.932000000,26.965000000,26.965000000,inside_local_costmap_mutex,100000,100152,152,93.000000000,39228,126.000000000,126.000000000,1,0.219999999,0.000056738,-0.314821929
