INS_BEFORE_WPNAV_US,INS_AFTER_WPNAV_US,INS_UPDATED_DURING_WPNAV,STATE_AGE_AT_WPNAV_US,WPNAV_ELAPSED_WALL_US,SIM_TIME_US,WALL_TIME_US,CONTROL_DT_SIM_US,CONTROL_DT_WALL_US,CONTROL_OVERRUN_SIM_US,CONTROL_OVERRUN_WALL_US,INS_UPDATE_US,INS_DT_US,PRODUCER_SIM_US,PRODUCER_WALL_US,AGE_SIM_US,AGE_WALL_US,NAV_INDEX,WP_DISTANCE_CM,REF_VEL_N,SIM_VEL_N,REF_VEL_E,SIM_VEL_E
43670858,43670858,0,0,12,43670858,10166546176,0,0,0,0,43670858,0,43670858,10166545903,0,273,0,2,0.000,-2.140,0.000,2.765
43673357,43673357,0,0,14,43673357,10166549799,2499,3623,0,1123,43673357,2499,43672524,10166548503,833,1296,0,2,0.000,-2.144,0.000,2.770
43675856,43675856,0,0,11,43675856,10166555479,2499,5680,0,3180,43675856,2499,43675856,10166555317,0,162,0,2,0.000,-2.148,0.000,2.775
43678355,43678355,0,833,13,43678355,10166561133,2499,5654,0,3154,43678355,2499,43678355,10166559767,0,1366,0,2,0.000,-2.153,0.000,2.779
43680854,43680854,0,833,10,43680854,10166565363,2499,4230,0,1730,43680854,2499,43680854,10166564194,0,1169,0,2,0.000,-2.138,0.000,2.760
43683353,43683353,0,0,12,43683353,10166579652,2499,14289,0,11789,43683353,2499,43683353,10166578698,0,954,0,2,0.000,-2.144,0.000,2.768
43685852,43685852,0,0,11,43685852,10166583364,2499,3712,0,1212,43685852,2499,43685852,10166582628,0,736,0,2,0.000,-2.145,0.000,2.772
43688351,43688351,0,0,10,43688351,10166586658,2499,3294,0,794,43688351,2499,43688351,10166586639,0,19,0,2,0.000,-2.151,0.000,2.777
43690850,43690850,0,0,11,43690850,10166592385,2499,5727,0,3227,43690850,2499,43690850,10166590806,0,1579,0,2,0.000,-2.136,0.000,2.759
43693349,43693349,0,833,14,43693349,10166597195,2499,4810,0,2310,43693349,2499,43693349,10166596012,0,1183,0,2,0.000,-2.143,0.000,2.767
