INS_BEFORE_WPNAV_US,INS_AFTER_WPNAV_US,INS_UPDATED_DURING_WPNAV,STATE_AGE_AT_WPNAV_US,WPNAV_ELAPSED_WALL_US,SIM_TIME_US,WALL_TIME_US,CONTROL_DT_SIM_US,CONTROL_DT_WALL_US,CONTROL_OVERRUN_SIM_US,CONTROL_OVERRUN_WALL_US,INS_UPDATE_US,INS_DT_US,PRODUCER_SIM_US,PRODUCER_WALL_US,AGE_SIM_US,AGE_WALL_US,NAV_INDEX,WP_DISTANCE_CM,REF_VEL_N,SIM_VEL_N,REF_VEL_E,SIM_VEL_E
41419259,41419259,0,0,8,41419259,9782029386,0,0,0,0,41419259,0,41419259,9782029008,0,378,0,0,0.000,-1.042,0.000,1.350
41421758,41421758,0,0,7,41421758,9782035213,2499,5827,0,3327,41421758,2499,41421758,9782034273,0,940,0,0,0.000,-1.044,0.000,1.355
41424257,41424257,0,0,8,41424257,9782039728,2499,4515,0,2015,41424257,2499,41424257,9782039354,0,374,0,0,0.000,-1.047,0.000,1.360
41426756,41426756,0,0,9,41426756,9782047143,2499,7415,0,4915,41426756,2499,41426756,9782045858,0,1285,0,0,0.000,-1.050,0.000,1.364
41430088,41430088,0,0,8,41430088,9782053862,3332,6719,832,4219,41430088,3332,41430088,9782053718,0,144,0,0,0.000,-1.050,0.000,1.364
41431754,41431754,0,0,13,41431754,9782058549,1666,4687,0,2187,41431754,1666,41431754,9782057034,0,1515,0,0,0.000,-1.051,0.000,1.365
41434253,41434253,0,0,9,41434253,9782062437,2499,3888,0,1388,41434253,2499,41434253,9782061678,0,759,0,0,0.000,-1.055,0.000,1.371
41436752,41436752,0,0,7,41436752,9782067737,2499,5300,0,2800,41436752,2499,41436752,9782066349,0,1388,0,0,0.000,-1.057,0.000,1.374
41439251,41439251,0,0,10,41439251,9782070872,2499,3135,0,635,41439251,2499,41439251,9782070604,0,268,0,0,0.000,-1.056,0.000,1.372
41442583,41442583,0,0,12,41442583,9782077086,3332,6214,832,3714,41442583,3332,41442583,9782076550,0,536,0,0,0.000,-1.058,0.000,1.376
41445082,41445082,0,0,9,41445082,9782080980,2499,3894,0,1394,41445082,2499,41445082,9782080418,0,562,0,0,0.000,-1.061,0.000,1.380
41447581,41447581,0,0,7,41447581,9782085530,2499,4550,0,2050,41447581,2499,41447581,9782084542,0,988,0,0,0.000,-1.063,0.000,1.383
41450080,41450080,0,0,11,41450080,9782099525,2499,13995,0,11495,41450080,2499,41449247,9782088481,833,11044,0,0,0.000,-1.060,0.000,1.383
41452579,41452579,0,0,13,41452579,9782104193,2499,4668,0,2168,41452579,2499,41452579,9782103761,0,432,0,0,0.000,-1.064,0.000,1.387
41455078,41455078,0,0,9,41455078,9782108296,2499,4103,0,1603,41455078,2499,41454245,9782106712,833,1584,0,0,0.000,-1.066,0.000,1.393
41457577,41457577,0,0,8,41457577,9782113103,2499,4807,0,2307,41457577,2499,41457577,9782112577,0,526,0,0,0.000,-1.069,0.000,1.395
41460076,41460076,0,0,5,41460076,9782118371,2499,5268,0,2768,41460076,2499,41460076,9782117900,0,471,0,0,0.000,-1.067,0.000,1.394
41462575,41462575,0,0,6,41462575,9782122134,2499,3763,0,1263,41462575,2499,41462575,9782121694,0,440,0,0,0.000,-1.070,0.000,1.398
41465074,41465074,0,0,8,41465074,9782128020,2499,5886,0,3386,41465074,2499,41465074,9782126530,0,1490,0,0,0.000,-1.074,0.000,1.403
41467573,41467573,0,0,7,41467573,9782132129,2499,4109,0,1609,41467573,2499,41467573,9782131161,0,968,0,0,0.000,-1.076,0.000,1.407
41470072,41470072,0,833,4,41470072,9782136475,2499,4346,0,1846,41470072,2499,41470072,9782134998,0,1477,0,0,0.000,-1.076,0.000,1.407
41472571,41472571,0,0,8,41472571,9782140227,2499,3752,0,1252,41472571,2499,41472571,9782139182,0,1045,0,0,0.000,-1.079,0.000,1.410
41475070,41475070,0,0,9,41475070,9782145317,2499,5090,0,2590,41475070,2499,41475070,9782144339,0,978,0,0,0.000,-1.083,0.000,1.416
41478402,41478402,0,0,7,41478402,9782150948,3332,5631,832,3131,41478402,3332,41478402,9782150927,0,21,0,0,0.000,-1.086,0.000,1.421
41480068,41480068,0,833,7,41480068,9782155340,1666,4392,0,1892,41480068,1666,41480068,9782154028,0,1312,0,0,0.000,-1.084,0.000,1.419
41482567,41482567,0,0,11,41482567,9782159673,2499,4333,0,1833,41482567,2499,41482567,9782158574,0,1099,0,0,0.000,-1.088,0.000,1.423
41485066,41485066,0,0,7,41485066,9782173058,2499,13385,0,10885,41485066,2499,41485066,9782172594,0,464,0,0,0.000,-1.092,0.000,1.429
41487565,41487565,0,0,8,41487565,9782177394,2499,4336,0,1836,41487565,2499,41487565,9782176392,0,1002,0,0,0.000,-1.096,0.000,1.432
41490064,41490064,0,833,7,41490064,9782182735,2499,5341,0,2841,41490064,2499,41490064,9782181256,0,1479,0,0,0.000,-1.097,0.000,1.431
41493396,41493396,0,0,7,41492563,9782187234,2499,4499,0,1999,41493396,3332,41492563,9782185284,0,1950,0,0,0.000,-1.100,0.000,1.434
41495062,41495062,0,0,4,41495062,9782190272,2499,3038,0,538,41495062,1666,41494229,9782188835,833,1437,0,0,0.000,-1.104,0.000,1.441
41498394,41498394,0,0,8,41498394,9782196725,3332,6453,832,3953,41498394,3332,41498394,9782196435,0,290,0,0,0.000,-1.107,0.000,1.448
41500893,41500893,0,0,8,41500893,9782201686,2499,4961,0,2461,41500893,2499,41500893,9782200789,0,897,0,0,0.000,-1.107,0.000,1.447
41504225,41504225,0,0,7,41504225,9782207818,3332,6132,832,3632,41504225,3332,41504225,9782207582,0,236,0,0,0.000,-1.114,0.000,1.455
41505891,41505891,0,0,8,41505891,9782210999,1666,3181,0,681,41505891,1666,41505891,9782210084,0,915,0,0,0.000,-1.115,0.000,1.457
41508390,41508390,0,0,8,41508390,9782215510,2499,4511,0,2011,41508390,2499,41508390,9782214506,0,1004,0,0,0.000,-1.119,0.000,1.462
41510889,41510889,0,833,8,41510889,9782221213,2499,5703,0,3203,41510889,2499,41510889,9782219778,0,1435,0,0,0.000,-1.112,0.000,1.455
41513388,41513388,0,0,6,41513388,9782226202,2499,4989,0,2489,41513388,2499,41513388,9782224303,0,1899,0,0,0.000,-1.118,0.000,1.462
41515887,41515887,0,0,8,41515887,9782230840,2499,4638,0,2138,41515887,2499,41515887,9782229447,0,1393,0,0,0.000,-1.120,0.000,1.464
41518386,41518386,0,0,8,41518386,9782245589,2499,14749,0,12249,41518386,2499,41518386,9782244883,0,706,0,0,0.000,-1.122,0.000,1.470
41520885,41520885,0,0,11,41520885,9782253409,2499,7820,0,5320,41520885,2499,41520885,9782252569,0,840,0,0,0.000,-1.118,0.000,1.463
41523384,41523384,0,0,17,41523384,9782259712,2499,6303,0,3803,41523384,2499,41523384,9782258507,0,1205,0,0,0.000,-1.122,0.000,1.468
41525883,41525883,0,0,13,41525883,9782264262,2499,4550,0,2050,41525883,2499,41525883,9782263268,0,994,0,0,0.000,-1.125,0.000,1.471
41529215,41529215,0,0,7,41529215,9782269439,3332,5177,832,2677,41529215,3332,41529215,9782269129,0,310,0,0,0.000,-1.129,0.000,1.479
41530881,41530881,0,833,13,41530881,9782273341,1666,3902,0,1402,41530881,1666,41530881,9782272106,0,1235,0,0,0.000,-1.123,0.000,1.471
41533380,41533380,0,0,10,41533380,9782276155,2499,2814,0,314,41533380,2499,41533380,9782276135,0,20,0,0,0.000,-1.128,0.000,1.476
41536712,41536712,0,0,8,41536712,9782283326,3332,7171,832,4671,41536712,3332,41536712,9782281846,0,1480,0,0,0.000,-1.131,0.000,1.482
41539211,41539211,0,0,5,41539211,9782287670,2499,4344,0,1844,41539211,2499,41539211,9782286650,0,1020,0,0,0.000,-1.134,0.000,1.488
41541710,41541710,0,0,4,41541710,9782290687,2499,3017,0,517,41541710,2499,41540877,9782289232,833,1455,0,0,0.000,-1.129,0.000,1.481
41545042,41545042,0,0,8,41545042,9782298346,3332,7659,832,5159,41545042,3332,41545042,9782297365,0,981,0,0,0.000,-1.134,0.000,1.490
41547541,41547541,0,0,10,41547541,9782302421,2499,4075,0,1575,41547541,2499,41547541,9782301460,0,961,0,0,0.000,-1.137,0.000,1.494
41550040,41550040,0,0,10,41550040,9782316468,2499,14047,0,11547,41550040,2499,41549207,9782305568,833,10900,0,0,0.000,-1.141,0.000,1.500
41552539,41552539,0,0,7,41552539,9782321237,2499,4769,0,2269,41552539,2499,41552539,9782321178,0,59,0,0,0.000,-1.135,0.000,1.493
41555038,41555038,0,0,9,41555038,9782325632,2499,4395,0,1895,41555038,2499,41554205,9782324283,833,1349,0,0,0.000,-1.139,0.000,1.497
41557537,41557537,0,833,7,41557537,9782331064,2499,5432,0,2932,41557537,2499,41557537,9782329759,0,1305,0,0,0.000,-1.142,0.000,1.501
41560036,41560036,0,0,5,41560036,9782335492,2499,4428,0,1928,41560036,2499,41560036,9782334044,0,1448,0,0,0.000,-1.147,0.000,1.504
41563368,41563368,0,0,7,41563368,9782339669,3332,4177,832,1677,41563368,3332,41563368,9782339668,0,1,0,0,0.000,-1.144,0.000,1.498
41565867,41565867,0,833,7,41565867,9782346201,2499,6532,0,4032,41565867,2499,41565867,9782344262,0,1939,0,0,0.000,-1.147,0.000,1.502
41568366,41568366,0,0,7,41568366,9782350780,2499,4579,0,2079,41568366,2499,41568366,9782349319,0,1461,0,0,0.000,-1.152,0.000,1.507
41570865,41570865,0,833,6,41570865,9782355504,2499,4724,0,2224,41570865,2499,41570865,9782354051,0,1453,0,0,0.000,-1.155,0.000,1.510
41573364,41573364,0,0,8,41573364,9782359667,2499,4163,0,1663,41573364,2499,41573364,9782358727,0,940,0,0,0.000,-1.153,0.000,1.508
41575863,41575863,0,0,5,41575863,9782364200,2499,4533,0,2033,41575863,2499,41575863,9782363244,0,956,0,0,0.000,-1.156,0.000,1.511
41578362,41578362,0,0,6,41578362,9782369036,2499,4836,0,2336,41578362,2499,41578362,9782367855,0,1181,0,0,0.000,-1.160,0.000,1.515
41580861,41580861,0,0,4,41580861,9782373066,2499,4030,0,1530,41580861,2499,41580861,9782372061,0,1005,0,0,0.000,-1.163,0.000,1.519
41583360,41583360,0,0,8,41583360,9782388382,2499,15316,0,12816,41583360,2499,41583360,9782387391,0,991,0,0,0.000,-1.160,0.000,1.516
41585859,41585859,0,0,4,41585859,9782392570,2499,4188,0,1688,41585859,2499,41585859,9782391598,0,972,0,0,0.000,-1.164,0.000,1.519
41589191,41589191,0,0,8,41589191,9782397694,3332,5124,832,2624,41589191,3332,41589191,9782397366,0,328,0,0,0.000,-1.169,0.000,1.527
41590857,41590857,0,0,7,41590857,9782400578,1666,2884,0,384,41590857,1666,41590857,9782400306,0,272,0,0,0.000,-1.171,0.000,1.529
41593356,41593356,0,0,7,41593356,9782405564,2499,4986,0,2486,41593356,2499,41593356,9782404511,0,1053,0,0,0.000,-1.169,0.000,1.526
41595855,41595855,0,833,8,41595855,9782409860,2499,4296,0,1796,41595855,2499,41595855,9782408274,0,1586,0,0,0.000,-1.171,0.000,1.530
41598354,41598354,0,0,21,41598354,9782414492,2499,4632,0,2132,41598354,2499,41598354,9782413657,0,835,0,0,0.000,-1.175,0.000,1.535
41600853,41600853,0,833,12,41600853,9782419647,2499,5155,0,2655,41600853,2499,41600853,9782418330,0,1317,0,0,0.000,-1.177,0.000,1.539
41603352,41603352,0,0,7,41603352,9782424181,2499,4534,0,2034,41603352,2499,41603352,9782422743,0,1438,0,0,0.000,-1.173,0.000,1.536
41605851,41605851,0,833,8,41605851,9782429499,2499,5318,0,2818,41605851,2499,41605851,9782428134,0,1365,0,0,0.000,-1.175,0.000,1.540
41608350,41608350,0,0,4,41608350,9782433091,2499,3592,0,1092,41608350,2499,41608350,9782432588,0,503,0,0,0.000,-1.178,0.000,1.545
41610849,41610849,0,0,7,41610849,9782438824,2499,5733,0,3233,41610849,2499,41610849,9782437862,0,962,0,0,0.000,-1.181,0.000,1.548
41613348,41613348,0,0,8,41613348,9782442951,2499,4127,0,1627,41613348,2499,41613348,9782442403,0,548,0,0,0.000,-1.179,0.000,1.546
41615847,41615847,0,0,8,41615847,9782447691,2499,4740,0,2240,41615847,2499,41615847,9782446229,0,1462,0,0,0.000,-1.182,0.000,1.548
41618346,41618346,0,0,7,41618346,9782462306,2499,14615,0,12115,41618346,2499,41618346,9782460865,0,1441,0,0,0.000,-1.186,0.000,1.553
41620845,41620845,0,833,8,41620845,9782467425,2499,5119,0,2619,41620845,2499,41620845,9782465488,0,1937,0,0,0.000,-1.187,0.000,1.557
41623344,41623344,0,0,6,41623344,9782471657,2499,4232,0,1732,41623344,2499,41623344,9782470154,0,1503,0,0,0.000,-1.185,0.000,1.555
41625843,41625843,0,833,4,41625843,9782476155,2499,4498,0,1998,41625843,2499,41625843,9782474681,0,1474,0,0,0.000,-1.188,0.000,1.559
41628342,41628342,0,0,7,41628342,9782480734,2499,4579,0,2079,41628342,2499,41628342,9782479218,0,1516,0,0,0.000,-1.192,0.000,1.564
41630841,41630841,0,0,5,41630841,9782483837,2499,3103,0,603,41630841,2499,41630841,9782483386,0,451,0,0,0.000,-1.195,0.000,1.567
41633340,41633340,0,0,6,41633340,9782488915,2499,5078,0,2578,41633340,2499,41633340,9782487951,0,964,0,0,0.000,-1.195,0.000,1.566
41635839,41635839,0,833,7,41635839,9782494158,2499,5243,0,2743,41635839,2499,41635839,9782492705,0,1453,0,0,0.000,-1.197,0.000,1.570
41638338,41638338,0,0,6,41638338,9782498449,2499,4291,0,1791,41638338,2499,41638338,9782497717,0,732,0,0,0.000,-1.203,0.000,1.575
41640837,41640837,0,833,7,41640837,9782503951,2499,5502,0,3002,41640837,2499,41640837,9782502812,0,1139,0,0,0.000,-1.205,0.000,1.579
41643336,41643336,0,833,5,41643336,9782508163,2499,4212,0,1712,41643336,2499,41643336,9782507003,0,1160,0,0,0.000,-1.204,0.000,1.576
