event_index,costmap_name,ros_before_sleep_sec,ros_update_start_sec,ros_update_complete_sec,ros_elapsed_during_sleep_ms,nominal_update_period_ms,previous_update_age_before_refresh_ms,update_duration_ms,update_completion_interval_ms,update_temporal_displacement_ms,requested_delay_us,measured_delay_us,delay_error_us
0,local_costmap,1.687000000,3.669000000,3.669000000,1982.000000000,100.000000000,-1.000000000,0.265077000,-1.000000000,-1.000000000,2000000,2000069,69
1,local_costmap,3.669000000,5.663000000,5.665000000,1994.000000000,100.000000000,2000.363588000,1.885552000,2002.249140000,1902.249140000,2000000,2000084,84
2,local_costmap,5.666000000,7.664000000,7.664000000,1998.000000000,100.000000000,2001.034086000,1.634928000,2002.669014000,1902.669014000,2000000,2000058,58
3,local_costmap,7.664000000,9.648000000,9.648000000,1984.000000000,100.000000000,2000.257540000,1.825475000,2002.083015000,1902.083015000,2000000,2000062,62
4,local_costmap,9.648000000,11.642000000,11.642000000,1994.000000000,100.000000000,2000.241846000,1.573043000,2001.814889000,1901.814889000,2000000,2000058,58
5,local_costmap,11.642000000,13.637000000,13.639000000,1995.000000000,100.000000000,2000.255071000,1.544258000,2001.799329000,1901.799329000,2000000,2000092,92
6,local_costmap,13.639000000,15.617000000,15.618000000,1978.000000000,100.000000000,2000.239678000,1.505327000,2001.745005000,1901.745005000,2000000,2000079,79
7,local_costmap,15.618000000,17.607000000,17.607000000,1989.000000000,100.000000000,2000.778804000,1.610437000,2002.389241000,1902.389241000,2000000,2000600,600
8,local_costmap,17.607000000,19.600000000,19.607000000,1993.000000000,100.000000000,2000.331768000,6.335304000,2006.667072000,1906.667072000,2000000,2000163,163
9,local_costmap,19.658000000,21.640000000,21.658000000,1982.000000000,100.000000000,2058.681565000,17.835231000,2076.516796000,1976.516796000,2000000,2000344,344
10,local_costmap,21.658000000,23.627000000,23.650000000,1969.000000000,100.000000000,2000.935746000,23.689623000,2024.625369000,1924.625369000,2000000,2000684,684
11,local_costmap,23.650000000,25.619000000,25.663000000,1969.000000000,100.000000000,2000.412230000,46.867389000,2047.279619000,1947.279619000,2000000,2000059,59
12,local_costmap,25.663000000,27.649000000,27.652000000,1986.000000000,100.000000000,2000.346802000,2.003921000,2002.350723000,1902.350723000,2000000,2000057,57
13,local_costmap,27.652000000,29.639000000,29.651000000,1987.000000000,100.000000000,2000.987157000,12.238513000,2013.225670000,1913.225670000,2000000,2000680,680
14,local_costmap,29.651000000,31.628000000,31.660000000,1977.000000000,100.000000000,2000.485382000,28.887769000,2029.373151000,1929.373151000,2000000,2000057,57
15,local_costmap,31.660000000,33.644000000,33.666000000,1984.000000000,100.000000000,2000.326711000,22.637024000,2022.963735000,1922.963735000,2000000,2000037,37
16,local_costmap,33.666000000,35.650000000,35.655000000,1984.000000000,100.000000000,2000.405893000,4.503172000,2004.909065000,1904.909065000,2000000,2000069,69
17,local_costmap,35.655000000,37.649000000,37.650000000,1994.000000000,100.000000000,2000.418804000,2.021771000,2002.440575000,1902.440575000,2000000,2000014,14
18,local_costmap,37.650000000,39.644000000,39.648000000,1994.000000000,100.000000000,2000.373270000,4.342616000,2004.715886000,1904.715886000,2000000,2000087,87
19,local_costmap,39.649000000,41.634000000,41.634000000,1985.000000000,100.000000000,2000.374142000,1.687805000,2002.061947000,1902.061947000,2000000,2000060,60
20,local_costmap,41.634000000,43.620000000,43.622000000,1986.000000000,100.000000000,2000.246692000,1.839345000,2002.086037000,1902.086037000,2000000,2000060,60
21,local_costmap,43.622000000,45.562000000,45.562000000,1940.000000000,100.000000000,2001.975885000,2.245571000,2004.221456000,1904.221456000,2000000,2001802,1802
22,local_costmap,45.562000000,45.562000000,45.562000000,0.000000000,100.000000000,2000.296990000,1.584376000,2001.881366000,1901.881366000,2000000,2000058,58
