event_index,costmap_name,ros_before_sleep_sec,ros_update_start_sec,ros_update_complete_sec,ros_elapsed_during_sleep_ms,nominal_update_period_ms,previous_update_age_before_refresh_ms,update_duration_ms,update_completion_interval_ms,update_temporal_displacement_ms,requested_delay_us,measured_delay_us,delay_error_us
43,local_costmap,45.015000000,46.019000000,46.019000000,1004.000000000,100.000000000,1000.251477000,1.659270000,1001.910747000,901.910747000,1000000,1000056,56
44,local_costmap,46.019000000,47.012000000,47.012000000,993.000000000,100.000000000,1000.230915000,2.755617000,1002.986532000,902.986532000,1000000,1000064,64
45,local_costmap,47.015000000,48.016000000,48.016000000,1001.000000000,100.000000000,1000.377593000,1.839650000,1002.217243000,902.217243000,1000000,1000067,67
46,local_costmap,48.016000000,49.009000000,49.011000000,993.000000000,100.000000000,1000.252911000,1.842465000,1002.095376000,902.095376000,1000000,1000059,59
47,local_costmap,49.011000000,50.007000000,50.007000000,996.000000000,100.000000000,1000.240045000,1.777513000,1002.017558000,902.017558000,1000000,1000059,59
48,local_costmap,50.008000000,51.010000000,51.010000000,1002.000000000,100.000000000,1000.495901000,1.919062000,1002.414963000,902.414963000,1000000,1000058,58
49,local_costmap,51.011000000,52.001000000,52.001000000,990.000000000,100.000000000,1000.685053000,1.855002000,1002.540055000,902.540055000,1000000,1000058,58
50,local_costmap,52.001000000,53.001000000,53.001000000,1000.000000000,100.000000000,1000.257916000,1.696541000,1001.954457000,901.954457000,1000000,1000060,60
51,local_costmap,53.001000000,54.000000000,54.000000000,999.000000000,100.000000000,1000.242546000,1.728713000,1001.971259000,901.971259000,1000000,1000058,58
52,local_costmap,54.000000000,54.989000000,54.989000000,989.000000000,100.000000000,1000.239723000,1.910739000,1002.150462000,902.150462000,1000000,1000060,60
53,local_costmap,54.989000000,55.977000000,55.977000000,988.000000000,100.000000000,1000.238956000,1.909451000,1002.148407000,902.148407000,1000000,1000057,57
54,local_costmap,55.977000000,56.958000000,56.960000000,981.000000000,100.000000000,1000.249459000,1.657957000,1001.907416000,901.907416000,1000000,1000061,61
55,local_costmap,56.960000000,57.955000000,57.958000000,995.000000000,100.000000000,1000.238855000,1.830682000,1002.069537000,902.069537000,1000000,1000062,62
56,local_costmap,57.958000000,58.955000000,58.957000000,997.000000000,100.000000000,1000.780104000,1.725395000,1002.505499000,902.505499000,1000000,1000579,579
57,local_costmap,58.957000000,59.947000000,59.948000000,990.000000000,100.000000000,1003.017370000,2.024630000,1005.042000000,905.042000000,1000000,1002822,2822
58,local_costmap,59.948000000,60.037000000,60.037000000,89.000000000,100.000000000,1000.369282000,1.883840000,1002.253122000,902.253122000,1000000,1000062,62
