event_index,costmap_name,ros_before_sleep_sec,ros_update_start_sec,ros_update_complete_sec,ros_elapsed_during_sleep_ms,nominal_update_period_ms,previous_update_age_before_refresh_ms,update_duration_ms,update_completion_interval_ms,update_temporal_displacement_ms,requested_delay_us,measured_delay_us,delay_error_us
0,local_costmap,1.913000000,2.421000000,2.421000000,508.000000000,100.000000000,-1.000000000,0.234733000,-1.000000000,-1.000000000,500000,500059,59
1,local_costmap,2.421000000,2.924000000,2.924000000,503.000000000,100.000000000,500.322424000,1.740350000,502.062774000,402.062774000,500000,500060,60
2,local_costmap,2.924000000,3.423000000,3.425000000,499.000000000,100.000000000,500.250822000,1.657269000,501.908091000,401.908091000,500000,500066,66
3,local_costmap,3.425000000,3.926000000,3.926000000,501.000000000,100.000000000,500.249606000,1.924510000,502.174116000,402.174116000,500000,500060,60
4,local_costmap,3.926000000,4.419000000,4.419000000,493.000000000,100.000000000,500.245204000,1.843247000,502.088451000,402.088451000,500000,500055,55
5,local_costmap,4.419000000,4.924000000,4.926000000,505.000000000,100.000000000,501.372713000,1.629162000,503.001875000,403.001875000,500000,501173,1173
6,local_costmap,4.926000000,5.416000000,5.418000000,490.000000000,100.000000000,500.227471000,1.643387000,501.870858000,401.870858000,500000,500057,57
7,local_costmap,5.418000000,5.926000000,5.926000000,508.000000000,100.000000000,500.236516000,2.228088000,502.464604000,402.464604000,500000,500058,58
8,local_costmap,5.926000000,6.425000000,6.425000000,499.000000000,100.000000000,500.301580000,1.628516000,501.930096000,401.930096000,500000,500108,108
9,local_costmap,6.425000000,6.933000000,6.934000000,508.000000000,100.000000000,500.329281000,1.634144000,501.963425000,401.963425000,500000,500169,169
10,local_costmap,6.934000000,7.427000000,7.428000000,493.000000000,100.000000000,500.300716000,1.475495000,501.776211000,401.776211000,500000,500117,117
11,local_costmap,7.428000000,7.929000000,7.929000000,501.000000000,100.000000000,500.213067000,1.505733000,501.718800000,401.718800000,500000,500056,56
