cycle_start_time_sec,planner_call_time_sec,command_ready_time_sec,command_publish_time_sec,hook,requested_delay_us,measured_delay_us,delay_error_us,scheduling_displacement_ms,planner_computation_us,command_ready_latency_ms,command_publish_latency_ms,valid_command,cmd_linear_x,cmd_linear_y,cmd_angular_z
81.526000000,81.526000000,81.568000000,81.568000000,inside_local_costmap_mutex,0,592,592,0.000000000,43640,42.000000000,42.000000000,1,0.127368420,0.000000676,0.205138206
81.626000000,81.626000000,81.660000000,81.660000000,inside_local_costmap_mutex,0,483,483,0.000000000,35537,34.000000000,34.000000000,1,0.127368420,0.000000676,0.205138206
81.727000000,81.727000000,81.763000000,81.763000000,inside_local_costmap_mutex,0,464,464,0.000000000,43428,36.000000000,36.000000000,1,0.116977990,0.000000000,0.205177218
81.835000000,81.835000000,81.865000000,81.865000000,inside_local_costmap_mutex,0,199,199,0.000000000,31490,30.000000000,30.000000000,1,0.121561013,0.000000000,0.393459767
81.926000000,81.927000000,81.954000000,81.954000000,inside_local_costmap_mutex,0,272,272,1.000000000,27955,28.000000000,28.000000000,1,0.121387064,0.000000000,0.499461651
82.027000000,82.027000000,82.059000000,82.059000000,inside_local_costmap_mutex,0,571,571,0.000000000,32338,32.000000000,32.000000000,1,0.181809440,0.000000000,0.679754615
82.127000000,82.127000000,82.162000000,82.162000000,inside_local_costmap_mutex,0,187,187,0.000000000,33758,35.000000000,35.000000000,1,0.125737667,0.000000000,0.603368402
82.227000000,82.227000000,82.255000000,82.255000000,inside_local_costmap_mutex,0,294,294,0.000000000,31051,28.000000000,28.000000000,1,0.219999999,0.000000000,0.591503382
82.328000000,82.328000000,82.356000000,82.356000000,inside_local_costmap_mutex,0,249,249,0.000000000,28078,28.000000000,28.000000000,1,0.184739605,0.000000000,0.992765486
82.426000000,82.426000000,82.457000000,82.457000000,inside_local_costmap_mutex,0,546,546,0.000000000,31818,31.000000000,31.000000000,1,0.219999999,0.000000000,1.314326406
82.526000000,82.532000000,82.573000000,82.573000000,inside_local_costmap_mutex,0,519,519,6.000000000,42974,47.000000000,47.000000000,1,0.219999999,0.000000000,1.189182162
82.626000000,82.626000000,82.681000000,82.681000000,inside_local_costmap_mutex,0,357,357,0.000000000,55598,55.000000000,55.000000000,1,0.219999999,0.000000000,1.181849957
82.726000000,82.727000000,82.785000000,82.785000000,inside_local_costmap_mutex,0,461,461,1.000000000,59719,59.000000000,59.000000000,1,0.219999999,0.000000000,1.197757244
82.827000000,82.827000000,82.909000000,82.909000000,inside_local_costmap_mutex,0,87,87,0.000000000,77679,82.000000000,82.000000000,1,0.219999999,0.000000000,0.911280632
82.926000000,82.926000000,83.009000000,83.009000000,inside_local_costmap_mutex,0,463,463,0.000000000,82939,83.000000000,83.000000000,1,0.192555159,0.000000000,0.875456631
83.026000000,83.027000000,83.055000000,83.055000000,inside_local_costmap_mutex,0,124,124,1.000000000,32114,29.000000000,29.000000000,1,0.219999999,0.000000000,0.682588637
83.126000000,83.126000000,83.158000000,83.158000000,inside_local_costmap_mutex,0,386,386,0.000000000,35345,32.000000000,32.000000000,1,0.205531716,0.000000000,0.623438537
83.226000000,83.226000000,83.261000000,83.261000000,inside_local_costmap_mutex,0,299,299,0.000000000,37993,35.000000000,35.000000000,1,0.206084922,0.000000000,0.385475516
83.326000000,83.326000000,83.360000000,83.360000000,inside_local_costmap_mutex,0,185,185,0.000000000,36760,34.000000000,34.000000000,1,0.219999999,0.000000000,0.339774787
83.427000000,83.428000000,83.461000000,83.461000000,inside_local_costmap_mutex,0,328,328,1.000000000,46122,34.000000000,34.000000000,1,0.219999999,0.000000000,0.334587038
83.527000000,83.528000000,83.568000000,83.568000000,inside_local_costmap_mutex,0,387,387,1.000000000,45322,41.000000000,41.000000000,1,0.219999999,0.000000000,0.325840205
83.631000000,83.631000000,83.668000000,83.668000000,inside_local_costmap_mutex,0,112,112,0.000000000,40752,37.000000000,37.000000000,1,0.219999999,0.000000000,0.229675531
83.726000000,83.726000000,83.770000000,83.770000000,inside_local_costmap_mutex,0,454,454,0.000000000,45330,44.000000000,44.000000000,1,0.219999999,0.000000000,0.139779404
83.828000000,83.828000000,83.861000000,83.861000000,inside_local_costmap_mutex,0,205,205,0.000000000,37773,33.000000000,33.000000000,1,0.219999999,0.000000000,-0.024464834
83.926000000,83.927000000,83.964000000,83.964000000,inside_local_costmap_mutex,0,313,313,1.000000000,38575,38.000000000,38.000000000,1,0.219999999,0.000000000,-0.016995028
84.026000000,84.026000000,84.057000000,84.057000000,inside_local_costmap_mutex,0,430,430,0.000000000,37481,31.000000000,31.000000000,1,0.219999999,0.000005540,-0.009531768
84.127000000,84.127000000,84.152000000,84.152000000,inside_local_costmap_mutex,0,162,162,0.000000000,27208,25.000000000,25.000000000,1,0.219999999,0.000014322,0.036003724
84.226000000,84.226000000,84.287000000,84.287000000,inside_local_costmap_mutex,0,65,65,0.000000000,64083,61.000000000,61.000000000,1,0.219999999,0.000000000,-0.053717408
84.328000000,84.329000000,84.361000000,84.361000000,inside_local_costmap_mutex,0,395,395,1.000000000,32468,33.000000000,33.000000000,1,0.219999999,0.000000000,-0.103272259
84.426000000,84.426000000,84.460000000,84.460000000,inside_local_costmap_mutex,0,193,193,0.000000000,39785,34.000000000,34.000000000,1,0.193794280,0.000037179,-0.095251568
84.526000000,84.527000000,84.555000000,84.555000000,inside_local_costmap_mutex,0,199,199,1.000000000,26716,29.000000000,29.000000000,1,0.219999999,0.000049644,-0.103665859
84.627000000,84.627000000,84.657000000,84.657000000,inside_local_costmap_mutex,0,301,301,0.000000000,34083,30.000000000,30.000000000,1,0.219999999,0.000108296,-0.127887338
84.726000000,84.727000000,84.762000000,84.762000000,inside_local_costmap_mutex,0,441,441,1.000000000,33543,36.000000000,36.000000000,1,0.219999999,0.000045152,-0.020800322
84.827000000,84.828000000,84.857000000,84.857000000,inside_local_costmap_mutex,0,447,447,1.000000000,33357,30.000000000,30.000000000,1,0.219999999,0.000006450,-0.242400736
84.926000000,84.927000000,84.960000000,84.960000000,inside_local_costmap_mutex,0,411,411,1.000000000,29212,34.000000000,34.000000000,1,0.206989273,0.000086222,-0.243928730
