cycle_start_time_sec,planner_call_time_sec,command_ready_time_sec,command_publish_time_sec,hook,requested_delay_us,measured_delay_us,delay_error_us,scheduling_displacement_ms,planner_computation_us,command_ready_latency_ms,command_publish_latency_ms,valid_command,cmd_linear_x,cmd_linear_y,cmd_angular_z
21.355000000,21.355000000,21.403000000,21.403000000,inside_local_costmap_mutex,0,221,221,0.000000000,48389,48.000000000,48.000000000,1,0.127368420,0.000000655,0.205137879
21.455000000,21.456000000,21.491000000,21.491000000,inside_local_costmap_mutex,0,491,491,1.000000000,40279,36.000000000,36.000000000,1,0.127368420,0.000000169,0.205162793
21.555000000,21.555000000,21.577000000,21.577000000,inside_local_costmap_mutex,0,403,403,0.000000000,23140,22.000000000,22.000000000,1,0.123907946,0.000000000,0.205155432
21.655000000,21.656000000,21.684000000,21.684000000,inside_local_costmap_mutex,0,301,301,1.000000000,33781,29.000000000,29.000000000,1,0.110174984,0.000000000,0.524819255
21.755000000,21.755000000,21.788000000,21.788000000,inside_local_costmap_mutex,0,227,227,0.000000000,31537,33.000000000,33.000000000,1,0.181042686,0.000000000,0.747018814
21.855000000,21.855000000,21.898000000,21.898000000,inside_local_costmap_mutex,0,273,273,0.000000000,46245,43.000000000,43.000000000,1,0.219999999,0.000000000,0.760687351
21.957000000,21.957000000,21.983000000,21.983000000,inside_local_costmap_mutex,0,296,296,0.000000000,22765,26.000000000,26.000000000,1,0.219999999,0.000000000,0.481771916
22.056000000,22.056000000,22.078000000,22.078000000,inside_local_costmap_mutex,0,385,385,0.000000000,24810,22.000000000,22.000000000,1,0.203960150,0.000000000,0.893655956
22.155000000,22.155000000,22.183000000,22.185000000,inside_local_costmap_mutex,0,439,439,0.000000000,27000,28.000000000,30.000000000,1,0.125852928,0.000000000,0.693832934
22.257000000,22.257000000,22.294000000,22.294000000,inside_local_costmap_mutex,0,267,267,0.000000000,36512,37.000000000,37.000000000,1,0.219999999,0.000000000,1.192744017
22.355000000,22.355000000,22.401000000,22.401000000,inside_local_costmap_mutex,0,428,428,0.000000000,48076,46.000000000,46.000000000,1,0.219999999,0.000000000,1.071817636
22.455000000,22.455000000,22.486000000,22.486000000,inside_local_costmap_mutex,0,244,244,0.000000000,38449,31.000000000,31.000000000,1,0.205238760,0.000000000,1.097823739
22.555000000,22.557000000,22.589000000,22.589000000,inside_local_costmap_mutex,0,472,472,2.000000000,34876,34.000000000,34.000000000,1,0.219999999,0.000000000,0.925809741
22.656000000,22.656000000,22.683000000,22.683000000,inside_local_costmap_mutex,0,118,118,0.000000000,32594,27.000000000,27.000000000,1,0.219999999,0.000000000,0.945500255
22.755000000,22.756000000,22.794000000,22.795000000,inside_local_costmap_mutex,0,349,349,1.000000000,41772,39.000000000,40.000000000,1,0.219999999,0.000000000,0.712313175
22.856000000,22.856000000,22.896000000,22.899000000,inside_local_costmap_mutex,0,147,147,0.000000000,37795,40.000000000,43.000000000,1,0.219999999,0.000000000,0.708766222
22.955000000,22.955000000,22.987000000,22.988000000,inside_local_costmap_mutex,0,119,119,0.000000000,33365,32.000000000,33.000000000,1,0.206505045,0.000000000,0.603739798
23.056000000,23.057000000,23.096000000,23.096000000,inside_local_costmap_mutex,0,276,276,1.000000000,37838,40.000000000,40.000000000,1,0.219999999,0.000000000,0.580537736
23.155000000,23.155000000,23.182000000,23.182000000,inside_local_costmap_mutex,0,248,248,0.000000000,27822,27.000000000,27.000000000,1,0.219999999,0.000000000,0.546473861
23.257000000,23.258000000,23.291000000,23.291000000,inside_local_costmap_mutex,0,226,226,1.000000000,33580,34.000000000,34.000000000,1,0.219999999,0.000000000,0.438652277
23.355000000,23.355000000,23.376000000,23.377000000,inside_local_costmap_mutex,0,249,249,0.000000000,28829,21.000000000,22.000000000,1,0.219999999,0.000000000,0.406406969
23.456000000,23.456000000,23.481000000,23.481000000,inside_local_costmap_mutex,0,376,376,0.000000000,29901,25.000000000,25.000000000,1,0.219999999,0.000000000,0.238337398
23.555000000,23.555000000,23.593000000,23.593000000,inside_local_costmap_mutex,0,330,330,0.000000000,38298,38.000000000,38.000000000,1,0.206727311,0.000000000,0.196967229
23.658000000,23.658000000,23.694000000,23.694000000,inside_local_costmap_mutex,0,205,205,0.000000000,33395,36.000000000,36.000000000,1,0.219999999,0.000000000,0.122986741
23.755000000,23.755000000,23.796000000,23.796000000,inside_local_costmap_mutex,0,1038,1038,0.000000000,47925,41.000000000,41.000000000,1,0.219999999,0.000000000,0.114413448
23.855000000,23.855000000,23.883000000,23.883000000,inside_local_costmap_mutex,0,151,151,0.000000000,31094,28.000000000,28.000000000,1,0.219999999,0.000000000,-0.000549699
23.958000000,23.958000000,23.991000000,23.994000000,inside_local_costmap_mutex,0,659,659,0.000000000,35866,33.000000000,36.000000000,1,0.219999999,0.000002062,0.004355731
24.055000000,24.055000000,24.097000000,24.099000000,inside_local_costmap_mutex,0,63,63,0.000000000,42720,42.000000000,44.000000000,1,0.219999999,0.000000141,0.000000000
24.157000000,24.157000000,24.190000000,24.190000000,inside_local_costmap_mutex,0,215,215,0.000000000,38139,33.000000000,33.000000000,1,0.219999999,0.000000000,-0.041093785
24.256000000,24.257000000,24.288000000,24.288000000,inside_local_costmap_mutex,0,281,281,1.000000000,29480,32.000000000,32.000000000,1,0.206869632,0.000014131,-0.049715217
24.355000000,24.355000000,24.394000000,24.397000000,inside_local_costmap_mutex,0,623,623,0.000000000,39938,39.000000000,42.000000000,1,0.219999999,0.000042093,-0.091228969
24.460000000,24.460000000,24.491000000,24.491000000,inside_local_costmap_mutex,0,306,306,0.000000000,34809,31.000000000,31.000000000,1,0.219999999,0.000018043,-0.157148480
24.555000000,24.555000000,24.589000000,24.589000000,inside_local_costmap_mutex,0,622,622,0.000000000,32070,34.000000000,34.000000000,1,0.206912458,0.000054212,-0.165202767
24.657000000,24.657000000,24.687000000,24.687000000,inside_local_costmap_mutex,0,271,271,0.000000000,29514,30.000000000,30.000000000,1,0.219999999,0.000016150,-0.231271639
24.755000000,24.755000000,24.787000000,24.787000000,inside_local_costmap_mutex,0,720,720,0.000000000,33136,32.000000000,32.000000000,1,0.219999999,0.000087729,-0.289252758
24.855000000,24.855000000,24.888000000,24.888000000,inside_local_costmap_mutex,0,146,146,0.000000000,33734,33.000000000,33.000000000,1,0.206894845,0.000138375,-0.280357838
24.956000000,24.956000000,24.977000000,24.977000000,inside_local_costmap_mutex,0,247,247,0.000000000,24787,21.000000000,21.000000000,1,0.205959603,0.000058301,-0.266645551
25.055000000,25.055000000,25.084000000,25.085000000,inside_local_costmap_mutex,0,374,374,0.000000000,31210,29.000000000,30.000000000,1,0.206224546,0.000096373,-0.225808486
25.156000000,25.156000000,25.189000000,25.191000000,inside_local_costmap_mutex,0,367,367,0.000000000,32792,33.000000000,35.000000000,1,0.206227481,0.000080822,-0.234812781
25.255000000,25.255000000,25.287000000,25.290000000,inside_local_costmap_mutex,0,55,55,0.000000000,28006,32.000000000,35.000000000,1,0.219999999,0.000082495,-0.210390568
25.357000000,25.357000000,25.384000000,25.384000000,inside_local_costmap_mutex,0,359,359,0.000000000,28412,27.000000000,27.000000000,1,0.219999999,0.000023605,-0.315169901
25.455000000,25.456000000,25.485000000,25.485000000,inside_local_costmap_mutex,0,1159,1159,1.000000000,29812,30.000000000,30.000000000,1,0.219999999,0.000145878,-0.312528610
25.555000000,25.557000000,25.585000000,25.585000000,inside_local_costmap_mutex,0,830,830,2.000000000,30424,30.000000000,30.000000000,1,0.219999999,0.000115452,-0.141148657
25.658000000,25.659000000,25.685000000,25.685000000,inside_local_costmap_mutex,0,428,428,1.000000000,26691,27.000000000,27.000000000,1,0.219999999,0.000050479,-0.265516698
25.755000000,25.756000000,25.807000000,25.807000000,inside_local_costmap_mutex,0,180,180,1.000000000,50574,52.000000000,52.000000000,1,0.219999999,0.000109700,-0.326790959
25.856000000,25.856000000,25.888000000,25.888000000,inside_local_costmap_mutex,0,265,265,0.000000000,32031,32.000000000,32.000000000,1,0.219999999,0.000118251,-0.103901401
25.955000000,25.956000000,25.984000000,25.984000000,inside_local_costmap_mutex,0,700,700,1.000000000,38360,29.000000000,29.000000000,1,0.219999999,0.000008570,-0.203403503
26.055000000,26.055000000,26.098000000,26.098000000,inside_local_costmap_mutex,0,522,522,0.000000000,38894,43.000000000,43.000000000,1,0.219999999,0.000076271,-0.393487781
26.155000000,26.155000000,26.189000000,26.192000000,inside_local_costmap_mutex,0,314,314,0.000000000,30442,34.000000000,37.000000000,1,0.219999999,0.000121555,-0.365905941
26.255000000,26.255000000,26.295000000,26.295000000,inside_local_costmap_mutex,0,76,76,0.000000000,37157,40.000000000,40.000000000,1,0.219999999,0.000130503,-0.405853271
26.355000000,26.357000000,26.381000000,26.383000000,inside_local_costmap_mutex,0,292,292,2.000000000,25816,26.000000000,28.000000000,1,0.219999999,0.000147593,-0.396833628
26.455000000,26.456000000,26.487000000,26.487000000,inside_local_costmap_mutex,0,674,674,1.000000000,31053,32.000000000,32.000000000,1,0.219999999,0.000163747,-0.209331691
26.555000000,26.555000000,26.582000000,26.582000000,inside_local_costmap_mutex,0,145,145,0.000000000,26429,27.000000000,27.000000000,1,0.219999999,0.000128251,-0.375036448
26.655000000,26.656000000,26.678000000,26.678000000,inside_local_costmap_mutex,0,682,682,1.000000000,23475,23.000000000,23.000000000,1,0.219999999,0.000127318,-0.292099386
26.755000000,26.755000000,26.783000000,26.783000000,inside_local_costmap_mutex,0,250,250,0.000000000,29443,28.000000000,28.000000000,1,0.219999999,0.000105471,-0.316045910
26.855000000,26.856000000,26.902000000,26.902000000,inside_local_costmap_mutex,0,457,457,1.000000000,44089,47.000000000,47.000000000,1,0.219999999,0.000113684,-0.357095599
26.955000000,26.955000000,26.982000000,26.982000000,inside_local_costmap_mutex,0,238,238,0.000000000,26804,27.000000000,27.000000000,1,0.219999999,0.000133508,-0.267456681
27.055000000,27.056000000,27.090000000,27.094000000,inside_local_costmap_mutex,0,506,506,1.000000000,37782,35.000000000,39.000000000,1,0.219999999,0.000117372,-0.266866028
27.158000000,27.158000000,27.202000000,27.204000000,inside_local_costmap_mutex,0,613,613,0.000000000,44147,44.000000000,46.000000000,1,0.219999999,0.000098235,-0.143629760
27.255000000,27.255000000,27.283000000,27.283000000,inside_local_costmap_mutex,0,1596,1596,0.000000000,28163,28.000000000,28.000000000,1,0.206966385,0.000097034,-0.111069560
27.356000000,27.356000000,27.377000000,27.377000000,inside_local_costmap_mutex,0,572,572,0.000000000,22456,21.000000000,21.000000000,1,0.219999999,0.000038703,-0.217884749
27.456000000,27.456000000,27.489000000,27.489000000,inside_local_costmap_mutex,0,205,205,0.000000000,32125,33.000000000,33.000000000,1,0.219999999,0.000104633,-0.248963371
27.555000000,27.555000000,27.585000000,27.585000000,inside_local_costmap_mutex,0,308,308,0.000000000,37891,30.000000000,30.000000000,1,0.219999999,0.000118276,-0.254561961
27.655000000,27.656000000,27.688000000,27.691000000,inside_local_costmap_mutex,0,607,607,1.000000000,32349,33.000000000,36.000000000,1,0.206958666,0.000094915,-0.230233446
27.755000000,27.756000000,27.778000000,27.778000000,inside_local_costmap_mutex,0,1333,1333,1.000000000,26453,23.000000000,23.000000000,1,0.219999999,0.000093177,-0.164970472
27.855000000,27.855000000,27.889000000,27.889000000,inside_local_costmap_mutex,0,258,258,0.000000000,31270,34.000000000,34.000000000,1,0.206925079,0.000057439,-0.140721276
27.955000000,27.955000000,27.983000000,27.983000000,inside_local_costmap_mutex,0,242,242,0.000000000,33336,28.000000000,28.000000000,1,0.219999999,0.000065805,-0.158955425
28.057000000,28.057000000,28.091000000,28.091000000,inside_local_costmap_mutex,0,812,812,0.000000000,35138,34.000000000,34.000000000,1,0.219999999,0.000080616,-0.151585177
28.157000000,28.158000000,28.201000000,28.201000000,inside_local_costmap_mutex,0,218,218,1.000000000,42401,44.000000000,44.000000000,1,0.219999999,0.000057258,-0.144143850
28.255000000,28.255000000,28.297000000,28.297000000,inside_local_costmap_mutex,0,446,446,0.000000000,40037,42.000000000,42.000000000,1,0.219999999,0.000052257,-0.153547645
28.356000000,28.356000000,28.392000000,28.392000000,inside_local_costmap_mutex,0,92,92,0.000000000,34996,36.000000000,36.000000000,1,0.219999999,0.000074773,-0.142124102
28.455000000,28.456000000,28.479000000,28.479000000,inside_local_costmap_mutex,0,426,426,1.000000000,23146,24.000000000,24.000000000,1,0.219999999,0.000048647,-0.148501277
28.559000000,28.560000000,28.607000000,28.609000000,inside_local_costmap_mutex,0,155,155,1.000000000,45835,48.000000000,50.000000000,1,0.206894591,0.000072842,-0.128000006
28.655000000,28.655000000,28.680000000,28.680000000,inside_local_costmap_mutex,0,104,104,0.000000000,27453,25.000000000,25.000000000,1,0.219999999,0.000048148,-0.131525129
28.755000000,28.755000000,28.793000000,28.793000000,inside_local_costmap_mutex,0,473,473,0.000000000,38400,38.000000000,38.000000000,1,0.206914231,0.000055634,-0.282465518
28.855000000,28.855000000,28.889000000,28.889000000,inside_local_costmap_mutex,0,190,190,0.000000000,34606,34.000000000,34.000000000,1,0.219999999,0.000106958,-0.282461524
28.958000000,28.958000000,29.009000000,29.009000000,inside_local_costmap_mutex,0,245,245,0.000000000,52837,51.000000000,51.000000000,1,0.219999999,0.000084112,-0.262547284
29.055000000,29.055000000,29.086000000,29.086000000,inside_local_costmap_mutex,0,234,234,0.000000000,29742,31.000000000,31.000000000,1,0.219999999,0.000121324,-0.240811348
29.155000000,29.155000000,29.184000000,29.184000000,inside_local_costmap_mutex,0,372,372,0.000000000,33601,29.000000000,29.000000000,1,0.219999999,0.000090351,-0.234147877
29.255000000,29.255000000,29.281000000,29.281000000,inside_local_costmap_mutex,0,185,185,0.000000000,26191,26.000000000,26.000000000,1,0.219999999,0.000104270,-0.218546838
29.355000000,29.355000000,29.390000000,29.390000000,inside_local_costmap_mutex,0,201,201,0.000000000,35086,35.000000000,35.000000000,1,0.219999999,0.000076233,-0.192847788
29.455000000,29.455000000,29.483000000,29.483000000,inside_local_costmap_mutex,0,496,496,0.000000000,28899,28.000000000,28.000000000,1,0.219999999,0.000070313,-0.183919340
29.557000000,29.557000000,29.591000000,29.591000000,inside_local_costmap_mutex,0,55,55,0.000000000,33132,34.000000000,34.000000000,1,0.219999999,0.000072554,-0.176527888
29.655000000,29.655000000,29.681000000,29.681000000,inside_local_costmap_mutex,0,136,136,0.000000000,27855,26.000000000,26.000000000,1,0.219999999,0.000063243,-0.152835175
29.757000000,29.758000000,29.783000000,29.783000000,inside_local_costmap_mutex,0,604,604,1.000000000,28798,26.000000000,26.000000000,1,0.219999999,0.000051364,-0.143877670
