cycle_start_time_sec,planner_call_time_sec,command_ready_time_sec,command_publish_time_sec,hook,requested_delay_us,measured_delay_us,delay_error_us,scheduling_displacement_ms,planner_computation_us,command_ready_latency_ms,command_publish_latency_ms,valid_command,cmd_linear_x,cmd_linear_y,cmd_angular_z
38.462000000,38.463000000,38.503000000,38.506000000,inside_local_costmap_mutex,0,564,564,1.000000000,39755,41.000000000,44.000000000,1,-0.150526315,0.000000661,0.303599507
38.562000000,38.563000000,38.598000000,38.598000000,inside_local_costmap_mutex,0,334,334,1.000000000,40132,36.000000000,36.000000000,1,0.125464559,0.000000684,0.303511411
38.663000000,38.663000000,38.691000000,38.691000000,inside_local_costmap_mutex,0,342,342,0.000000000,33637,28.000000000,28.000000000,1,0.118827887,0.000000000,0.303346753
38.769000000,38.769000000,38.812000000,38.812000000,inside_local_costmap_mutex,0,161,161,0.000000000,46961,43.000000000,43.000000000,1,0.127368420,0.000003564,0.303694010
38.864000000,38.864000000,38.899000000,38.899000000,inside_local_costmap_mutex,0,75,75,0.000000000,37241,35.000000000,35.000000000,1,-0.114928216,0.000000000,0.238202274
38.962000000,38.962000000,38.971000000,38.971000000,inside_local_costmap_mutex,0,267,267,0.000000000,15005,9.000000000,9.000000000,1,-0.125468239,0.000000000,0.490406483
39.063000000,39.064000000,39.103000000,39.103000000,inside_local_costmap_mutex,0,371,371,1.000000000,40199,40.000000000,40.000000000,1,0.219999999,0.000000000,0.652721107
39.165000000,39.165000000,39.199000000,39.199000000,inside_local_costmap_mutex,0,222,222,0.000000000,37961,34.000000000,34.000000000,1,0.121341676,0.000000000,0.452770561
39.266000000,39.267000000,39.302000000,39.302000000,inside_local_costmap_mutex,0,608,608,1.000000000,34389,36.000000000,36.000000000,1,0.127368420,0.000000000,0.335784346
39.362000000,39.362000000,39.389000000,39.389000000,inside_local_costmap_mutex,0,175,175,0.000000000,28466,27.000000000,27.000000000,1,-0.110229373,0.000000000,-0.198004559
39.462000000,39.462000000,39.492000000,39.492000000,inside_local_costmap_mutex,0,411,411,0.000000000,30500,30.000000000,30.000000000,1,0.219999999,0.000000000,0.586772144
