event_index,costmap_name,ros_before_sleep_sec,ros_update_start_sec,ros_update_complete_sec,ros_elapsed_during_sleep_ms,nominal_update_period_ms,previous_update_age_before_refresh_ms,update_duration_ms,update_completion_interval_ms,update_temporal_displacement_ms,requested_delay_us,measured_delay_us,delay_error_us
0,local_costmap,1.722000000,1.722000000,1.722000000,0.000000000,100.000000000,-1.000000000,0.143444000,-1.000000000,-1.000000000,0,0,0
1,local_costmap,1.822000000,1.822000000,1.822000000,0.000000000,100.000000000,101.501000000,0.162106000,101.663106000,1.663106000,0,0,0
2,local_costmap,1.922000000,1.922000000,1.922000000,0.000000000,100.000000000,103.257258000,0.213683000,103.470941000,3.470941000,0,0,0
3,local_costmap,2.022000000,2.022000000,2.022000000,0.000000000,100.000000000,91.088714000,0.160462000,91.249176000,-8.750824000,0,0,0
4,local_costmap,2.122000000,2.122000000,2.122000000,0.000000000,100.000000000,96.392523000,1.978025000,98.370548000,-1.629452000,0,0,0
5,local_costmap,2.222000000,2.222000000,2.222000000,0.000000000,100.000000000,96.653527000,1.666468000,98.319995000,-1.680005000,0,0,0
6,local_costmap,2.323000000,2.323000000,2.323000000,0.000000000,100.000000000,99.645664000,1.594928000,101.240592000,1.240592000,0,0,0
7,local_costmap,2.425000000,2.425000000,2.425000000,0.000000000,100.000000000,100.572639000,1.567857000,102.140496000,2.140496000,0,0,0
8,local_costmap,2.523000000,2.523000000,2.523000000,0.000000000,100.000000000,106.573114000,1.583776000,108.156890000,8.156890000,0,0,0
9,local_costmap,2.622000000,2.622000000,2.622000000,0.000000000,100.000000000,93.165752000,1.789840000,94.955592000,-5.044408000,0,0,0
10,local_costmap,2.722000000,2.722000000,2.722000000,0.000000000,100.000000000,100.565473000,1.541196000,102.106669000,2.106669000,0,0,0
11,local_costmap,2.823000000,2.823000000,2.823000000,0.000000000,100.000000000,99.804807000,1.628779000,101.433586000,1.433586000,0,0,0
12,local_costmap,2.922000000,2.922000000,2.923000000,0.000000000,100.000000000,94.552822000,1.496094000,96.048916000,-3.951084000,0,0,0
13,local_costmap,3.022000000,3.022000000,3.022000000,0.000000000,100.000000000,102.512285000,1.581056000,104.093341000,4.093341000,0,0,0
14,local_costmap,3.123000000,3.123000000,3.123000000,0.000000000,100.000000000,98.823203000,1.582937000,100.406140000,0.406140000,0,0,0
15,local_costmap,3.222000000,3.222000000,3.224000000,0.000000000,100.000000000,100.682628000,1.519535000,102.202163000,2.202163000,0,0,0
16,local_costmap,3.322000000,3.322000000,3.323000000,0.000000000,100.000000000,103.699883000,1.595641000,105.295524000,5.295524000,0,0,0
17,local_costmap,3.422000000,3.422000000,3.423000000,0.000000000,100.000000000,90.170036000,2.054968000,92.225004000,-7.774996000,0,0,0
18,local_costmap,3.522000000,3.522000000,3.524000000,0.000000000,100.000000000,106.075144000,1.655720000,107.730864000,7.730864000,0,0,0
19,local_costmap,3.623000000,3.623000000,3.623000000,0.000000000,100.000000000,92.567356000,1.730689000,94.298045000,-5.701955000,0,0,0
20,local_costmap,3.723000000,3.723000000,3.724000000,0.000000000,100.000000000,98.823743000,1.640898000,100.464641000,0.464641000,0,0,0
21,local_costmap,3.822000000,3.822000000,3.822000000,0.000000000,100.000000000,97.158725000,1.994532000,99.153257000,-0.846743000,0,0,0
22,local_costmap,3.922000000,3.922000000,3.924000000,0.000000000,100.000000000,96.061073000,1.624579000,97.685652000,-2.314348000,0,0,0
23,local_costmap,4.023000000,4.023000000,4.023000000,0.000000000,100.000000000,98.124503000,1.949057000,100.073560000,0.073560000,0,0,0
24,local_costmap,4.122000000,4.122000000,4.122000000,0.000000000,100.000000000,94.948738000,2.092692000,97.041430000,-2.958570000,0,0,0
25,local_costmap,4.222000000,4.222000000,4.222000000,0.000000000,100.000000000,98.260880000,1.556735000,99.817615000,-0.182385000,0,0,0
26,local_costmap,4.322000000,4.322000000,4.322000000,0.000000000,100.000000000,99.732949000,1.538125000,101.271074000,1.271074000,0,0,0
27,local_costmap,4.422000000,4.422000000,4.422000000,0.000000000,100.000000000,101.119144000,1.718267000,102.837411000,2.837411000,0,0,0
28,local_costmap,4.522000000,4.522000000,4.522000000,0.000000000,100.000000000,99.371941000,1.791513000,101.163454000,1.163454000,0,0,0
29,local_costmap,4.622000000,4.622000000,4.622000000,0.000000000,100.000000000,108.001503000,2.464056000,110.465559000,10.465559000,0,0,0
30,local_costmap,4.723000000,4.723000000,4.723000000,0.000000000,100.000000000,100.870301000,2.055311000,102.925612000,2.925612000,0,0,0
31,local_costmap,4.822000000,4.822000000,4.824000000,0.000000000,100.000000000,99.973522000,1.569267000,101.542789000,1.542789000,0,0,0
32,local_costmap,4.922000000,4.922000000,4.924000000,0.000000000,100.000000000,91.214845000,1.999744000,93.214589000,-6.785411000,0,0,0
33,local_costmap,5.022000000,5.022000000,5.022000000,0.000000000,100.000000000,102.464139000,2.086387000,104.550526000,4.550526000,0,0,0
34,local_costmap,5.122000000,5.122000000,5.125000000,0.000000000,100.000000000,98.982172000,2.244740000,101.226912000,1.226912000,0,0,0
35,local_costmap,5.222000000,5.222000000,5.225000000,0.000000000,100.000000000,99.217586000,2.161195000,101.378781000,1.378781000,0,0,0
36,local_costmap,5.322000000,5.322000000,5.326000000,0.000000000,100.000000000,94.827958000,2.912190000,97.740148000,-2.259852000,0,0,0
37,local_costmap,5.422000000,5.422000000,5.424000000,0.000000000,100.000000000,91.411009000,2.498893000,93.909902000,-6.090098000,0,0,0
