event_index,ros_before_sleep_sec,ros_after_sleep_sec,ros_elapsed_during_sleep_ms,nominal_cycle_ms,cycle_interval_ms,cycle_displacement_ms,requested_delay_us,measured_delay_us,delay_error_us
0,25.381000000,26.376000000,995.000000000,100.000000000,-1.000000000,-1.000000000,1000000,1000061,61
1,26.436000000,27.445000000,1009.000000000,100.000000000,1065.343044000,965.343044000,1000000,1000061,61
2,27.512000000,28.502000000,990.000000000,100.000000000,1068.574391000,968.574391000,1000000,1000063,63
3,28.535000000,29.509000000,974.000000000,100.000000000,1036.073911000,936.073911000,1000000,1000068,68
4,29.546000000,30.537000000,991.000000000,100.000000000,1041.982274000,941.982274000,1000000,1000059,59
5,30.593000000,31.545000000,952.000000000,100.000000000,1056.543892000,956.543892000,1000000,1000065,65
6,31.588000000,32.575000000,987.000000000,100.000000000,1040.584291000,940.584291000,1000000,1000060,60
7,32.635000000,33.632000000,997.000000000,100.000000000,1060.555490000,960.555490000,1000000,1000059,59
8,33.672000000,34.670000000,998.000000000,100.000000000,1040.220731000,940.220731000,1000000,1000069,69
9,34.722000000,35.709000000,987.000000000,100.000000000,1052.765513000,952.765513000,1000000,1000061,61
10,35.748000000,36.742000000,994.000000000,100.000000000,1041.421186000,941.421186000,1000000,1000062,62
11,36.790000000,37.775000000,985.000000000,100.000000000,1048.905124000,948.905124000,1000000,1000068,68
12,37.824000000,38.817000000,993.000000000,100.000000000,1051.909114000,951.909114000,1000000,1000060,60
13,38.870000000,39.872000000,1002.000000000,100.000000000,1052.956114000,952.956114000,1000000,1000061,61
14,39.925000000,40.915000000,990.000000000,100.000000000,1052.931722000,952.931722000,1000000,1000061,61
15,40.975000000,41.960000000,985.000000000,100.000000000,1058.888492000,958.888492000,1000000,1000069,69
16,42.024000000,43.025000000,1001.000000000,100.000000000,1064.958481000,964.958481000,1000000,1000060,60
17,43.071000000,44.056000000,985.000000000,100.000000000,1051.930362000,951.930362000,1000000,1000060,60
18,44.109000000,45.099000000,990.000000000,100.000000000,1045.602902000,945.602902000,1000000,1000059,59
19,45.159000000,46.154000000,995.000000000,100.000000000,1061.651951000,961.651951000,1000000,1000156,156
20,46.215000000,47.221000000,1006.000000000,100.000000000,1065.596396000,965.596396000,1000000,1000058,58
21,47.275000000,48.269000000,994.000000000,100.000000000,1056.172110000,956.172110000,1000000,1000059,59
22,48.307000000,49.306000000,999.000000000,100.000000000,1039.217839000,939.217839000,1000000,1000019,19
23,49.345000000,50.352000000,1007.000000000,100.000000000,1049.216444000,949.216444000,1000000,1000509,509
24,50.401000000,51.394000000,993.000000000,100.000000000,1049.013628000,949.013628000,1000000,1000118,118
25,51.424000000,52.417000000,993.000000000,100.000000000,1034.629527000,934.629527000,1000000,1000061,61
26,52.454000000,53.453000000,999.000000000,100.000000000,1039.836552000,939.836552000,1000000,1000062,62
27,53.509000000,54.500000000,991.000000000,100.000000000,1055.246246000,955.246246000,1000000,1000061,61
28,54.565000000,55.572000000,1007.000000000,100.000000000,1061.736311000,961.736311000,1000000,1000064,64
29,55.617000000,56.610000000,993.000000000,100.000000000,1044.994835000,944.994835000,1000000,1000057,57
30,56.651000000,57.641000000,990.000000000,100.000000000,1043.812094000,943.812094000,1000000,1000058,58
31,57.705000000,58.692000000,987.000000000,100.000000000,1064.718829000,964.718829000,1000000,1000058,58
32,58.735000000,59.734000000,999.000000000,100.000000000,1042.135368000,942.135368000,1000000,1000058,58
33,59.769000000,60.761000000,992.000000000,100.000000000,1039.963045000,939.963045000,1000000,1000059,59
34,60.811000000,61.799000000,988.000000000,100.000000000,1048.709139000,948.709139000,1000000,1000057,57
35,61.852000000,62.850000000,998.000000000,100.000000000,1056.454278000,956.454278000,1000000,1000058,58
36,62.896000000,63.894000000,998.000000000,100.000000000,1048.416389000,948.416389000,1000000,1000064,64
37,63.931000000,64.932000000,1001.000000000,100.000000000,1040.106527000,940.106527000,1000000,1000081,81
38,64.998000000,65.995000000,997.000000000,100.000000000,1066.693346000,966.693346000,1000000,1000243,243
39,66.036000000,67.030000000,994.000000000,100.000000000,1042.262602000,942.262602000,1000000,1000067,67
40,67.075000000,68.070000000,995.000000000,100.000000000,1049.238926000,949.238926000,1000000,1000057,57
41,68.118000000,69.119000000,1001.000000000,100.000000000,1046.833641000,946.833641000,1000000,1000060,60
42,69.165000000,70.144000000,979.000000000,100.000000000,1055.480370000,955.480370000,1000000,1000056,56
43,70.201000000,71.195000000,994.000000000,100.000000000,1057.258037000,957.258037000,1000000,1000085,85
44,71.264000000,72.253000000,989.000000000,100.000000000,1070.993497000,970.993497000,1000000,1000063,63
45,72.295000000,73.288000000,993.000000000,100.000000000,1044.596675000,944.596675000,1000000,1000060,60
46,73.340000000,74.326000000,986.000000000,100.000000000,1050.746076000,950.746076000,1000000,1000060,60
47,74.380000000,75.379000000,999.000000000,100.000000000,1054.415463000,954.415463000,1000000,1000057,57
48,75.432000000,76.433000000,1001.000000000,100.000000000,1053.529854000,953.529854000,1000000,1000059,59
49,76.478000000,77.468000000,990.000000000,100.000000000,1046.968824000,946.968824000,1000000,1000057,57
50,77.510000000,78.517000000,1007.000000000,100.000000000,1050.825825000,950.825825000,1000000,1000349,349
51,78.561000000,79.562000000,1001.000000000,100.000000000,1048.813827000,948.813827000,1000000,1000150,150
52,79.629000000,80.627000000,998.000000000,100.000000000,1070.506628000,970.506628000,1000000,1000059,59
53,80.688000000,81.685000000,997.000000000,100.000000000,1062.008455000,962.008455000,1000000,1000060,60
54,81.738000000,82.731000000,993.000000000,100.000000000,1052.887719000,952.887719000,1000000,1000064,64
55,82.796000000,83.792000000,996.000000000,100.000000000,1068.706627000,968.706627000,1000000,1000057,57
56,83.835000000,84.833000000,998.000000000,100.000000000,1048.975477000,948.975477000,1000000,1000230,230
57,84.906000000,85.907000000,1001.000000000,100.000000000,1075.568851000,975.568851000,1000000,1000057,57
58,85.948000000,86.945000000,997.000000000,100.000000000,1045.012118000,945.012118000,1000000,1000068,68
59,87.020000000,88.002000000,982.000000000,100.000000000,1072.014919000,972.014919000,1000000,1000066,66
60,88.082000000,89.086000000,1004.000000000,100.000000000,1080.507923000,980.507923000,1000000,1000065,65
61,89.149000000,90.144000000,995.000000000,100.000000000,1064.301836000,964.301836000,1000000,1000089,89
62,90.186000000,91.174000000,988.000000000,100.000000000,1042.578852000,942.578852000,1000000,1000113,113
63,91.246000000,92.241000000,995.000000000,100.000000000,1077.140027000,977.140027000,1000000,1000027,27
64,92.301000000,93.306000000,1005.000000000,100.000000000,1063.737794000,963.737794000,1000000,1000058,58
65,93.376000000,94.361000000,985.000000000,100.000000000,1074.793889000,974.793889000,1000000,1000058,58
66,94.398000000,95.404000000,1006.000000000,100.000000000,1042.724792000,942.724792000,1000000,1000058,58
67,95.445000000,96.429000000,984.000000000,100.000000000,1043.904395000,943.904395000,1000000,1000143,143
68,96.471000000,97.474000000,1003.000000000,100.000000000,1048.862531000,948.862531000,1000000,1000060,60
69,97.510000000,98.510000000,1000.000000000,100.000000000,1038.379135000,938.379135000,1000000,1000059,59
70,98.562000000,99.562000000,1000.000000000,100.000000000,1055.631832000,955.631832000,1000000,1000057,57
71,99.611000000,100.608000000,997.000000000,100.000000000,1050.888659000,950.888659000,1000000,1000072,72
72,100.714000000,101.705000000,991.000000000,100.000000000,1105.935057000,1005.935057000,1000000,1000065,65
73,101.778000000,102.754000000,976.000000000,100.000000000,1069.839784000,969.839784000,1000000,1000059,59
74,102.845000000,103.843000000,998.000000000,100.000000000,1090.908943000,990.908943000,1000000,1000058,58
75,103.923000000,104.915000000,992.000000000,100.000000000,1081.809657000,981.809657000,1000000,1000021,21
76,104.982000000,105.976000000,994.000000000,100.000000000,1066.766602000,966.766602000,1000000,1000268,268
77,106.069000000,107.064000000,995.000000000,100.000000000,1092.897917000,992.897917000,1000000,1000085,85
78,107.182000000,108.168000000,986.000000000,100.000000000,1116.771360000,1016.771360000,1000000,1000058,58
79,108.221000000,109.222000000,1001.000000000,100.000000000,1061.926794000,961.926794000,1000000,1000058,58
80,109.307000000,110.297000000,990.000000000,100.000000000,1090.045582000,990.045582000,1000000,1000113,113
81,110.401000000,111.391000000,990.000000000,100.000000000,1099.485141000,999.485141000,1000000,1004098,4098
82,111.474000000,112.468000000,994.000000000,100.000000000,1089.958170000,989.958170000,1000000,1000061,61
