event_index,costmap_name,ros_before_sleep_sec,ros_update_start_sec,ros_update_complete_sec,ros_elapsed_during_sleep_ms,nominal_update_period_ms,previous_update_age_before_refresh_ms,update_duration_ms,update_completion_interval_ms,update_temporal_displacement_ms,requested_delay_us,measured_delay_us,delay_error_us
33,local_costmap,34.598000000,35.598000000,35.598000000,1000.000000000,100.000000000,1000.639553000,1.830813000,1002.470366000,902.470366000,1000000,1000173,173
34,local_costmap,35.599000000,36.597000000,36.599000000,998.000000000,100.000000000,1000.816006000,1.915159000,1002.731165000,902.731165000,1000000,1000057,57
35,local_costmap,36.599000000,37.594000000,37.598000000,995.000000000,100.000000000,1000.236996000,3.294162000,1003.531158000,903.531158000,1000000,1000065,65
36,local_costmap,37.598000000,38.576000000,38.583000000,978.000000000,100.000000000,1000.301944000,6.701213000,1007.003157000,907.003157000,1000000,1000074,74
37,local_costmap,38.583000000,39.575000000,39.583000000,992.000000000,100.000000000,1000.333382000,9.082997000,1009.416379000,909.416379000,1000000,1000058,58
38,local_costmap,39.585000000,40.582000000,40.583000000,997.000000000,100.000000000,1000.450853000,2.705674000,1003.156527000,903.156527000,1000000,1000060,60
39,local_costmap,40.583000000,41.569000000,41.580000000,986.000000000,100.000000000,1000.216503000,8.941923000,1009.158426000,909.158426000,1000000,1000057,57
40,local_costmap,41.580000000,42.568000000,42.568000000,988.000000000,100.000000000,1000.276532000,1.867595000,1002.144127000,902.144127000,1000000,1000098,98
41,local_costmap,42.568000000,43.574000000,43.576000000,1006.000000000,100.000000000,1001.155380000,1.757481000,1002.912861000,902.912861000,1000000,1000966,966
42,local_costmap,43.576000000,44.555000000,44.557000000,979.000000000,100.000000000,1000.448395000,1.800207000,1002.248602000,902.248602000,1000000,1000251,251
43,local_costmap,44.557000000,45.536000000,45.536000000,979.000000000,100.000000000,1000.237593000,1.687905000,1001.925498000,901.925498000,1000000,1000057,57
44,local_costmap,45.536000000,46.522000000,46.524000000,986.000000000,100.000000000,1000.207691000,1.794907000,1002.002598000,902.002598000,1000000,1000027,27
45,local_costmap,46.524000000,47.522000000,47.523000000,998.000000000,100.000000000,1000.306931000,1.988708000,1002.295639000,902.295639000,1000000,1000064,64
46,local_costmap,47.523000000,48.521000000,48.521000000,998.000000000,100.000000000,1000.445776000,1.841263000,1002.287039000,902.287039000,1000000,1000257,257
47,local_costmap,48.521000000,49.408000000,49.408000000,887.000000000,100.000000000,1000.280095000,31.651373000,1031.931468000,931.931468000,1000000,1000069,69
48,local_costmap,49.408000000,49.408000000,49.408000000,0.000000000,100.000000000,1000.142375000,1.837834000,1001.980209000,901.980209000,1000000,1000043,43
