event_index,costmap_name,ros_before_sleep_sec,ros_update_start_sec,ros_update_complete_sec,ros_elapsed_during_sleep_ms,nominal_update_period_ms,previous_update_age_before_refresh_ms,update_duration_ms,update_completion_interval_ms,update_temporal_displacement_ms,requested_delay_us,measured_delay_us,delay_error_us
0,local_costmap,2.491000000,3.491000000,3.491000000,1000.000000000,100.000000000,-1.000000000,0.261979000,-1.000000000,-1.000000000,1000000,1000062,62
1,local_costmap,3.491000000,4.485000000,4.487000000,994.000000000,100.000000000,1000.376318000,1.907291000,1002.283609000,902.283609000,1000000,1000070,70
2,local_costmap,4.487000000,5.490000000,5.492000000,1003.000000000,100.000000000,1000.232461000,1.482489000,1001.714950000,901.714950000,1000000,1000058,58
3,local_costmap,5.492000000,6.482000000,6.482000000,990.000000000,100.000000000,1000.225808000,1.719940000,1001.945748000,901.945748000,1000000,1000063,63
4,local_costmap,6.482000000,7.489000000,7.489000000,1007.000000000,100.000000000,1000.263871000,1.566025000,1001.829896000,901.829896000,1000000,1000077,77
5,local_costmap,7.489000000,8.489000000,8.489000000,1000.000000000,100.000000000,1000.222807000,2.135803000,1002.358610000,902.358610000,1000000,1000057,57
6,local_costmap,8.489000000,9.487000000,9.487000000,998.000000000,100.000000000,1000.277114000,2.049003000,1002.326117000,902.326117000,1000000,1000065,65
7,local_costmap,9.487000000,10.484000000,10.484000000,997.000000000,100.000000000,1002.516112000,1.556563000,1004.072675000,904.072675000,1000000,1002303,2303
8,local_costmap,10.484000000,11.489000000,11.489000000,1005.000000000,100.000000000,1000.424375000,1.550633000,1001.975008000,901.975008000,1000000,1000060,60
9,local_costmap,11.489000000,12.485000000,12.485000000,996.000000000,100.000000000,1000.221901000,1.861738000,1002.083639000,902.083639000,1000000,1000062,62
10,local_costmap,12.485000000,13.489000000,13.490000000,1004.000000000,100.000000000,1000.226896000,1.637675000,1001.864571000,901.864571000,1000000,1000057,57
11,local_costmap,13.490000000,14.475000000,14.477000000,985.000000000,100.000000000,1000.232706000,1.800226000,1002.032932000,902.032932000,1000000,1000073,73
12,local_costmap,14.477000000,15.484000000,15.485000000,1007.000000000,100.000000000,1000.224603000,1.541085000,1001.765688000,901.765688000,1000000,1000065,65
13,local_costmap,15.485000000,16.471000000,16.471000000,986.000000000,100.000000000,1000.746507000,1.532821000,1002.279328000,902.279328000,1000000,1000570,570
14,local_costmap,16.471000000,17.462000000,17.464000000,991.000000000,100.000000000,1000.229891000,1.801282000,1002.031173000,902.031173000,1000000,1000071,71
15,local_costmap,17.464000000,18.466000000,18.471000000,1002.000000000,100.000000000,1000.242967000,3.668322000,1003.911289000,903.911289000,1000000,1000071,71
16,local_costmap,18.471000000,19.468000000,19.470000000,997.000000000,100.000000000,1000.290377000,1.819099000,1002.109476000,902.109476000,1000000,1000075,75
17,local_costmap,19.471000000,20.455000000,20.457000000,984.000000000,100.000000000,1000.536958000,2.432845000,1002.969803000,902.969803000,1000000,1000056,56
18,local_costmap,20.457000000,21.455000000,21.455000000,998.000000000,100.000000000,1000.279640000,1.745732000,1002.025372000,902.025372000,1000000,1000057,57
19,local_costmap,21.456000000,22.459000000,22.459000000,1003.000000000,100.000000000,1000.847354000,1.800869000,1002.648223000,902.648223000,1000000,1000413,413
20,local_costmap,22.461000000,23.459000000,23.461000000,998.000000000,100.000000000,1000.453757000,1.600189000,1002.053946000,902.053946000,1000000,1000057,57
21,local_costmap,23.461000000,24.443000000,24.445000000,982.000000000,100.000000000,1000.210621000,1.655953000,1001.866574000,901.866574000,1000000,1000057,57
22,local_costmap,24.445000000,25.443000000,25.445000000,998.000000000,100.000000000,1001.312673000,2.029390000,1003.342063000,903.342063000,1000000,1001032,1032
23,local_costmap,25.446000000,26.439000000,26.439000000,993.000000000,100.000000000,1000.309151000,1.786550000,1002.095701000,902.095701000,1000000,1000056,56
24,local_costmap,26.439000000,27.428000000,27.428000000,989.000000000,100.000000000,1000.242045000,1.870561000,1002.112606000,902.112606000,1000000,1000066,66
25,local_costmap,27.428000000,28.435000000,28.437000000,1007.000000000,100.000000000,1000.226640000,1.866300000,1002.092940000,902.092940000,1000000,1000060,60
26,local_costmap,28.437000000,29.428000000,29.435000000,991.000000000,100.000000000,1000.634886000,6.377491000,1007.012377000,907.012377000,1000000,1000281,281
27,local_costmap,29.436000000,30.431000000,30.442000000,995.000000000,100.000000000,1000.232925000,14.484356000,1014.717281000,914.717281000,1000000,1000061,61
28,local_costmap,30.443000000,31.437000000,31.437000000,994.000000000,100.000000000,1000.557185000,1.664553000,1002.221738000,902.221738000,1000000,1000153,153
29,local_costmap,31.437000000,32.428000000,32.430000000,991.000000000,100.000000000,1000.219007000,1.981411000,1002.200418000,902.200418000,1000000,1000057,57
30,local_costmap,32.431000000,33.429000000,33.429000000,998.000000000,100.000000000,1000.343260000,2.081512000,1002.424772000,902.424772000,1000000,1000059,59
31,local_costmap,33.429000000,34.419000000,34.421000000,990.000000000,100.000000000,1000.265329000,3.593063000,1003.858392000,903.858392000,1000000,1000057,57
32,local_costmap,34.422000000,35.423000000,35.423000000,1001.000000000,100.000000000,1000.294054000,1.640002000,1001.934056000,901.934056000,1000000,1000058,58
33,local_costmap,35.423000000,36.418000000,36.428000000,995.000000000,100.000000000,1000.211648000,8.646603000,1008.858251000,908.858251000,1000000,1000056,56
34,local_costmap,36.428000000,37.423000000,37.439000000,995.000000000,100.000000000,1000.417978000,15.739075000,1016.157053000,916.157053000,1000000,1000058,58
35,local_costmap,37.439000000,38.436000000,38.437000000,997.000000000,100.000000000,1000.227462000,1.686041000,1001.913503000,901.913503000,1000000,1000054,54
36,local_costmap,38.437000000,39.430000000,39.430000000,993.000000000,100.000000000,1000.676043000,1.725267000,1002.401310000,902.401310000,1000000,1000059,59
37,local_costmap,39.430000000,40.434000000,40.436000000,1004.000000000,100.000000000,1000.218371000,1.584504000,1001.802875000,901.802875000,1000000,1000057,57
38,local_costmap,40.436000000,41.434000000,41.436000000,998.000000000,100.000000000,1000.227371000,1.577485000,1001.804856000,901.804856000,1000000,1000059,59
39,local_costmap,41.436000000,42.420000000,42.420000000,984.000000000,100.000000000,1000.356843000,1.608403000,1001.965246000,901.965246000,1000000,1000187,187
40,local_costmap,42.420000000,43.418000000,43.418000000,998.000000000,100.000000000,1000.220529000,1.558952000,1001.779481000,901.779481000,1000000,1000058,58
41,local_costmap,43.418000000,44.409000000,44.410000000,991.000000000,100.000000000,1001.229933000,1.578168000,1002.808101000,902.808101000,1000000,1001062,1062
42,local_costmap,44.410000000,45.411000000,45.413000000,1001.000000000,100.000000000,1000.225335000,1.621204000,1001.846539000,901.846539000,1000000,1000058,58
43,local_costmap,45.413000000,46.403000000,46.403000000,990.000000000,100.000000000,1000.222809000,1.821661000,1002.044470000,902.044470000,1000000,1000058,58
44,local_costmap,46.403000000,47.399000000,47.399000000,996.000000000,100.000000000,1000.255134000,1.641865000,1001.896999000,901.896999000,1000000,1000059,59
45,local_costmap,47.399000000,47.841000000,47.841000000,442.000000000,100.000000000,1000.234101000,1.575581000,1001.809682000,901.809682000,1000000,1000059,59
