2.440000000,2.329000000,111.000000000,50000,50369,369
2.440000000,2.329000000,amcl_pose_publish,50000,50369,369
22.638000000,22.538000000,amcl_pose_publish,50000,50238,238
67.236000000,67.139000000,amcl_pose_publish,50000,50431,431
67.463000000,67.339000000,amcl_pose_publish,50000,50239,239
67.641000000,67.539000000,amcl_pose_publish,50000,50290,290
68.028000000,67.939000000,amcl_pose_publish,50000,50364,364
68.422000000,68.339000000,amcl_pose_publish,50000,51025,1025
69.417000000,69.339000000,amcl_pose_publish,50000,51239,1239
70.417000000,70.339000000,amcl_pose_publish,50000,50104,104
71.210000000,71.139000000,amcl_pose_publish,50000,50362,362
72.012000000,71.939000000,amcl_pose_publish,50000,50442,442
73.008000000,72.939000000,amcl_pose_publish,50000,50100,100
74.014000000,73.939000000,amcl_pose_publish,50000,50384,384
75.013000000,74.939000000,amcl_pose_publish,50000,50383,383
76.015000000,75.939000000,amcl_pose_publish,50000,50112,112
77.017000000,76.939000000,amcl_pose_publish,50000,50181,181
78.018000000,77.940000000,amcl_pose_publish,50000,50365,365
78.811000000,78.740000000,amcl_pose_publish,50000,50265,265
79.617000000,79.540000000,amcl_pose_publish,50000,50274,274
80.420000000,80.342000000,amcl_pose_publish,50000,50264,264
81.619000000,81.542000000,amcl_pose_publish,50000,50311,311
82.813000000,82.743000000,amcl_pose_publish,50000,50331,331
83.816000000,83.742000000,amcl_pose_publish,50000,50144,144
84.620000000,84.542000000,amcl_pose_publish,50000,50174,174
85.415000000,85.342000000,amcl_pose_publish,50000,50334,334
86.411000000,86.342000000,amcl_pose_publish,50000,50410,410
87.611000000,87.542000000,amcl_pose_publish,50000,50188,188
88.618000000,88.542000000,amcl_pose_publish,50000,50337,337
88.813000000,88.742000000,amcl_pose_publish,50000,50217,217
89.016000000,88.942000000,amcl_pose_publish,50000,50421,421
89.215000000,89.142000000,amcl_pose_publish,50000,50142,142
89.411000000,89.342000000,amcl_pose_publish,50000,50161,161
89.614000000,89.542000000,amcl_pose_publish,50000,50434,434
