INS_BEFORE_WPNAV_US,INS_AFTER_WPNAV_US,INS_UPDATED_DURING_WPNAV,STATE_AGE_AT_WPNAV_US,WPNAV_ELAPSED_WALL_US,SIM_TIME_US,WALL_TIME_US,CONTROL_DT_SIM_US,CONTROL_DT_WALL_US,CONTROL_OVERRUN_SIM_US,CONTROL_OVERRUN_WALL_US,INS_UPDATE_US,INS_DT_US,PRODUCER_SIM_US,PRODUCER_WALL_US,AGE_SIM_US,AGE_WALL_US,NAV_INDEX,WP_DISTANCE_CM,REF_VEL_N,SIM_VEL_N,REF_VEL_E,SIM_VEL_E
40685386,40685386,0,0,8,40685386,22672407398,0,0,0,0,40685386,0,40685386,22672406945,0,453,0,0,0.000,-0.720,0.000,0.907
40687885,40687885,0,0,7,40687885,22672412103,2499,4705,0,2205,40687885,2499,40687885,22672411505,0,598,0,0,0.000,-0.721,0.000,0.910
40690384,40690384,0,0,7,40690384,22672417340,2499,5237,0,2737,40690384,2499,40690384,22672416828,0,512,0,0,0.000,-0.718,0.000,0.907
40692883,40692883,0,833,8,40692883,22672423427,2499,6087,0,3587,40692883,2499,40692883,22672422123,0,1304,0,0,0.000,-0.720,0.000,0.911
40695382,40695382,0,0,7,40695382,22672426284,2499,2857,0,357,40695382,2499,40694549,22672425112,833,1172,0,0,0.000,-0.724,0.000,0.916
40698714,40698714,0,0,7,40698714,22672434019,3332,7735,832,5235,40698714,3332,40698714,22672432479,0,1540,0,0,0.000,-0.728,0.000,0.922
40701213,40701213,0,833,8,40701213,22672438298,2499,4279,0,1779,40701213,2499,40701213,22672436898,0,1400,0,0,0.000,-0.724,0.000,0.918
40703712,40703712,0,0,7,40703712,22672441439,2499,3141,0,641,40703712,2499,40702879,22672439980,833,1459,0,0,0.000,-0.725,0.000,0.919
40707044,40707044,0,833,10,40707044,22672448943,3332,7504,832,5004,40707044,3332,40707044,22672447442,0,1501,0,0,0.000,-0.731,0.000,0.928
40709543,40709543,0,0,7,40709543,22672453070,2499,4127,0,1627,40709543,2499,40709543,22672451858,0,1212,0,0,0.000,-0.732,0.000,0.932
40712042,40712042,0,0,11,40712042,22672456551,2499,3481,0,981,40712042,2499,40712042,22672456050,0,501,0,0,0.000,-0.730,0.000,0.928
40714541,40714541,0,0,8,40714541,22672462114,2499,5563,0,3063,40714541,2499,40714541,22672461572,0,542,0,0,0.000,-0.733,0.000,0.931
40717040,40717040,0,0,8,40717040,22672476983,2499,14869,0,12369,40717040,2499,40717040,22672475627,0,1356,0,0,0.000,-0.736,0.000,0.937
40719539,40719539,0,833,7,40719539,22672481128,2499,4145,0,1645,40719539,2499,40719539,22672479691,0,1437,0,0,0.000,-0.739,0.000,0.940
40722038,40722038,0,833,6,40722038,22672485699,2499,4571,0,2071,40722038,2499,40722038,22672484153,0,1546,0,0,0.000,-0.739,0.000,0.937
