INS_BEFORE_WPNAV_US,INS_AFTER_WPNAV_US,INS_UPDATED_DURING_WPNAV,STATE_AGE_AT_WPNAV_US,WPNAV_ELAPSED_WALL_US,SIM_TIME_US,WALL_TIME_US,CONTROL_DT_SIM_US,CONTROL_DT_WALL_US,CONTROL_OVERRUN_SIM_US,CONTROL_OVERRUN_WALL_US,INS_UPDATE_US,INS_DT_US,PRODUCER_SIM_US,PRODUCER_WALL_US,AGE_SIM_US,AGE_WALL_US,NAV_INDEX,WP_DISTANCE_CM,REF_VEL_N,SIM_VEL_N,REF_VEL_E,SIM_VEL_E
89869038,89869038,0,0,8,89869038,8730377219,0,0,0,0,89869038,0,89869038,8730376552,0,667,0,4,0.000,-3.925,0.000,5.032
89872370,89872370,0,0,7,89872370,8730382861,3332,5642,832,3142,89872370,3332,89872370,8730381901,0,960,0,4,0.000,-3.932,0.000,5.041
89874869,89874869,0,0,9,89874869,8730386405,2499,3544,0,1044,89874869,2499,89874869,8730385905,0,500,0,4,0.000,-3.936,0.000,5.045
89878201,89878201,0,833,13,89878201,8730392414,3332,6009,832,3509,89878201,3332,89878201,8730391032,0,1382,0,4,0.000,-3.920,0.000,5.026
89880700,89880700,0,0,8,89880700,8730396412,2499,3998,0,1498,89880700,2499,89880700,8730395431,0,981,0,4,0.000,-3.926,0.000,5.033
89883199,89883199,0,0,7,89883199,8730400471,2499,4059,0,1559,89883199,2499,89883199,8730400094,0,377,0,4,0.000,-3.933,0.000,5.041
89885698,89885698,0,0,9,89885698,8730404523,2499,4052,0,1552,89885698,2499,89885698,8730404257,0,266,0,4,0.000,-3.939,0.000,5.048
89888197,89888197,0,0,11,89888197,8730409234,2499,4711,0,2211,89888197,2499,89888197,8730408350,0,884,0,4,0.000,-3.921,0.000,5.023
89890696,89890696,0,0,9,89890696,8730413304,2499,4070,0,1570,89890696,2499,89890696,8730413302,0,2,0,4,0.000,-3.925,0.000,5.031
89894028,89894028,0,0,10,89894028,8730419644,3332,6340,832,3840,89894028,3332,89894028,8730419615,0,29,0,4,0.000,-3.936,0.000,5.043
89895694,89895694,0,833,12,89895694,8730424106,1666,4462,0,1962,89895694,1666,89895694,8730422217,0,1889,0,4,0.000,-3.937,0.000,5.046
89898193,89898193,0,0,10,89898193,8730427904,2499,3798,0,1298,89898193,2499,89898193,8730426929,0,975,0,4,0.000,-3.921,0.000,5.027
89901525,89901525,0,0,9,89901525,8730434051,3332,6147,832,3647,89901525,3332,89901525,8730433655,0,396,0,4,0.000,-3.929,0.000,5.038
89903191,89903191,0,833,9,89903191,8730438651,1666,4600,0,2100,89903191,1666,89903191,8730437241,0,1410,0,4,0.000,-3.934,0.000,5.043
89905690,89905690,0,0,11,89905690,8730443189,2499,4538,0,2038,89905690,2499,89905690,8730441923,0,1266,0,4,0.000,-3.939,0.000,5.049
89909022,89909022,0,0,9,89909022,8730447678,3332,4489,832,1989,89909022,3332,89908189,8730446226,833,1452,0,4,0.000,-3.925,0.000,5.031
