event_index,costmap_name,ros_before_sleep_sec,ros_update_start_sec,ros_update_complete_sec,ros_elapsed_during_sleep_ms,nominal_update_period_ms,previous_update_age_before_refresh_ms,update_duration_ms,update_completion_interval_ms,update_temporal_displacement_ms,requested_delay_us,measured_delay_us,delay_error_us
27,local_costmap,15.562000000,16.061000000,16.061000000,499.000000000,100.000000000,505.116633000,1.676368000,506.793001000,406.793001000,500000,502835,2835
28,local_costmap,16.061000000,16.553000000,16.553000000,492.000000000,100.000000000,504.342993000,1.841494000,506.184487000,406.184487000,500000,504164,4164
29,local_costmap,16.554000000,17.061000000,17.063000000,507.000000000,100.000000000,500.936208000,1.765015000,502.701223000,402.701223000,500000,500059,59
30,local_costmap,17.063000000,17.560000000,17.560000000,497.000000000,100.000000000,500.235475000,1.895600000,502.131075000,402.131075000,500000,500059,59
31,local_costmap,17.560000000,18.058000000,18.058000000,498.000000000,100.000000000,500.415810000,2.160675000,502.576485000,402.576485000,500000,500219,219
32,local_costmap,18.062000000,18.552000000,18.552000000,490.000000000,100.000000000,500.369976000,2.045236000,502.415212000,402.415212000,500000,500109,109
33,local_costmap,18.552000000,19.051000000,19.052000000,499.000000000,100.000000000,500.259718000,1.969448000,502.229166000,402.229166000,500000,500062,62
34,local_costmap,19.052000000,19.553000000,19.554000000,501.000000000,100.000000000,500.342917000,1.790346000,502.133263000,402.133263000,500000,500135,135
35,local_costmap,19.554000000,20.048000000,20.051000000,494.000000000,100.000000000,500.230609000,1.886616000,502.117225000,402.117225000,500000,500059,59
36,local_costmap,20.051000000,20.556000000,20.557000000,505.000000000,100.000000000,500.267154000,1.953556000,502.220710000,402.220710000,500000,500019,19
37,local_costmap,20.557000000,21.053000000,21.053000000,496.000000000,100.000000000,500.288460000,1.951865000,502.240325000,402.240325000,500000,500093,93
38,local_costmap,21.053000000,21.557000000,21.557000000,504.000000000,100.000000000,500.317325000,1.963327000,502.280652000,402.280652000,500000,500136,136
39,local_costmap,21.557000000,22.049000000,22.052000000,492.000000000,100.000000000,500.238131000,2.011605000,502.249736000,402.249736000,500000,500058,58
40,local_costmap,22.052000000,22.556000000,22.556000000,504.000000000,100.000000000,500.373963000,1.958715000,502.332678000,402.332678000,500000,500058,58
41,local_costmap,22.556000000,23.056000000,23.056000000,500.000000000,100.000000000,500.234043000,2.232203000,502.466246000,402.466246000,500000,500057,57
42,local_costmap,23.056000000,23.548000000,23.550000000,492.000000000,100.000000000,500.263997000,2.094753000,502.358750000,402.358750000,500000,500058,58
43,local_costmap,23.551000000,24.054000000,24.054000000,503.000000000,100.000000000,500.486867000,2.208607000,502.695474000,402.695474000,500000,500086,86
44,local_costmap,24.054000000,24.555000000,24.555000000,501.000000000,100.000000000,501.780705000,1.961799000,503.742504000,403.742504000,500000,501588,1588
45,local_costmap,24.555000000,25.053000000,25.053000000,498.000000000,100.000000000,500.238289000,1.914416000,502.152705000,402.152705000,500000,500061,61
46,local_costmap,25.053000000,25.547000000,25.547000000,494.000000000,100.000000000,500.229768000,2.120004000,502.349772000,402.349772000,500000,500058,58
47,local_costmap,25.550000000,26.047000000,26.047000000,497.000000000,100.000000000,500.705820000,2.126233000,502.832053000,402.832053000,500000,500059,59
48,local_costmap,26.047000000,26.554000000,26.554000000,507.000000000,100.000000000,500.650757000,2.162644000,502.813401000,402.813401000,500000,500068,68
49,local_costmap,26.554000000,27.053000000,27.055000000,499.000000000,100.000000000,500.402685000,1.886331000,502.289016000,402.289016000,500000,500057,57
50,local_costmap,27.055000000,27.536000000,27.541000000,481.000000000,100.000000000,500.447446000,3.270400000,503.717846000,403.717846000,500000,500060,60
51,local_costmap,27.541000000,28.052000000,28.052000000,511.000000000,100.000000000,500.561071000,2.167479000,502.728550000,402.728550000,500000,500249,249
52,local_costmap,28.052000000,28.548000000,28.551000000,496.000000000,100.000000000,500.263331000,2.289734000,502.553065000,402.553065000,500000,500070,70
53,local_costmap,28.551000000,29.041000000,29.046000000,490.000000000,100.000000000,500.628290000,4.061051000,504.689341000,404.689341000,500000,500323,323
54,local_costmap,29.046000000,29.546000000,29.548000000,500.000000000,100.000000000,500.355830000,1.868069000,502.223899000,402.223899000,500000,500059,59
55,local_costmap,29.548000000,30.051000000,30.051000000,503.000000000,100.000000000,500.352745000,1.889545000,502.242290000,402.242290000,500000,500060,60
56,local_costmap,30.051000000,30.544000000,30.550000000,493.000000000,100.000000000,500.258433000,5.486794000,505.745227000,405.745227000,500000,500058,58
57,local_costmap,30.551000000,31.047000000,31.047000000,496.000000000,100.000000000,500.925258000,1.968870000,502.894128000,402.894128000,500000,500055,55
58,local_costmap,31.047000000,31.537000000,31.539000000,490.000000000,100.000000000,500.246923000,2.098752000,502.345675000,402.345675000,500000,500061,61
59,local_costmap,31.540000000,32.040000000,32.044000000,500.000000000,100.000000000,500.408071000,3.714906000,504.122977000,404.122977000,500000,500064,64
60,local_costmap,32.045000000,32.539000000,32.541000000,494.000000000,100.000000000,500.475516000,2.051481000,502.526997000,402.526997000,500000,500059,59
61,local_costmap,32.542000000,33.017000000,33.017000000,475.000000000,100.000000000,500.379430000,1.913448000,502.292878000,402.292878000,500000,500059,59
62,local_costmap,33.017000000,33.516000000,33.516000000,499.000000000,100.000000000,500.253206000,2.167410000,502.420616000,402.420616000,500000,500067,67
63,local_costmap,33.516000000,34.016000000,34.016000000,500.000000000,100.000000000,500.264807000,1.937834000,502.202641000,402.202641000,500000,500063,63
64,local_costmap,34.016000000,34.510000000,34.510000000,494.000000000,100.000000000,500.248314000,2.336675000,502.584989000,402.584989000,500000,500059,59
65,local_costmap,34.513000000,35.008000000,35.008000000,495.000000000,100.000000000,500.717142000,2.194748000,502.911890000,402.911890000,500000,500059,59
66,local_costmap,35.008000000,35.509000000,35.509000000,501.000000000,100.000000000,500.590390000,2.226400000,502.816790000,402.816790000,500000,500067,67
67,local_costmap,35.509000000,35.986000000,35.986000000,477.000000000,100.000000000,500.263874000,2.073479000,502.337353000,402.337353000,500000,500063,63
68,local_costmap,35.986000000,36.496000000,36.496000000,510.000000000,100.000000000,500.252004000,1.943715000,502.195719000,402.195719000,500000,500058,58
69,local_costmap,36.496000000,36.989000000,36.992000000,493.000000000,100.000000000,500.248062000,12.522335000,512.770397000,412.770397000,500000,500057,57
70,local_costmap,36.992000000,37.500000000,37.502000000,508.000000000,100.000000000,500.629211000,1.969144000,502.598355000,402.598355000,500000,500057,57
71,local_costmap,37.502000000,37.997000000,38.173000000,495.000000000,100.000000000,500.231062000,164.153841000,664.384903000,564.384903000,500000,500058,58
72,local_costmap,38.173000000,38.666000000,38.709000000,493.000000000,100.000000000,504.817829000,44.652641000,549.470470000,449.470470000,500000,504489,4489
73,local_costmap,38.710000000,39.177000000,39.212000000,467.000000000,100.000000000,500.539535000,35.399707000,535.939242000,435.939242000,500000,500057,57
74,local_costmap,39.212000000,39.710000000,39.712000000,498.000000000,100.000000000,500.404382000,2.102319000,502.506701000,402.506701000,500000,500058,58
75,local_costmap,39.712000000,40.205000000,40.205000000,493.000000000,100.000000000,500.532727000,1.988112000,502.520839000,402.520839000,500000,500193,193
76,local_costmap,40.205000000,40.697000000,40.697000000,492.000000000,100.000000000,500.384854000,2.117979000,502.502833000,402.502833000,500000,500073,73
77,local_costmap,40.697000000,41.180000000,41.210000000,483.000000000,100.000000000,500.457593000,26.360231000,526.817824000,426.817824000,500000,500058,58
78,local_costmap,41.210000000,41.706000000,41.708000000,496.000000000,100.000000000,500.626087000,2.065741000,502.691828000,402.691828000,500000,500146,146
79,local_costmap,41.708000000,42.203000000,42.203000000,495.000000000,100.000000000,500.588713000,2.291489000,502.880202000,402.880202000,500000,500060,60
80,local_costmap,42.203000000,42.692000000,42.704000000,489.000000000,100.000000000,500.598843000,12.168219000,512.767062000,412.767062000,500000,500062,62
81,local_costmap,42.706000000,43.208000000,43.212000000,502.000000000,100.000000000,503.367925000,4.133146000,507.501071000,407.501071000,500000,500056,56
82,local_costmap,43.213000000,43.703000000,43.705000000,490.000000000,100.000000000,500.466566000,3.071118000,503.537684000,403.537684000,500000,500058,58
83,local_costmap,43.706000000,44.202000000,44.210000000,496.000000000,100.000000000,501.183834000,6.303489000,507.487323000,407.487323000,500000,500058,58
84,local_costmap,44.211000000,44.700000000,44.706000000,489.000000000,100.000000000,501.273190000,7.165688000,508.438878000,408.438878000,500000,500360,360
85,local_costmap,44.707000000,45.212000000,45.214000000,505.000000000,100.000000000,500.686657000,1.907240000,502.593897000,402.593897000,500000,500058,58
86,local_costmap,45.214000000,45.713000000,45.713000000,499.000000000,100.000000000,500.356712000,1.949513000,502.306225000,402.306225000,500000,500059,59
87,local_costmap,45.713000000,46.205000000,46.205000000,492.000000000,100.000000000,500.463284000,2.010530000,502.473814000,402.473814000,500000,500061,61
88,local_costmap,46.205000000,46.706000000,46.710000000,501.000000000,100.000000000,500.477747000,3.342392000,503.820139000,403.820139000,500000,500304,304
89,local_costmap,46.711000000,47.210000000,47.214000000,499.000000000,100.000000000,501.373870000,3.295527000,504.669397000,404.669397000,500000,500271,271
90,local_costmap,47.215000000,47.707000000,47.707000000,492.000000000,100.000000000,500.681136000,1.995642000,502.676778000,402.676778000,500000,500059,59
91,local_costmap,47.707000000,48.204000000,48.216000000,497.000000000,100.000000000,503.071520000,10.485984000,513.557504000,413.557504000,500000,500057,57
92,local_costmap,48.217000000,48.707000000,48.707000000,490.000000000,100.000000000,501.104358000,1.831536000,502.935894000,402.935894000,500000,500192,192
93,local_costmap,48.711000000,49.197000000,49.200000000,486.000000000,100.000000000,500.379756000,3.428465000,503.808221000,403.808221000,500000,500064,64
94,local_costmap,49.200000000,49.703000000,49.707000000,503.000000000,100.000000000,500.343242000,2.468484000,502.811726000,402.811726000,500000,500061,61
95,local_costmap,49.708000000,50.199000000,50.208000000,491.000000000,100.000000000,503.919608000,6.451684000,510.371292000,410.371292000,500000,503554,3554
96,local_costmap,50.208000000,50.715000000,50.715000000,507.000000000,100.000000000,500.421369000,1.958799000,502.380168000,402.380168000,500000,500018,18
97,local_costmap,50.715000000,51.217000000,51.217000000,502.000000000,100.000000000,500.526086000,2.069582000,502.595668000,402.595668000,500000,500058,58
98,local_costmap,51.220000000,51.713000000,51.713000000,493.000000000,100.000000000,501.354560000,2.306007000,503.660567000,403.660567000,500000,500077,77
99,local_costmap,51.713000000,52.194000000,52.207000000,481.000000000,100.000000000,503.240528000,13.469414000,516.709942000,416.709942000,500000,500132,132
100,local_costmap,52.207000000,52.704000000,52.704000000,497.000000000,100.000000000,500.639263000,2.051708000,502.690971000,402.690971000,500000,500058,58
101,local_costmap,52.705000000,53.205000000,53.205000000,500.000000000,100.000000000,500.806208000,2.080506000,502.886714000,402.886714000,500000,500203,203
102,local_costmap,53.205000000,53.704000000,53.707000000,499.000000000,100.000000000,500.719819000,8.981277000,509.701096000,409.701096000,500000,500059,59
103,local_costmap,53.707000000,54.213000000,54.214000000,506.000000000,100.000000000,500.439358000,2.633310000,503.072668000,403.072668000,500000,500060,60
104,local_costmap,54.214000000,54.715000000,54.715000000,501.000000000,100.000000000,500.413417000,2.035346000,502.448763000,402.448763000,500000,500061,61
105,local_costmap,54.716000000,55.216000000,55.216000000,500.000000000,100.000000000,500.698117000,1.852345000,502.550462000,402.550462000,500000,500061,61
106,local_costmap,55.216000000,55.711000000,55.714000000,495.000000000,100.000000000,500.243945000,3.133792000,503.377737000,403.377737000,500000,500058,58
107,local_costmap,55.715000000,56.218000000,56.220000000,503.000000000,100.000000000,500.542250000,3.125651000,503.667901000,403.667901000,500000,500059,59
108,local_costmap,56.220000000,56.719000000,56.721000000,499.000000000,100.000000000,500.385907000,1.812889000,502.198796000,402.198796000,500000,500058,58
109,local_costmap,56.722000000,57.204000000,57.209000000,482.000000000,100.000000000,500.601331000,4.005280000,504.606611000,404.606611000,500000,500056,56
110,local_costmap,57.209000000,57.708000000,57.708000000,499.000000000,100.000000000,500.498054000,1.828910000,502.326964000,402.326964000,500000,500062,62
111,local_costmap,57.708000000,58.210000000,58.212000000,502.000000000,100.000000000,500.545719000,1.927161000,502.472880000,402.472880000,500000,500207,207
112,local_costmap,58.212000000,58.698000000,58.698000000,486.000000000,100.000000000,500.249828000,2.236106000,502.485934000,402.485934000,500000,500060,60
113,local_costmap,58.698000000,59.186000000,59.187000000,488.000000000,100.000000000,500.446875000,1.895515000,502.342390000,402.342390000,500000,500178,178
114,local_costmap,59.187000000,59.677000000,59.679000000,490.000000000,100.000000000,503.155100000,1.756902000,504.912002000,404.912002000,500000,500057,57
115,local_costmap,59.679000000,60.186000000,60.190000000,507.000000000,100.000000000,502.280005000,1.761141000,504.041146000,404.041146000,500000,502101,2101
116,local_costmap,60.190000000,60.686000000,60.688000000,496.000000000,100.000000000,500.233806000,1.760702000,501.994508000,401.994508000,500000,500061,61
117,local_costmap,60.689000000,61.189000000,61.191000000,500.000000000,100.000000000,500.240914000,1.832937000,502.073851000,402.073851000,500000,500062,62
118,local_costmap,61.191000000,61.682000000,61.682000000,491.000000000,100.000000000,500.728873000,2.085614000,502.814487000,402.814487000,500000,500542,542
119,local_costmap,61.684000000,62.183000000,62.183000000,499.000000000,100.000000000,500.264428000,1.821893000,502.086321000,402.086321000,500000,500060,60
120,local_costmap,62.185000000,62.676000000,62.676000000,491.000000000,100.000000000,500.390173000,1.989493000,502.379666000,402.379666000,500000,500063,63
121,local_costmap,62.676000000,63.173000000,63.173000000,497.000000000,100.000000000,500.250934000,1.812797000,502.063731000,402.063731000,500000,500059,59
122,local_costmap,63.176000000,63.663000000,63.663000000,487.000000000,100.000000000,500.441453000,2.296532000,502.737985000,402.737985000,500000,500058,58
123,local_costmap,63.663000000,64.172000000,64.172000000,509.000000000,100.000000000,503.169128000,2.042608000,505.211736000,405.211736000,500000,502838,2838
124,local_costmap,64.172000000,64.672000000,64.675000000,500.000000000,100.000000000,501.935610000,1.977772000,503.913382000,403.913382000,500000,501714,1714
125,local_costmap,64.675000000,65.182000000,65.182000000,507.000000000,100.000000000,500.416383000,1.815818000,502.232201000,402.232201000,500000,500059,59
126,local_costmap,65.182000000,65.686000000,65.686000000,504.000000000,100.000000000,500.244483000,2.001778000,502.246261000,402.246261000,500000,500063,63
127,local_costmap,65.686000000,66.169000000,66.169000000,483.000000000,100.000000000,500.255646000,1.923878000,502.179524000,402.179524000,500000,500059,59
128,local_costmap,66.172000000,66.681000000,66.681000000,509.000000000,100.000000000,500.324180000,1.825514000,502.149694000,402.149694000,500000,500058,58
129,local_costmap,66.681000000,67.172000000,67.174000000,491.000000000,100.000000000,500.244721000,1.826804000,502.071525000,402.071525000,500000,500060,60
130,local_costmap,67.174000000,67.677000000,67.679000000,503.000000000,100.000000000,500.238415000,1.814672000,502.053087000,402.053087000,500000,500059,59
131,local_costmap,67.680000000,68.169000000,68.171000000,489.000000000,100.000000000,500.268657000,1.894633000,502.163290000,402.163290000,500000,500060,60
132,local_costmap,68.172000000,68.675000000,68.676000000,503.000000000,100.000000000,500.435094000,1.907655000,502.342749000,402.342749000,500000,500047,47
133,local_costmap,68.676000000,69.175000000,69.176000000,499.000000000,100.000000000,503.691071000,2.051745000,505.742816000,405.742816000,500000,503429,3429
134,local_costmap,69.177000000,69.669000000,69.669000000,492.000000000,100.000000000,501.813497000,2.028620000,503.842117000,403.842117000,500000,500060,60
135,local_costmap,69.671000000,70.165000000,70.165000000,494.000000000,100.000000000,502.069707000,1.909261000,503.978968000,403.978968000,500000,500131,131
136,local_costmap,70.165000000,70.665000000,70.665000000,500.000000000,100.000000000,500.365464000,2.253335000,502.618799000,402.618799000,500000,500059,59
137,local_costmap,70.665000000,71.156000000,71.156000000,491.000000000,100.000000000,500.309550000,1.809543000,502.119093000,402.119093000,500000,500080,80
138,local_costmap,71.161000000,71.663000000,71.664000000,502.000000000,100.000000000,505.055667000,1.804870000,506.860537000,406.860537000,500000,500062,62
139,local_costmap,71.664000000,72.179000000,72.181000000,515.000000000,100.000000000,500.259349000,1.839199000,502.098548000,402.098548000,500000,500058,58
140,local_costmap,72.182000000,72.679000000,72.679000000,497.000000000,100.000000000,500.772467000,2.228276000,503.000743000,403.000743000,500000,500063,63
141,local_costmap,72.679000000,73.182000000,73.182000000,503.000000000,100.000000000,501.040996000,2.458030000,503.499026000,403.499026000,500000,500775,775
142,local_costmap,73.182000000,73.683000000,73.683000000,501.000000000,100.000000000,500.379710000,1.901165000,502.280875000,402.280875000,500000,500059,59
143,local_costmap,73.683000000,73.969000000,73.969000000,286.000000000,100.000000000,500.256684000,2.067049000,502.323733000,402.323733000,500000,500060,60
