INS_BEFORE_WPNAV_US,INS_AFTER_WPNAV_US,INS_UPDATED_DURING_WPNAV,STATE_AGE_AT_WPNAV_US,WPNAV_ELAPSED_WALL_US,SIM_TIME_US,WALL_TIME_US,CONTROL_DT_SIM_US,CONTROL_DT_WALL_US,CONTROL_OVERRUN_SIM_US,CONTROL_OVERRUN_WALL_US,INS_UPDATE_US,INS_DT_US,PRODUCER_SIM_US,PRODUCER_WALL_US,AGE_SIM_US,AGE_WALL_US,NAV_INDEX,WP_DISTANCE_CM,REF_VEL_N,SIM_VEL_N,REF_VEL_E,SIM_VEL_E
40818666,40818666,0,0,9,40818666,7505025839,2499,31933,0,29433,40818666,2499,0,0,0,0,0,3,0.000,-0.853,0.000,1.207
40821165,40821165,0,0,3,40821165,7505026004,2499,165,0,0,40821165,2499,0,0,0,0,0,3,0.000,-0.856,0.000,1.211
40823664,40823664,0,0,3,40823664,7505026103,2499,99,0,0,40823664,2499,0,0,0,0,0,3,0.000,-0.857,0.000,1.213
40826163,40826163,0,0,3,40826163,7505026252,2499,149,0,0,40826163,2499,0,0,0,0,0,3,0.000,-0.857,0.000,1.213
40828662,40828662,0,0,3,40828662,7505026377,2499,125,0,0,40828662,2499,0,0,0,0,0,3,0.000,-0.860,0.000,1.217
40831161,40831161,0,0,4,40831161,7505026716,2499,339,0,0,40831161,2499,0,0,0,0,0,3,0.000,-0.865,0.000,1.223
40833660,40833660,0,0,2,40833660,7505026835,2499,119,0,0,40833660,2499,0,0,0,0,0,3,0.000,-0.867,0.000,1.227
40836159,40836159,0,0,3,40836159,7505026948,2499,113,0,0,40836159,2499,0,0,0,0,0,3,0.000,-0.867,0.000,1.225
40838658,40838658,0,0,2,40838658,7505027057,2499,109,0,0,40838658,2499,0,0,0,0,0,3,0.000,-0.870,0.000,1.227
40841157,40841157,0,0,3,40841157,7505027223,2499,166,0,0,40841157,2499,0,0,0,0,0,3,0.000,-0.872,0.000,1.233
40843656,40843656,0,0,2,40843656,7505027337,2499,114,0,0,40843656,2499,0,0,0,0,0,3,0.000,-0.873,0.000,1.236
40846155,40846155,0,0,3,40846155,7505027455,2499,118,0,0,40846155,2499,0,0,0,0,0,3,0.000,-0.873,0.000,1.236
40848654,40848654,0,0,3,40848654,7505027576,2499,121,0,0,40848654,2499,0,0,0,0,0,3,0.000,-0.874,0.000,1.239
40851153,40851153,0,0,7,40851153,7505059290,2499,31714,0,29214,40851153,2499,0,0,0,0,0,3,0.000,-0.878,0.000,1.245
