INS_BEFORE_WPNAV_US,INS_AFTER_WPNAV_US,INS_UPDATED_DURING_WPNAV,STATE_AGE_AT_WPNAV_US,WPNAV_ELAPSED_WALL_US,SIM_TIME_US,WALL_TIME_US,CONTROL_DT_SIM_US,CONTROL_DT_WALL_US,CONTROL_OVERRUN_SIM_US,CONTROL_OVERRUN_WALL_US,INS_UPDATE_US,INS_DT_US,PRODUCER_SIM_US,PRODUCER_WALL_US,AGE_SIM_US,AGE_WALL_US,NAV_INDEX,WP_DISTANCE_CM,REF_VEL_N,SIM_VEL_N,REF_VEL_E,SIM_VEL_E
43918259,43918259,0,0,10,43918259,7313954648,0,0,0,0,43918259,0,0,0,0,0,0,2,0.000,-2.149,0.000,2.911
43920758,43920758,0,0,11,43920758,7313955720,2499,1072,0,0,43920758,2499,0,0,0,0,0,2,0.000,-2.152,0.000,2.914
43923257,43923257,0,0,3,43923257,7313955953,2499,233,0,0,43923257,2499,0,0,0,0,0,2,0.000,-2.154,0.000,2.919
43925756,43925756,0,0,3,43925756,7313956073,2499,120,0,0,43925756,2499,0,0,0,0,0,2,0.000,-2.140,0.000,2.900
43928255,43928255,0,0,2,43928255,7313956200,2499,127,0,0,43928255,2499,0,0,0,0,0,2,0.000,-2.144,0.000,2.906
43930754,43930754,0,0,3,43930754,7313956379,2499,179,0,0,43930754,2499,0,0,0,0,0,2,0.000,-2.147,0.000,2.910
43933253,43933253,0,0,2,43933253,7313956489,2499,110,0,0,43933253,2499,0,0,0,0,0,2,0.000,-2.149,0.000,2.915
43935752,43935752,0,0,2,43935752,7313956576,2499,87,0,0,43935752,2499,0,0,0,0,0,2,0.000,-2.136,0.000,2.895
43938251,43938251,0,0,2,43938251,7313956692,2499,116,0,0,43938251,2499,0,0,0,0,0,2,0.000,-2.139,0.000,2.901
43940750,43940750,0,0,6,43940750,7313956939,2499,247,0,0,43940750,2499,0,0,0,0,0,2,0.000,-2.142,0.000,2.906
43943249,43943249,0,0,2,43943249,7313957069,2499,130,0,0,43943249,2499,0,0,0,0,0,2,0.000,-2.146,0.000,2.909
43945748,43945748,0,0,2,43945748,7313957160,2499,91,0,0,43945748,2499,0,0,0,0,0,2,0.000,-2.133,0.000,2.891
43948247,43948247,0,0,8,43948247,7313957410,2499,250,0,0,43948247,2499,0,0,0,0,0,2,0.000,-2.137,0.000,2.896
43950746,43950746,0,0,8,43950746,7313988720,2499,31310,0,28810,43950746,2499,0,0,0,0,0,2,0.000,-2.140,0.000,2.900
43953245,43953245,0,0,2,43953245,7313988869,2499,149,0,0,43953245,2499,0,0,0,0,0,2,0.000,-2.143,0.000,2.907
43955744,43955744,0,0,2,43955744,7313988960,2499,91,0,0,43955744,2499,0,0,0,0,0,2,0.000,-2.130,0.000,2.890
43958243,43958243,0,0,2,43958243,7313989074,2499,114,0,0,43958243,2499,0,0,0,0,0,2,0.000,-2.132,0.000,2.896
43960742,43960742,0,0,2,43960742,7313989163,2499,89,0,0,43960742,2499,0,0,0,0,0,2,0.000,-2.134,0.000,2.900
43963241,43963241,0,0,2,43963241,7313989258,2499,95,0,0,43963241,2499,0,0,0,0,0,2,0.000,-2.137,0.000,2.905
43965740,43965740,0,0,2,43965740,7313989346,2499,88,0,0,43965740,2499,0,0,0,0,0,2,0.000,-2.126,0.000,2.886
43968239,43968239,0,0,1,43968239,7313989448,2499,102,0,0,43968239,2499,0,0,0,0,0,2,0.000,-2.130,0.000,2.890
43970738,43970738,0,0,2,43970738,7313989548,2499,100,0,0,43970738,2499,0,0,0,0,0,2,0.000,-2.131,0.000,2.892
43973237,43973237,0,0,2,43973237,7313989644,2499,96,0,0,43973237,2499,0,0,0,0,0,2,0.000,-2.137,0.000,2.899
43975736,43975736,0,0,1,43975736,7313989727,2499,83,0,0,43975736,2499,0,0,0,0,0,2,0.000,-2.124,0.000,2.882
43978235,43978235,0,0,2,43978235,7313989834,2499,107,0,0,43978235,2499,0,0,0,0,0,2,0.000,-2.127,0.000,2.887
43980734,43980734,0,0,2,43980734,7313989921,2499,87,0,0,43980734,2499,0,0,0,0,0,2,0.000,-2.129,0.000,2.890
43983233,43983233,0,0,7,43983233,7314021562,2499,31641,0,29141,43983233,2499,0,0,0,0,0,2,0.000,-2.131,0.000,2.894
43985732,43985732,0,0,2,43985732,7314021704,2499,142,0,0,43985732,2499,0,0,0,0,0,2,0.000,-2.120,0.000,2.878
43988231,43988231,0,0,2,43988231,7314021824,2499,120,0,0,43988231,2499,0,0,0,0,0,2,0.000,-2.123,0.000,2.883
43990730,43990730,0,0,2,43990730,7314021927,2499,103,0,0,43990730,2499,0,0,0,0,0,2,0.000,-2.126,0.000,2.887
43993229,43993229,0,0,1,43993229,7314022024,2499,97,0,0,43993229,2499,0,0,0,0,0,2,0.000,-2.131,0.000,2.892
43995728,43995728,0,0,2,43995728,7314022108,2499,84,0,0,43995728,2499,0,0,0,0,0,2,0.000,-2.119,0.000,2.877
43998227,43998227,0,0,2,43998227,7314022214,2499,106,0,0,43998227,2499,0,0,0,0,0,2,0.000,-2.123,0.000,2.882
44000726,44000726,0,0,2,44000726,7314022300,2499,86,0,0,44000726,2499,0,0,0,0,0,2,0.000,-2.125,0.000,2.886
44003225,44003225,0,0,2,44003225,7314022395,2499,95,0,0,44003225,2499,0,0,0,0,0,2,0.000,-2.129,0.000,2.892
44005724,44005724,0,0,5,44005724,7314022711,2499,316,0,0,44005724,2499,0,0,0,0,0,2,0.000,-2.119,0.000,2.877
44008223,44008223,0,0,2,44008223,7314022840,2499,129,0,0,44008223,2499,0,0,0,0,0,2,0.000,-2.121,0.000,2.883
44010722,44010722,0,0,2,44010722,7314022945,2499,105,0,0,44010722,2499,0,0,0,0,0,2,0.000,-2.122,0.000,2.887
44013221,44013221,0,0,5,44013221,7314023381,2499,436,0,0,44013221,2499,0,0,0,0,0,2,0.000,-2.126,0.000,2.892
44015720,44015720,0,0,10,44015720,7314054814,2499,31433,0,28933,44015720,2499,0,0,0,0,0,2,0.000,-2.116,0.000,2.878
44018219,44018219,0,0,2,44018219,7314055060,2499,246,0,0,44018219,2499,0,0,0,0,0,2,0.000,-2.117,0.000,2.883
44020718,44020718,0,0,2,44020718,7314055159,2499,99,0,0,44020718,2499,0,0,0,0,0,2,0.000,-2.119,0.000,2.886
44023217,44023217,0,0,2,44023217,7314055258,2499,99,0,0,44023217,2499,0,0,0,0,0,2,0.000,-2.123,0.000,2.892
44025716,44025716,0,0,2,44025716,7314055342,2499,84,0,0,44025716,2499,0,0,0,0,0,2,0.000,-2.113,0.000,2.880
44028215,44028215,0,0,1,44028215,7314055450,2499,108,0,0,44028215,2499,0,0,0,0,0,2,0.000,-2.117,0.000,2.883
44030714,44030714,0,0,3,44030714,7314055604,2499,154,0,0,44030714,2499,0,0,0,0,0,2,0.000,-2.119,0.000,2.885
44033213,44033213,0,0,2,44033213,7314055708,2499,104,0,0,44033213,2499,0,0,0,0,0,2,0.000,-2.122,0.000,2.890
44035712,44035712,0,0,6,44035712,7314056121,2499,413,0,0,44035712,2499,0,0,0,0,0,2,0.000,-2.115,0.000,2.879
44038211,44038211,0,0,2,44038211,7314056276,2499,155,0,0,44038211,2499,0,0,0,0,0,2,0.000,-2.119,0.000,2.884
44040710,44040710,0,0,2,44040710,7314056367,2499,91,0,0,44040710,2499,0,0,0,0,0,2,0.000,-2.121,0.000,2.888
44043209,44043209,0,0,3,44043209,7314056585,2499,218,0,0,44043209,2499,0,0,0,0,0,2,0.000,-2.123,0.000,2.892
44045708,44045708,0,0,2,44045708,7314056689,2499,104,0,0,44045708,2499,0,0,0,0,0,2,0.000,-2.115,0.000,2.878
44048207,44048207,0,0,2,44048207,7314056810,2499,121,0,0,44048207,2499,0,0,0,0,0,2,0.000,-2.119,0.000,2.884
44050706,44050706,0,0,8,44050706,7314088474,2499,31664,0,29164,44050706,2499,0,0,0,0,0,2,0.000,-2.121,0.000,2.888
44053205,44053205,0,0,3,44053205,7314088770,2499,296,0,0,44053205,2499,0,0,0,0,0,2,0.000,-2.125,0.000,2.894
44055704,44055704,0,0,2,44055704,7314088865,2499,95,0,0,44055704,2499,0,0,0,0,0,2,0.000,-2.116,0.000,2.881
44058203,44058203,0,0,1,44058203,7314088978,2499,113,0,0,44058203,2499,0,0,0,0,0,2,0.000,-2.120,0.000,2.887
44060702,44060702,0,0,2,44060702,7314089067,2499,89,0,0,44060702,2499,0,0,0,0,0,2,0.000,-2.122,0.000,2.891
44063201,44063201,0,0,2,44063201,7314089167,2499,100,0,0,44063201,2499,0,0,0,0,0,2,0.000,-2.125,0.000,2.896
44065700,44065700,0,0,2,44065700,7314089252,2499,85,0,0,44065700,2499,0,0,0,0,0,2,0.000,-2.116,0.000,2.885
44068199,44068199,0,0,2,44068199,7314089354,2499,102,0,0,44068199,2499,0,0,0,0,0,2,0.000,-2.120,0.000,2.889
44070698,44070698,0,0,1,44070698,7314089449,2499,95,0,0,44070698,2499,0,0,0,0,0,2,0.000,-2.122,0.000,2.894
44073197,44073197,0,0,2,44073197,7314089545,2499,96,0,0,44073197,2499,0,0,0,0,0,2,0.000,-2.123,0.000,2.899
44075696,44075696,0,0,2,44075696,7314089633,2499,88,0,0,44075696,2499,0,0,0,0,0,2,0.000,-2.117,0.000,2.889
44078195,44078195,0,0,3,44078195,7314089736,2499,103,0,0,44078195,2499,0,0,0,0,0,2,0.000,-2.122,0.000,2.895
44080694,44080694,0,0,1,44080694,7314089824,2499,88,0,0,44080694,2499,0,0,0,0,0,2,0.000,-2.126,0.000,2.898
44083193,44083193,0,0,8,44083193,7314121792,2499,31968,0,29468,44083193,2499,0,0,0,0,0,2,0.000,-2.131,0.000,2.904
