event_index,ros_before_sleep_sec,ros_after_sleep_sec,ros_elapsed_during_sleep_ms,nominal_cycle_ms,cycle_interval_ms,cycle_displacement_ms,requested_delay_us,measured_delay_us,delay_error_us
0,19.974000000,20.475000000,501.000000000,100.000000000,-1.000000000,-1.000000000,500000,500492,492
1,20.524000000,21.022000000,498.000000000,100.000000000,552.956562000,452.956562000,500000,500075,75
2,21.069000000,21.568000000,499.000000000,100.000000000,545.847378000,445.847378000,500000,500059,59
3,21.620000000,22.119000000,499.000000000,100.000000000,555.334106000,455.334106000,500000,500058,58
4,22.162000000,22.656000000,494.000000000,100.000000000,543.617076000,443.617076000,500000,500059,59
5,22.729000000,23.223000000,494.000000000,100.000000000,571.432813000,471.432813000,500000,502382,2382
6,23.284000000,23.790000000,506.000000000,100.000000000,566.248979000,466.248979000,500000,500058,58
7,23.819000000,24.310000000,491.000000000,100.000000000,528.460189000,428.460189000,500000,500069,69
8,24.365000000,24.867000000,502.000000000,100.000000000,554.158679000,454.158679000,500000,500080,80
9,24.924000000,25.421000000,497.000000000,100.000000000,555.304133000,455.304133000,500000,500061,61
10,25.481000000,25.987000000,506.000000000,100.000000000,560.814897000,460.814897000,500000,500181,181
11,26.035000000,26.535000000,500.000000000,100.000000000,547.614253000,447.614253000,500000,500066,66
12,26.601000000,27.097000000,496.000000000,100.000000000,566.056997000,466.056997000,500000,500059,59
13,27.126000000,27.628000000,502.000000000,100.000000000,534.657866000,434.657866000,500000,500061,61
14,27.695000000,28.194000000,499.000000000,100.000000000,571.014973000,471.014973000,500000,500058,58
15,28.247000000,28.743000000,496.000000000,100.000000000,554.081871000,454.081871000,500000,500059,59
16,28.797000000,29.290000000,493.000000000,100.000000000,551.843627000,451.843627000,500000,500058,58
17,29.343000000,29.842000000,499.000000000,100.000000000,547.185955000,447.185955000,500000,500058,58
18,29.905000000,30.403000000,498.000000000,100.000000000,570.966959000,470.966959000,500000,500058,58
19,30.461000000,30.976000000,515.000000000,100.000000000,568.346686000,468.346686000,500000,500955,955
20,31.037000000,31.532000000,495.000000000,100.000000000,563.546218000,463.546218000,500000,500059,59
21,31.585000000,32.087000000,502.000000000,100.000000000,557.949847000,457.949847000,500000,500064,64
22,32.160000000,32.650000000,490.000000000,100.000000000,573.498980000,473.498980000,500000,500059,59
23,32.690000000,33.205000000,515.000000000,100.000000000,548.702296000,448.702296000,500000,502434,2434
24,33.244000000,33.739000000,495.000000000,100.000000000,542.132295000,442.132295000,500000,500059,59
25,33.783000000,34.284000000,501.000000000,100.000000000,553.804971000,453.804971000,500000,500057,57
26,34.325000000,34.831000000,506.000000000,100.000000000,542.966706000,442.966706000,500000,500273,273
27,34.881000000,35.379000000,498.000000000,100.000000000,553.343023000,453.343023000,500000,500062,62
28,35.422000000,35.925000000,503.000000000,100.000000000,543.019757000,443.019757000,500000,500174,174
29,35.959000000,36.460000000,501.000000000,100.000000000,539.398489000,439.398489000,500000,500061,61
30,36.513000000,37.011000000,498.000000000,100.000000000,557.697715000,457.697715000,500000,500059,59
31,37.053000000,37.550000000,497.000000000,100.000000000,542.324332000,442.324332000,500000,500059,59
32,37.584000000,38.100000000,516.000000000,100.000000000,550.947742000,450.947742000,500000,500058,58
33,38.149000000,38.642000000,493.000000000,100.000000000,548.917239000,448.917239000,500000,500060,60
34,38.677000000,39.173000000,496.000000000,100.000000000,541.807431000,441.807431000,500000,500057,57
35,39.224000000,39.729000000,505.000000000,100.000000000,554.988591000,454.988591000,500000,500061,61
36,39.779000000,40.278000000,499.000000000,100.000000000,549.933816000,449.933816000,500000,500060,60
37,40.320000000,40.815000000,495.000000000,100.000000000,539.521028000,439.521028000,500000,500205,205
38,40.860000000,41.355000000,495.000000000,100.000000000,548.993676000,448.993676000,500000,502131,2131
39,41.396000000,41.910000000,514.000000000,100.000000000,547.111722000,447.111722000,500000,500058,58
40,41.956000000,42.447000000,491.000000000,100.000000000,546.543589000,446.543589000,500000,500058,58
41,42.488000000,42.989000000,501.000000000,100.000000000,545.335106000,445.335106000,500000,500058,58
42,42.992000000,43.488000000,496.000000000,100.000000000,503.314223000,403.314223000,500000,500061,61
43,43.489000000,43.995000000,506.000000000,100.000000000,502.949168000,402.949168000,500000,500058,58
44,43.996000000,44.488000000,492.000000000,100.000000000,502.784771000,402.784771000,500000,500059,59
45,44.488000000,44.983000000,495.000000000,100.000000000,500.702796000,400.702796000,500000,500026,26
46,44.983000000,45.485000000,502.000000000,100.000000000,500.809552000,400.809552000,500000,500066,66
47,45.486000000,45.968000000,482.000000000,100.000000000,502.306428000,402.306428000,500000,500068,68
