4.559000000,3.524000000,1035.000000000,1000000,1000238,238
4.559000000,3.524000000,amcl_pose_publish,1000000,1000238,238
17.163000000,16.124000000,amcl_pose_publish,1000000,1000239,239
48.752000000,47.728000000,amcl_pose_publish,1000000,1000145,145
49.934000000,48.928000000,amcl_pose_publish,1000000,1000634,634
52.360000000,51.329000000,amcl_pose_publish,1000000,1000136,136
53.369000000,51.929000000,amcl_pose_publish,1000000,1000287,287
55.559000000,54.529000000,amcl_pose_publish,1000000,1000426,426
57.552000000,56.530000000,amcl_pose_publish,1000000,1000787,787
58.536000000,57.129000000,amcl_pose_publish,1000000,1000317,317
59.527000000,57.329000000,amcl_pose_publish,1000000,1000299,299
61.944000000,60.929000000,amcl_pose_publish,1000000,1000190,190
63.948000000,62.929000000,amcl_pose_publish,1000000,1000199,199
65.549000000,64.529000000,amcl_pose_publish,1000000,1000034,34
66.537000000,65.129000000,amcl_pose_publish,1000000,1000343,343
67.532000000,65.529000000,amcl_pose_publish,1000000,1000556,556
69.929000000,68.930000000,amcl_pose_publish,1000000,1000195,195
71.942000000,70.932000000,amcl_pose_publish,1000000,1000277,277
72.937000000,71.932000000,amcl_pose_publish,1000000,1000618,618
74.913000000,73.932000000,amcl_pose_publish,1000000,1000094,94
75.906000000,74.332000000,amcl_pose_publish,1000000,1000145,145
77.542000000,76.535000000,amcl_pose_publish,1000000,1000178,178
78.540000000,77.334000000,amcl_pose_publish,1000000,1000455,455
80.347000000,79.335000000,amcl_pose_publish,1000000,1000650,650
82.739000000,81.736000000,amcl_pose_publish,1000000,1000217,217
83.746000000,82.135000000,amcl_pose_publish,1000000,1000092,92
85.940000000,84.935000000,amcl_pose_publish,1000000,1000140,140
86.935000000,85.135000000,amcl_pose_publish,1000000,1000255,255
87.925000000,85.735000000,amcl_pose_publish,1000000,1000320,320
90.552000000,89.535000000,amcl_pose_publish,1000000,1000194,194
