event_index,costmap_name,ros_before_sleep_sec,ros_update_start_sec,ros_update_complete_sec,ros_elapsed_during_sleep_ms,nominal_update_period_ms,previous_update_age_before_refresh_ms,update_duration_ms,update_completion_interval_ms,update_temporal_displacement_ms,requested_delay_us,measured_delay_us,delay_error_us
0,local_costmap,1.716000000,2.216000000,2.216000000,500.000000000,100.000000000,-1.000000000,0.340493000,-1.000000000,-1.000000000,500000,500070,70
1,local_costmap,2.216000000,2.712000000,2.712000000,496.000000000,100.000000000,500.400572000,1.687075000,502.087647000,402.087647000,500000,500057,57
2,local_costmap,2.712000000,3.211000000,3.213000000,499.000000000,100.000000000,500.225773000,1.621496000,501.847269000,401.847269000,500000,500056,56
3,local_costmap,3.213000000,3.706000000,3.708000000,493.000000000,100.000000000,500.252257000,1.940849000,502.193106000,402.193106000,500000,500056,56
4,local_costmap,3.708000000,4.218000000,4.218000000,510.000000000,100.000000000,500.247520000,1.859654000,502.107174000,402.107174000,500000,500058,58
5,local_costmap,4.219000000,4.719000000,4.719000000,500.000000000,100.000000000,500.700594000,1.682436000,502.383030000,402.383030000,500000,500111,111
6,local_costmap,4.719000000,5.212000000,5.214000000,493.000000000,100.000000000,500.243697000,1.920984000,502.164681000,402.164681000,500000,500058,58
7,local_costmap,5.215000000,5.713000000,5.713000000,498.000000000,100.000000000,500.328286000,1.759637000,502.087923000,402.087923000,500000,500144,144
8,local_costmap,5.713000000,6.212000000,6.213000000,499.000000000,100.000000000,500.236682000,1.493038000,501.729720000,401.729720000,500000,500062,62
9,local_costmap,6.213000000,6.712000000,6.716000000,499.000000000,100.000000000,500.227697000,3.289852000,503.517549000,403.517549000,500000,500057,57
10,local_costmap,6.716000000,7.204000000,7.204000000,488.000000000,100.000000000,500.479695000,2.089026000,502.568721000,402.568721000,500000,500061,61
11,local_costmap,7.205000000,7.707000000,7.710000000,502.000000000,100.000000000,500.769425000,2.138298000,502.907723000,402.907723000,500000,500059,59
12,local_costmap,7.710000000,8.213000000,8.213000000,503.000000000,100.000000000,500.252343000,2.736214000,502.988557000,402.988557000,500000,500059,59
13,local_costmap,8.214000000,8.715000000,8.715000000,501.000000000,100.000000000,501.429958000,1.591262000,503.021220000,403.021220000,500000,500057,57
14,local_costmap,8.717000000,9.219000000,9.219000000,502.000000000,100.000000000,501.885694000,1.568349000,503.454043000,403.454043000,500000,500084,84
15,local_costmap,9.219000000,9.714000000,9.720000000,495.000000000,100.000000000,500.774198000,1.696182000,502.470380000,402.470380000,500000,500613,613
16,local_costmap,9.721000000,10.211000000,10.211000000,490.000000000,100.000000000,500.925225000,1.668874000,502.594099000,402.594099000,500000,500059,59
17,local_costmap,10.211000000,10.716000000,10.716000000,505.000000000,100.000000000,500.221839000,1.553455000,501.775294000,401.775294000,500000,500057,57
18,local_costmap,10.716000000,11.201000000,11.202000000,485.000000000,100.000000000,500.279837000,1.561076000,501.840913000,401.840913000,500000,500111,111
19,local_costmap,11.202000000,11.715000000,11.715000000,513.000000000,100.000000000,500.218700000,1.520211000,501.738911000,401.738911000,500000,500049,49
20,local_costmap,11.715000000,12.208000000,12.208000000,493.000000000,100.000000000,500.227378000,1.637135000,501.864513000,401.864513000,500000,500057,57
21,local_costmap,12.208000000,12.700000000,12.700000000,492.000000000,100.000000000,500.245803000,2.577808000,502.823611000,402.823611000,500000,500059,59
22,local_costmap,12.700000000,13.198000000,13.200000000,498.000000000,100.000000000,501.010327000,1.650825000,502.661152000,402.661152000,500000,500347,347
23,local_costmap,13.200000000,13.698000000,13.698000000,498.000000000,100.000000000,500.228742000,2.107217000,502.335959000,402.335959000,500000,500057,57
24,local_costmap,13.698000000,14.196000000,14.196000000,498.000000000,100.000000000,500.253411000,1.750655000,502.004066000,402.004066000,500000,500057,57
25,local_costmap,14.196000000,14.689000000,14.689000000,493.000000000,100.000000000,500.277551000,1.682303000,501.959854000,401.959854000,500000,500063,63
26,local_costmap,14.689000000,15.188000000,15.188000000,499.000000000,100.000000000,500.234038000,1.786381000,502.020419000,402.020419000,500000,500060,60
27,local_costmap,15.188000000,15.676000000,15.679000000,488.000000000,100.000000000,500.248786000,2.423923000,502.672709000,402.672709000,500000,500072,72
28,local_costmap,15.680000000,16.177000000,16.177000000,497.000000000,100.000000000,500.690950000,1.645717000,502.336667000,402.336667000,500000,500063,63
29,local_costmap,16.177000000,16.663000000,16.665000000,486.000000000,100.000000000,500.245915000,2.448884000,502.694799000,402.694799000,500000,500075,75
30,local_costmap,16.666000000,17.165000000,17.168000000,499.000000000,100.000000000,500.663533000,5.615207000,506.278740000,406.278740000,500000,500067,67
31,local_costmap,17.169000000,17.667000000,17.667000000,498.000000000,100.000000000,500.311695000,3.445083000,503.756778000,403.756778000,500000,500063,63
32,local_costmap,17.667000000,18.159000000,18.161000000,492.000000000,100.000000000,500.413946000,1.775895000,502.189841000,402.189841000,500000,500060,60
33,local_costmap,18.161000000,18.668000000,18.673000000,507.000000000,100.000000000,500.453110000,5.185484000,505.638594000,405.638594000,500000,500253,253
34,local_costmap,18.673000000,19.165000000,19.166000000,492.000000000,100.000000000,500.479643000,1.748979000,502.228622000,402.228622000,500000,500107,107
35,local_costmap,19.167000000,19.667000000,19.667000000,500.000000000,100.000000000,500.702342000,1.603889000,502.306231000,402.306231000,500000,500057,57
36,local_costmap,19.669000000,20.155000000,20.196000000,486.000000000,100.000000000,500.484836000,42.518969000,543.003805000,443.003805000,500000,500056,56
37,local_costmap,20.254000000,20.754000000,20.759000000,500.000000000,100.000000000,555.185006000,5.497142000,560.682148000,460.682148000,500000,500060,60
38,local_costmap,20.760000000,21.254000000,21.256000000,494.000000000,100.000000000,500.629968000,1.780465000,502.410433000,402.410433000,500000,500187,187
39,local_costmap,21.256000000,21.747000000,21.749000000,491.000000000,100.000000000,500.354848000,2.843042000,503.197890000,403.197890000,500000,500040,40
40,local_costmap,21.749000000,22.241000000,22.248000000,492.000000000,100.000000000,500.373048000,6.394087000,506.767135000,406.767135000,500000,500058,58
41,local_costmap,22.248000000,22.743000000,22.747000000,495.000000000,100.000000000,500.318128000,5.735031000,506.053159000,406.053159000,500000,500056,56
42,local_costmap,22.747000000,23.231000000,23.239000000,484.000000000,100.000000000,500.460087000,9.282471000,509.742558000,409.742558000,500000,500059,59
