event_index,ros_before_sleep_sec,ros_after_sleep_sec,ros_elapsed_during_sleep_ms,nominal_cycle_ms,cycle_interval_ms,cycle_displacement_ms,requested_delay_us,measured_delay_us,delay_error_us
0,28.436000000,28.933000000,497.000000000,100.000000000,-1.000000000,-1.000000000,500000,500060,60
1,28.981000000,29.477000000,496.000000000,100.000000000,550.501973000,450.501973000,500000,500079,79
2,29.518000000,30.014000000,496.000000000,100.000000000,540.108443000,440.108443000,500000,500126,126
3,30.057000000,30.559000000,502.000000000,100.000000000,544.043995000,444.043995000,500000,502135,2135
4,30.608000000,31.104000000,496.000000000,100.000000000,548.476243000,448.476243000,500000,500063,63
5,31.149000000,31.646000000,497.000000000,100.000000000,548.006722000,448.006722000,500000,500058,58
6,31.703000000,32.203000000,500.000000000,100.000000000,557.559553000,457.559553000,500000,500059,59
7,32.241000000,32.744000000,503.000000000,100.000000000,539.323938000,439.323938000,500000,500059,59
8,32.796000000,33.279000000,483.000000000,100.000000000,559.556710000,459.556710000,500000,500060,60
9,33.331000000,33.839000000,508.000000000,100.000000000,555.339367000,455.339367000,500000,500058,58
10,33.873000000,34.368000000,495.000000000,100.000000000,541.401994000,441.401994000,500000,500060,60
11,34.406000000,34.911000000,505.000000000,100.000000000,542.365562000,442.365562000,500000,500058,58
12,34.957000000,35.448000000,491.000000000,100.000000000,546.606533000,446.606533000,500000,500061,61
13,35.496000000,36.001000000,505.000000000,100.000000000,543.353676000,443.353676000,500000,500066,66
14,36.062000000,36.556000000,494.000000000,100.000000000,560.155613000,460.155613000,500000,501281,1281
15,36.623000000,37.125000000,502.000000000,100.000000000,573.511785000,473.511785000,500000,501986,1986
16,37.166000000,37.662000000,496.000000000,100.000000000,538.146599000,438.146599000,500000,500084,84
17,37.697000000,38.194000000,497.000000000,100.000000000,536.841612000,436.841612000,500000,500058,58
18,38.245000000,38.744000000,499.000000000,100.000000000,550.445700000,450.445700000,500000,500059,59
19,38.786000000,39.289000000,503.000000000,100.000000000,549.686595000,449.686595000,500000,500060,60
20,39.338000000,39.838000000,500.000000000,100.000000000,553.158019000,453.158019000,500000,500059,59
21,39.882000000,40.380000000,498.000000000,100.000000000,544.558072000,444.558072000,500000,500063,63
22,40.434000000,40.930000000,496.000000000,100.000000000,554.624465000,454.624465000,500000,500061,61
23,40.966000000,41.462000000,496.000000000,100.000000000,537.081995000,437.081995000,500000,500058,58
24,41.519000000,42.013000000,494.000000000,100.000000000,555.447916000,455.447916000,500000,500066,66
25,42.069000000,42.559000000,490.000000000,100.000000000,555.793787000,455.793787000,500000,500059,59
26,42.592000000,43.096000000,504.000000000,100.000000000,538.017984000,438.017984000,500000,500066,66
27,43.160000000,43.636000000,476.000000000,100.000000000,564.957891000,464.957891000,500000,500062,62
28,43.692000000,44.200000000,508.000000000,100.000000000,554.000523000,454.000523000,500000,500061,61
29,44.245000000,44.742000000,497.000000000,100.000000000,549.412706000,449.412706000,500000,500061,61
30,44.782000000,45.272000000,490.000000000,100.000000000,540.590582000,440.590582000,500000,500057,57
31,45.316000000,45.826000000,510.000000000,100.000000000,549.005309000,449.005309000,500000,500058,58
32,45.858000000,46.355000000,497.000000000,100.000000000,532.650363000,432.650363000,500000,500158,158
33,46.403000000,46.906000000,503.000000000,100.000000000,554.534188000,454.534188000,500000,500062,62
34,46.951000000,47.448000000,497.000000000,100.000000000,550.008468000,450.008468000,500000,500458,458
35,47.528000000,48.019000000,491.000000000,100.000000000,577.247634000,477.247634000,500000,500078,78
36,48.074000000,48.558000000,484.000000000,100.000000000,554.079084000,454.079084000,500000,500041,41
37,48.610000000,49.113000000,503.000000000,100.000000000,554.613154000,454.613154000,500000,500059,59
38,49.160000000,49.660000000,500.000000000,100.000000000,549.200660000,449.200660000,500000,504082,4082
39,49.714000000,50.213000000,499.000000000,100.000000000,560.782000000,460.782000000,500000,502267,2267
40,50.260000000,50.761000000,501.000000000,100.000000000,547.916741000,447.916741000,500000,500071,71
41,50.813000000,51.305000000,492.000000000,100.000000000,551.638440000,451.638440000,500000,502110,2110
42,51.344000000,51.841000000,497.000000000,100.000000000,542.131667000,442.131667000,500000,500274,274
43,51.879000000,52.377000000,498.000000000,100.000000000,535.632498000,435.632498000,500000,500366,366
44,52.379000000,52.879000000,500.000000000,100.000000000,504.393316000,404.393316000,500000,500061,61
45,52.882000000,53.376000000,494.000000000,100.000000000,502.076881000,402.076881000,500000,500872,872
46,53.376000000,53.882000000,506.000000000,100.000000000,503.243239000,403.243239000,500000,500062,62
47,53.885000000,54.371000000,486.000000000,100.000000000,503.109777000,403.109777000,500000,500059,59
48,54.371000000,54.871000000,500.000000000,100.000000000,500.667914000,400.667914000,500000,500062,62
49,54.871000000,55.365000000,494.000000000,100.000000000,502.071655000,402.071655000,500000,500057,57
