event_index,ros_before_sleep_sec,ros_after_sleep_sec,ros_elapsed_during_sleep_ms,nominal_cycle_ms,cycle_interval_ms,cycle_displacement_ms,requested_delay_us,measured_delay_us,delay_error_us
0,20.303000000,21.301000000,998.000000000,100.000000000,-1.000000000,-1.000000000,1000000,1000061,61
1,21.353000000,22.342000000,989.000000000,100.000000000,1055.482320000,955.482320000,1000000,1000057,57
2,22.375000000,23.361000000,986.000000000,100.000000000,1031.967607000,931.967607000,1000000,1000080,80
3,23.396000000,24.376000000,980.000000000,100.000000000,1036.133249000,936.133249000,1000000,1000070,70
4,24.410000000,25.397000000,987.000000000,100.000000000,1036.964026000,936.964026000,1000000,1000043,43
5,25.455000000,26.447000000,992.000000000,100.000000000,1063.916909000,963.916909000,1000000,1001581,1581
6,26.498000000,27.491000000,993.000000000,100.000000000,1050.925338000,950.925338000,1000000,1000058,58
7,27.573000000,28.581000000,1008.000000000,100.000000000,1087.496738000,987.496738000,1000000,1000055,55
8,28.633000000,29.632000000,999.000000000,100.000000000,1054.665464000,954.665464000,1000000,1000060,60
9,29.666000000,30.661000000,995.000000000,100.000000000,1036.886411000,936.886411000,1000000,1000058,58
10,30.718000000,31.720000000,1002.000000000,100.000000000,1058.398204000,958.398204000,1000000,1000061,61
11,31.766000000,32.770000000,1004.000000000,100.000000000,1051.549849000,951.549849000,1000000,1000070,70
12,32.816000000,33.814000000,998.000000000,100.000000000,1048.347638000,948.347638000,1000000,1000058,58
13,33.849000000,34.852000000,1003.000000000,100.000000000,1041.811577000,941.811577000,1000000,1000057,57
14,34.914000000,35.911000000,997.000000000,100.000000000,1061.015783000,961.015783000,1000000,1000085,85
15,35.970000000,36.965000000,995.000000000,100.000000000,1060.140499000,960.140499000,1000000,1000058,58
16,37.022000000,38.018000000,996.000000000,100.000000000,1058.214275000,958.214275000,1000000,1000061,61
17,38.069000000,39.073000000,1004.000000000,100.000000000,1058.111741000,958.111741000,1000000,1000058,58
18,39.112000000,40.106000000,994.000000000,100.000000000,1040.721547000,940.721547000,1000000,1000058,58
19,40.144000000,41.147000000,1003.000000000,100.000000000,1040.538782000,940.538782000,1000000,1000038,38
20,41.203000000,42.195000000,992.000000000,100.000000000,1057.825709000,957.825709000,1000000,1000056,56
21,42.235000000,43.229000000,994.000000000,100.000000000,1039.473991000,939.473991000,1000000,1000236,236
22,43.286000000,44.269000000,983.000000000,100.000000000,1058.198201000,958.198201000,1000000,1000073,73
23,44.313000000,45.308000000,995.000000000,100.000000000,1040.269384000,940.269384000,1000000,1000058,58
24,45.341000000,46.337000000,996.000000000,100.000000000,1031.667309000,931.667309000,1000000,1000196,196
25,46.381000000,47.373000000,992.000000000,100.000000000,1041.982156000,941.982156000,1000000,1000126,126
26,47.405000000,48.397000000,992.000000000,100.000000000,1034.528607000,934.528607000,1000000,1000074,74
27,48.398000000,49.391000000,993.000000000,100.000000000,1000.663576000,900.663576000,1000000,1000058,58
28,49.461000000,50.466000000,1005.000000000,100.000000000,1071.998450000,971.998450000,1000000,1000065,65
29,50.508000000,51.510000000,1002.000000000,100.000000000,1052.698143000,952.698143000,1000000,1000065,65
30,51.511000000,52.504000000,993.000000000,100.000000000,1002.150128000,902.150128000,1000000,1001335,1335
31,52.508000000,53.502000000,994.000000000,100.000000000,1003.751135000,903.751135000,1000000,1000066,66
32,53.502000000,54.496000000,994.000000000,100.000000000,1000.774697000,900.774697000,1000000,1000059,59
33,54.496000000,55.495000000,999.000000000,100.000000000,1000.654452000,900.654452000,1000000,1000058,58
34,55.495000000,56.494000000,999.000000000,100.000000000,1000.780174000,900.780174000,1000000,1000034,34
