tf_send_time_sec,scan_time_sec,tf_stamp_sec,hook,temporal_displacement_ms,tf_stamp_lag_ms,requested_delay_us,measured_delay_us,delay_error_us
0.969000000,0.718000000,1.218000000,map_odom_tf_new_pose,251.000000000,-249.000000000,200000,200537,537
1.168000000,0.919000000,1.419000000,map_odom_tf_republish,249.000000000,-251.000000000,200000,200148,148
1.355000000,1.118000000,1.618000000,map_odom_tf_republish,237.000000000,-263.000000000,200000,200438,438
1.537000000,1.318000000,1.818000000,map_odom_tf_republish,219.000000000,-281.000000000,200000,200274,274
1.745000000,1.518000000,2.018000000,map_odom_tf_republish,227.000000000,-273.000000000,200000,200179,179
1.936000000,1.718000000,2.218000000,map_odom_tf_republish,218.000000000,-282.000000000,200000,200504,504
2.151000000,1.918000000,2.418000000,map_odom_tf_republish,233.000000000,-267.000000000,200000,200421,421
2.346000000,2.118000000,2.618000000,map_odom_tf_republish,228.000000000,-272.000000000,200000,200342,342
2.552000000,2.318000000,2.818000000,map_odom_tf_republish,234.000000000,-266.000000000,200000,200642,642
2.745000000,2.518000000,3.018000000,map_odom_tf_republish,227.000000000,-273.000000000,200000,200284,284
2.940000000,2.718000000,3.218000000,map_odom_tf_republish,222.000000000,-278.000000000,200000,200198,198
3.157000000,2.918000000,3.418000000,map_odom_tf_republish,239.000000000,-261.000000000,200000,200264,264
3.344000000,3.118000000,3.618000000,map_odom_tf_republish,226.000000000,-274.000000000,200000,200095,95
3.547000000,3.323000000,3.823000000,map_odom_tf_republish,224.000000000,-276.000000000,200000,200196,196
3.753000000,3.518000000,4.018000000,map_odom_tf_republish,235.000000000,-265.000000000,200000,200576,576
3.935000000,3.718000000,4.218000000,map_odom_tf_republish,217.000000000,-283.000000000,200000,200447,447
4.153000000,3.918000000,4.418000000,map_odom_tf_republish,235.000000000,-265.000000000,200000,200415,415
4.352000000,4.118000000,4.618000000,map_odom_tf_republish,234.000000000,-266.000000000,200000,200153,153
4.544000000,4.318000000,4.818000000,map_odom_tf_republish,226.000000000,-274.000000000,200000,200655,655
4.753000000,4.518000000,5.018000000,map_odom_tf_republish,235.000000000,-265.000000000,200000,200188,188
4.951000000,4.718000000,5.218000000,map_odom_tf_republish,233.000000000,-267.000000000,200000,200336,336
5.152000000,4.921000000,5.421000000,map_odom_tf_republish,231.000000000,-269.000000000,200000,200521,521
5.355000000,5.121000000,5.621000000,map_odom_tf_republish,234.000000000,-266.000000000,200000,201065,1065
5.551000000,5.322000000,5.822000000,map_odom_tf_republish,229.000000000,-271.000000000,200000,200718,718
5.746000000,5.521000000,6.021000000,map_odom_tf_republish,225.000000000,-275.000000000,200000,200169,169
5.947000000,5.721000000,6.221000000,map_odom_tf_republish,226.000000000,-274.000000000,200000,200171,171
6.182000000,5.921000000,6.421000000,map_odom_tf_new_pose,261.000000000,-239.000000000,200000,200273,273
6.379000000,6.121000000,6.621000000,map_odom_tf_republish,258.000000000,-242.000000000,200000,200118,118
6.583000000,6.321000000,6.821000000,map_odom_tf_republish,262.000000000,-238.000000000,200000,200213,213
6.777000000,6.521000000,7.021000000,map_odom_tf_republish,256.000000000,-244.000000000,200000,200073,73
6.976000000,6.721000000,7.221000000,map_odom_tf_republish,255.000000000,-245.000000000,200000,200201,201
7.177000000,6.922000000,7.422000000,map_odom_tf_republish,255.000000000,-245.000000000,200000,202219,2219
7.368000000,7.121000000,7.621000000,map_odom_tf_republish,247.000000000,-253.000000000,200000,200719,719
