tf_send_time_sec,scan_time_sec,tf_stamp_sec,hook,temporal_displacement_ms,tf_stamp_lag_ms,requested_delay_us,measured_delay_us,delay_error_us
1.988000000,1.728000000,2.228000000,map_odom_tf_new_pose,260.000000000,-240.000000000,200000,200152,152
2.185000000,1.928000000,2.428000000,map_odom_tf_republish,257.000000000,-243.000000000,200000,200344,344
2.391000000,2.128000000,2.628000000,map_odom_tf_republish,263.000000000,-237.000000000,200000,200495,495
2.590000000,2.328000000,2.828000000,map_odom_tf_republish,262.000000000,-238.000000000,200000,200329,329
2.785000000,2.529000000,3.029000000,map_odom_tf_republish,256.000000000,-244.000000000,200000,200117,117
2.976000000,2.728000000,3.228000000,map_odom_tf_republish,248.000000000,-252.000000000,200000,200452,452
3.173000000,2.928000000,3.428000000,map_odom_tf_republish,245.000000000,-255.000000000,200000,200414,414
3.374000000,3.128000000,3.628000000,map_odom_tf_republish,246.000000000,-254.000000000,200000,200638,638
3.576000000,3.328000000,3.828000000,map_odom_tf_republish,248.000000000,-252.000000000,200000,200281,281
3.755000000,3.528000000,4.028000000,map_odom_tf_republish,227.000000000,-273.000000000,200000,200289,289
3.955000000,3.728000000,4.228000000,map_odom_tf_republish,227.000000000,-273.000000000,200000,200441,441
4.169000000,3.928000000,4.428000000,map_odom_tf_republish,241.000000000,-259.000000000,200000,200317,317
4.361000000,4.128000000,4.628000000,map_odom_tf_republish,233.000000000,-267.000000000,200000,200627,627
4.560000000,4.329000000,4.829000000,map_odom_tf_republish,231.000000000,-269.000000000,200000,200172,172
4.751000000,4.528000000,5.028000000,map_odom_tf_republish,223.000000000,-277.000000000,200000,200271,271
4.954000000,4.728000000,5.228000000,map_odom_tf_republish,226.000000000,-274.000000000,200000,200826,826
5.149000000,4.928000000,5.428000000,map_odom_tf_republish,221.000000000,-279.000000000,200000,200294,294
5.363000000,5.128000000,5.628000000,map_odom_tf_republish,235.000000000,-265.000000000,200000,200135,135
5.560000000,5.328000000,5.828000000,map_odom_tf_republish,232.000000000,-268.000000000,200000,200306,306
5.758000000,5.528000000,6.028000000,map_odom_tf_republish,230.000000000,-270.000000000,200000,200343,343
5.960000000,5.728000000,6.228000000,map_odom_tf_republish,232.000000000,-268.000000000,200000,200276,276
6.143000000,5.928000000,6.428000000,map_odom_tf_republish,215.000000000,-285.000000000,200000,200181,181
6.369000000,6.128000000,6.628000000,map_odom_tf_republish,241.000000000,-259.000000000,200000,200218,218
6.573000000,6.328000000,6.828000000,map_odom_tf_republish,245.000000000,-255.000000000,200000,200190,190
6.772000000,6.528000000,7.028000000,map_odom_tf_republish,244.000000000,-256.000000000,200000,200589,589
6.964000000,6.732000000,7.232000000,map_odom_tf_republish,232.000000000,-268.000000000,200000,200382,382
7.162000000,6.929000000,7.429000000,map_odom_tf_republish,233.000000000,-267.000000000,200000,200779,779
7.357000000,7.129000000,7.629000000,map_odom_tf_republish,228.000000000,-272.000000000,200000,200035,35
7.560000000,7.329000000,7.829000000,map_odom_tf_republish,231.000000000,-269.000000000,200000,200201,201
7.759000000,7.529000000,8.029000000,map_odom_tf_republish,230.000000000,-270.000000000,200000,200656,656
7.956000000,7.730000000,8.230000000,map_odom_tf_republish,226.000000000,-274.000000000,200000,200518,518
8.157000000,7.929000000,8.429000000,map_odom_tf_republish,228.000000000,-272.000000000,200000,200143,143
8.359000000,8.129000000,8.629000000,map_odom_tf_republish,230.000000000,-270.000000000,200000,200537,537
8.557000000,8.329000000,8.829000000,map_odom_tf_republish,228.000000000,-272.000000000,200000,200586,586
8.758000000,8.529000000,9.029000000,map_odom_tf_republish,229.000000000,-271.000000000,200000,200667,667
8.959000000,8.729000000,9.229000000,map_odom_tf_republish,230.000000000,-270.000000000,200000,200174,174
9.154000000,8.929000000,9.429000000,map_odom_tf_republish,225.000000000,-275.000000000,200000,200157,157
9.360000000,9.129000000,9.629000000,map_odom_tf_republish,231.000000000,-269.000000000,200000,200174,174
9.559000000,9.329000000,9.829000000,map_odom_tf_republish,230.000000000,-270.000000000,200000,200543,543
9.751000000,9.529000000,10.029000000,map_odom_tf_republish,222.000000000,-278.000000000,200000,200306,306
9.955000000,9.729000000,10.229000000,map_odom_tf_republish,226.000000000,-274.000000000,200000,200149,149
10.185000000,9.929000000,10.429000000,map_odom_tf_new_pose,256.000000000,-244.000000000,200000,200358,358
10.387000000,10.129000000,10.629000000,map_odom_tf_republish,258.000000000,-242.000000000,200000,200263,263
10.587000000,10.329000000,10.829000000,map_odom_tf_republish,258.000000000,-242.000000000,200000,200386,386
10.793000000,10.529000000,11.029000000,map_odom_tf_republish,264.000000000,-236.000000000,200000,200478,478
10.980000000,10.729000000,11.229000000,map_odom_tf_republish,251.000000000,-249.000000000,200000,200159,159
11.175000000,10.929000000,11.429000000,map_odom_tf_republish,246.000000000,-254.000000000,200000,200455,455
11.369000000,11.129000000,11.629000000,map_odom_tf_republish,240.000000000,-260.000000000,200000,200214,214
11.566000000,11.329000000,11.829000000,map_odom_tf_republish,237.000000000,-263.000000000,200000,200145,145
11.771000000,11.529000000,12.029000000,map_odom_tf_republish,242.000000000,-258.000000000,200000,200182,182
11.960000000,11.729000000,12.229000000,map_odom_tf_republish,231.000000000,-269.000000000,200000,200183,183
12.159000000,11.929000000,12.429000000,map_odom_tf_republish,230.000000000,-270.000000000,200000,200245,245
12.355000000,12.129000000,12.629000000,map_odom_tf_republish,226.000000000,-274.000000000,200000,200126,126
12.564000000,12.330000000,12.830000000,map_odom_tf_republish,234.000000000,-266.000000000,200000,201763,1763
12.760000000,12.529000000,13.029000000,map_odom_tf_republish,231.000000000,-269.000000000,200000,200171,171
12.944000000,12.729000000,13.229000000,map_odom_tf_republish,215.000000000,-285.000000000,200000,200154,154
13.176000000,12.929000000,13.429000000,map_odom_tf_republish,247.000000000,-253.000000000,200000,200360,360
13.363000000,13.129000000,13.629000000,map_odom_tf_republish,234.000000000,-266.000000000,200000,200516,516
13.564000000,13.329000000,13.829000000,map_odom_tf_republish,235.000000000,-265.000000000,200000,200480,480
