tf_send_time_sec,scan_time_sec,tf_stamp_sec,hook,temporal_displacement_ms,tf_stamp_lag_ms,requested_delay_us,measured_delay_us,delay_error_us
2.182000000,2.122000000,2.622000000,map_odom_tf_new_pose,60.000000000,-440.000000000,0,59,59
2.356000000,2.322000000,2.822000000,map_odom_tf_republish,34.000000000,-466.000000000,0,193,193
2.556000000,2.522000000,3.022000000,map_odom_tf_republish,34.000000000,-466.000000000,0,623,623
2.756000000,2.723000000,3.223000000,map_odom_tf_republish,33.000000000,-467.000000000,0,59,59
2.956000000,2.922000000,3.422000000,map_odom_tf_republish,34.000000000,-466.000000000,0,401,401
3.157000000,3.122000000,3.622000000,map_odom_tf_republish,35.000000000,-465.000000000,0,313,313
3.360000000,3.322000000,3.822000000,map_odom_tf_republish,38.000000000,-462.000000000,0,362,362
3.557000000,3.522000000,4.022000000,map_odom_tf_republish,35.000000000,-465.000000000,0,208,208
3.758000000,3.722000000,4.222000000,map_odom_tf_republish,36.000000000,-464.000000000,0,348,348
3.958000000,3.923000000,4.423000000,map_odom_tf_republish,35.000000000,-465.000000000,0,621,621
4.152000000,4.123000000,4.623000000,map_odom_tf_republish,29.000000000,-471.000000000,0,163,163
4.356000000,4.322000000,4.822000000,map_odom_tf_republish,34.000000000,-466.000000000,0,296,296
4.556000000,4.522000000,5.022000000,map_odom_tf_republish,34.000000000,-466.000000000,0,328,328
4.756000000,4.722000000,5.222000000,map_odom_tf_republish,34.000000000,-466.000000000,0,281,281
4.958000000,4.922000000,5.422000000,map_odom_tf_republish,36.000000000,-464.000000000,0,507,507
5.157000000,5.122000000,5.622000000,map_odom_tf_republish,35.000000000,-465.000000000,0,54,54
5.356000000,5.322000000,5.822000000,map_odom_tf_republish,34.000000000,-466.000000000,0,366,366
5.557000000,5.522000000,6.022000000,map_odom_tf_republish,35.000000000,-465.000000000,0,211,211
5.756000000,5.722000000,6.222000000,map_odom_tf_republish,34.000000000,-466.000000000,0,171,171
5.956000000,5.924000000,6.424000000,map_odom_tf_republish,32.000000000,-468.000000000,0,517,517
6.157000000,6.124000000,6.624000000,map_odom_tf_republish,33.000000000,-467.000000000,0,707,707
6.356000000,6.322000000,6.822000000,map_odom_tf_republish,34.000000000,-466.000000000,0,712,712
6.556000000,6.523000000,7.023000000,map_odom_tf_republish,33.000000000,-467.000000000,0,138,138
