tf_send_time_sec,scan_time_sec,tf_stamp_sec,hook,temporal_displacement_ms,tf_stamp_lag_ms,requested_delay_us,measured_delay_us,delay_error_us
3.384000000,3.325000000,3.825000000,map_odom_tf_new_pose,59.000000000,-441.000000000,0,122,122
3.558000000,3.524000000,4.024000000,map_odom_tf_republish,34.000000000,-466.000000000,0,183,183
3.757000000,3.725000000,4.225000000,map_odom_tf_republish,32.000000000,-468.000000000,0,127,127
3.961000000,3.925000000,4.425000000,map_odom_tf_republish,36.000000000,-464.000000000,0,3688,3688
4.157000000,4.125000000,4.625000000,map_odom_tf_republish,32.000000000,-468.000000000,0,251,251
4.357000000,4.325000000,4.825000000,map_odom_tf_republish,32.000000000,-468.000000000,0,590,590
4.557000000,4.525000000,5.025000000,map_odom_tf_republish,32.000000000,-468.000000000,0,266,266
4.757000000,4.725000000,5.225000000,map_odom_tf_republish,32.000000000,-468.000000000,0,99,99
4.957000000,4.925000000,5.425000000,map_odom_tf_republish,32.000000000,-468.000000000,0,69,69
5.157000000,5.125000000,5.625000000,map_odom_tf_republish,32.000000000,-468.000000000,0,171,171
5.357000000,5.325000000,5.825000000,map_odom_tf_republish,32.000000000,-468.000000000,0,342,342
5.557000000,5.525000000,6.025000000,map_odom_tf_republish,32.000000000,-468.000000000,0,239,239
5.757000000,5.725000000,6.225000000,map_odom_tf_republish,32.000000000,-468.000000000,0,576,576
5.957000000,5.925000000,6.425000000,map_odom_tf_republish,32.000000000,-468.000000000,0,217,217
6.157000000,6.125000000,6.625000000,map_odom_tf_republish,32.000000000,-468.000000000,0,437,437
6.357000000,6.325000000,6.825000000,map_odom_tf_republish,32.000000000,-468.000000000,0,455,455
6.557000000,6.525000000,7.025000000,map_odom_tf_republish,32.000000000,-468.000000000,0,459,459
6.757000000,6.725000000,7.225000000,map_odom_tf_republish,32.000000000,-468.000000000,0,112,112
6.957000000,6.925000000,7.425000000,map_odom_tf_republish,32.000000000,-468.000000000,0,123,123
7.157000000,7.125000000,7.625000000,map_odom_tf_republish,32.000000000,-468.000000000,0,301,301
7.357000000,7.325000000,7.825000000,map_odom_tf_republish,32.000000000,-468.000000000,0,592,592
7.558000000,7.525000000,8.025000000,map_odom_tf_republish,33.000000000,-467.000000000,0,495,495
7.757000000,7.725000000,8.225000000,map_odom_tf_republish,32.000000000,-468.000000000,0,56,56
7.957000000,7.925000000,8.425000000,map_odom_tf_republish,32.000000000,-468.000000000,0,399,399
8.158000000,8.125000000,8.625000000,map_odom_tf_republish,33.000000000,-467.000000000,0,538,538
8.357000000,8.325000000,8.825000000,map_odom_tf_republish,32.000000000,-468.000000000,0,264,264
8.557000000,8.525000000,9.025000000,map_odom_tf_republish,32.000000000,-468.000000000,0,595,595
8.757000000,8.725000000,9.225000000,map_odom_tf_republish,32.000000000,-468.000000000,0,533,533
8.957000000,8.925000000,9.425000000,map_odom_tf_republish,32.000000000,-468.000000000,0,445,445
9.157000000,9.125000000,9.625000000,map_odom_tf_republish,32.000000000,-468.000000000,0,543,543
9.357000000,9.325000000,9.825000000,map_odom_tf_republish,32.000000000,-468.000000000,0,301,301
9.557000000,9.525000000,10.025000000,map_odom_tf_republish,32.000000000,-468.000000000,0,107,107
9.757000000,9.725000000,10.225000000,map_odom_tf_republish,32.000000000,-468.000000000,0,460,460
9.957000000,9.925000000,10.425000000,map_odom_tf_republish,32.000000000,-468.000000000,0,397,397
10.158000000,10.126000000,10.626000000,map_odom_tf_republish,32.000000000,-468.000000000,0,194,194
10.359000000,10.327000000,10.827000000,map_odom_tf_republish,32.000000000,-468.000000000,0,1239,1239
10.557000000,10.528000000,11.028000000,map_odom_tf_republish,29.000000000,-471.000000000,0,756,756
10.757000000,10.726000000,11.226000000,map_odom_tf_republish,31.000000000,-469.000000000,0,444,444
10.957000000,10.927000000,11.427000000,map_odom_tf_republish,30.000000000,-470.000000000,0,98,98
11.157000000,11.127000000,11.627000000,map_odom_tf_republish,30.000000000,-470.000000000,0,168,168
11.357000000,11.326000000,11.826000000,map_odom_tf_republish,31.000000000,-469.000000000,0,219,219
11.557000000,11.526000000,12.026000000,map_odom_tf_republish,31.000000000,-469.000000000,0,114,114
11.757000000,11.726000000,12.226000000,map_odom_tf_republish,31.000000000,-469.000000000,0,250,250
11.957000000,11.926000000,12.426000000,map_odom_tf_republish,31.000000000,-469.000000000,0,115,115
12.175000000,12.126000000,12.626000000,map_odom_tf_new_pose,49.000000000,-451.000000000,0,1228,1228
12.358000000,12.326000000,12.826000000,map_odom_tf_republish,32.000000000,-468.000000000,0,261,261
12.557000000,12.526000000,13.026000000,map_odom_tf_republish,31.000000000,-469.000000000,0,109,109
12.757000000,12.726000000,13.226000000,map_odom_tf_republish,31.000000000,-469.000000000,0,323,323
12.957000000,12.926000000,13.426000000,map_odom_tf_republish,31.000000000,-469.000000000,0,653,653
13.159000000,13.126000000,13.626000000,map_odom_tf_republish,33.000000000,-467.000000000,0,254,254
13.357000000,13.326000000,13.826000000,map_odom_tf_republish,31.000000000,-469.000000000,0,175,175
13.559000000,13.526000000,14.026000000,map_odom_tf_republish,33.000000000,-467.000000000,0,191,191
13.758000000,13.726000000,14.226000000,map_odom_tf_republish,32.000000000,-468.000000000,0,459,459
13.958000000,13.926000000,14.426000000,map_odom_tf_republish,32.000000000,-468.000000000,0,454,454
14.157000000,14.126000000,14.626000000,map_odom_tf_republish,31.000000000,-469.000000000,0,356,356
14.358000000,14.326000000,14.826000000,map_odom_tf_republish,32.000000000,-468.000000000,0,477,477
14.561000000,14.526000000,15.026000000,map_odom_tf_republish,35.000000000,-465.000000000,0,718,718
14.758000000,14.726000000,15.226000000,map_odom_tf_republish,32.000000000,-468.000000000,0,458,458
14.957000000,14.926000000,15.426000000,map_odom_tf_republish,31.000000000,-469.000000000,0,485,485
15.157000000,15.126000000,15.626000000,map_odom_tf_republish,31.000000000,-469.000000000,0,151,151
15.357000000,15.326000000,15.826000000,map_odom_tf_republish,31.000000000,-469.000000000,0,181,181
15.557000000,15.526000000,16.026000000,map_odom_tf_republish,31.000000000,-469.000000000,0,61,61
15.757000000,15.726000000,16.226000000,map_odom_tf_republish,31.000000000,-469.000000000,0,596,596
15.958000000,15.926000000,16.426000000,map_odom_tf_republish,32.000000000,-468.000000000,0,599,599
