tf_send_time_sec,scan_time_sec,tf_stamp_sec,hook,temporal_displacement_ms,tf_stamp_lag_ms,requested_delay_us,measured_delay_us,delay_error_us
1.795000000,1.734000000,2.234000000,map_odom_tf_new_pose,61.000000000,-439.000000000,0,489,489
1.968000000,1.934000000,2.434000000,map_odom_tf_republish,34.000000000,-466.000000000,0,601,601
2.168000000,2.134000000,2.634000000,map_odom_tf_republish,34.000000000,-466.000000000,0,118,118
2.375000000,2.334000000,2.834000000,map_odom_tf_republish,41.000000000,-459.000000000,0,6261,6261
2.569000000,2.534000000,3.034000000,map_odom_tf_republish,35.000000000,-465.000000000,0,396,396
2.768000000,2.734000000,3.234000000,map_odom_tf_republish,34.000000000,-466.000000000,0,302,302
2.968000000,2.934000000,3.434000000,map_odom_tf_republish,34.000000000,-466.000000000,0,59,59
3.168000000,3.134000000,3.634000000,map_odom_tf_republish,34.000000000,-466.000000000,0,350,350
3.368000000,3.334000000,3.834000000,map_odom_tf_republish,34.000000000,-466.000000000,0,180,180
3.569000000,3.534000000,4.034000000,map_odom_tf_republish,35.000000000,-465.000000000,0,960,960
3.768000000,3.734000000,4.234000000,map_odom_tf_republish,34.000000000,-466.000000000,0,307,307
3.969000000,3.934000000,4.434000000,map_odom_tf_republish,35.000000000,-465.000000000,0,640,640
4.168000000,4.134000000,4.634000000,map_odom_tf_republish,34.000000000,-466.000000000,0,103,103
4.368000000,4.334000000,4.834000000,map_odom_tf_republish,34.000000000,-466.000000000,0,405,405
4.568000000,4.534000000,5.034000000,map_odom_tf_republish,34.000000000,-466.000000000,0,305,305
4.768000000,4.734000000,5.234000000,map_odom_tf_republish,34.000000000,-466.000000000,0,553,553
4.968000000,4.934000000,5.434000000,map_odom_tf_republish,34.000000000,-466.000000000,0,541,541
5.168000000,5.134000000,5.634000000,map_odom_tf_republish,34.000000000,-466.000000000,0,193,193
5.368000000,5.334000000,5.834000000,map_odom_tf_republish,34.000000000,-466.000000000,0,198,198
5.568000000,5.534000000,6.034000000,map_odom_tf_republish,34.000000000,-466.000000000,0,55,55
5.768000000,5.735000000,6.235000000,map_odom_tf_republish,33.000000000,-467.000000000,0,207,207
