INS_BEFORE_WPNAV_US,INS_AFTER_WPNAV_US,INS_UPDATED_DURING_WPNAV,STATE_AGE_AT_WPNAV_US,WPNAV_ELAPSED_WALL_US,SIM_TIME_US,WALL_TIME_US,CONTROL_DT_SIM_US,CONTROL_DT_WALL_US,CONTROL_OVERRUN_SIM_US,CONTROL_OVERRUN_WALL_US,INS_UPDATE_US,INS_DT_US,PRODUCER_SIM_US,PRODUCER_WALL_US,AGE_SIM_US,AGE_WALL_US,NAV_INDEX,WP_DISTANCE_CM,REF_VEL_N,SIM_VEL_N,REF_VEL_E,SIM_VEL_E
47931653,47931653,0,0,7,47931653,23036611701,0,0,0,0,47931653,0,47931653,23036611530,0,171,0,1,0.000,-1.807,0.000,2.254
47934152,47934152,0,0,15,47934152,23036615194,2499,3493,0,993,47934152,2499,47933319,23036614037,833,1157,0,1,0.000,-1.811,0.000,2.260
47936651,47936651,0,0,11,47936651,23036620922,2499,5728,0,3228,47936651,2499,47936651,23036620173,0,749,0,1,0.000,-1.813,0.000,2.262
47939150,47939150,0,0,8,47939150,23036626314,2499,5392,0,2892,47939150,2499,47939150,23036625840,0,474,0,1,0.000,-1.810,0.000,2.255
47941649,47941649,0,0,8,47941649,23036630564,2499,4250,0,1750,47941649,2499,47941649,23036630225,0,339,0,1,0.000,-1.812,0.000,2.260
47944148,47944148,0,0,17,47944148,23036636122,2499,5558,0,3058,47944148,2499,47944148,23036634954,0,1168,0,1,0.000,-1.816,0.000,2.265
47946647,47946647,0,0,8,47946647,23036640854,2499,4732,0,2232,47946647,2499,47946647,23036640275,0,579,0,1,0.000,-1.819,0.000,2.267
47949146,47949146,0,0,9,47949146,23036652814,2499,11960,0,9460,47949146,2499,47949146,23036652113,0,701,0,1,0.000,-1.813,0.000,2.261
47951645,47951645,0,0,10,47951645,23036657018,2499,4204,0,1704,47951645,2499,47951645,23036656412,0,606,0,1,0.000,-1.816,0.000,2.265
47954144,47954144,0,0,13,47954144,23036660660,2499,3642,0,1142,47954144,2499,47954144,23036660145,0,515,0,1,0.000,-1.820,0.000,2.269
47956643,47956643,0,0,14,47956643,23036666436,2499,5776,0,3276,47956643,2499,47956643,23036665609,0,827,0,1,0.000,-1.822,0.000,2.271
47959142,47959142,0,0,8,47959142,23036670270,2499,3834,0,1334,47959142,2499,47959142,23036669803,0,467,0,1,0.000,-1.818,0.000,2.263
47961641,47961641,0,0,7,47961641,23036674023,2499,3753,0,1253,47961641,2499,47961641,23036673629,0,394,0,1,0.000,-1.820,0.000,2.265
