event_index,ros_before_sleep_sec,ros_after_sleep_sec,ros_elapsed_during_sleep_ms,nominal_cycle_ms,cycle_interval_ms,cycle_displacement_ms,requested_delay_us,measured_delay_us,delay_error_us
0,165.477000000,165.477000000,0.000000000,100.000000000,-1.000000000,-1.000000000,0,0,0
1,165.577000000,165.577000000,0.000000000,100.000000000,94.768697000,-5.231303000,0,0,0
2,165.676000000,165.676000000,0.000000000,100.000000000,96.045382000,-3.954618000,0,0,0
3,165.776000000,165.776000000,0.000000000,100.000000000,99.072432000,-0.927568000,0,0,0
4,165.877000000,165.877000000,0.000000000,100.000000000,99.772990000,-0.227010000,0,0,0
5,165.977000000,165.977000000,0.000000000,100.000000000,108.879360000,8.879360000,0,0,0
6,166.076000000,166.076000000,0.000000000,100.000000000,96.301943000,-3.698057000,0,0,0
7,166.177000000,166.177000000,0.000000000,100.000000000,103.931461000,3.931461000,0,0,0
8,166.276000000,166.276000000,0.000000000,100.000000000,96.624460000,-3.375540000,0,0,0
9,166.377000000,166.377000000,0.000000000,100.000000000,105.939740000,5.939740000,0,0,0
10,166.478000000,166.478000000,0.000000000,100.000000000,101.961044000,1.961044000,0,0,0
11,166.576000000,166.576000000,0.000000000,100.000000000,97.763879000,-2.236121000,0,0,0
12,166.677000000,166.677000000,0.000000000,100.000000000,97.803889000,-2.196111000,0,0,0
13,166.776000000,166.776000000,0.000000000,100.000000000,101.600050000,1.600050000,0,0,0
14,166.876000000,166.876000000,0.000000000,100.000000000,101.202542000,1.202542000,0,0,0
15,166.976000000,166.976000000,0.000000000,100.000000000,106.688722000,6.688722000,0,0,0
16,167.079000000,167.079000000,0.000000000,100.000000000,110.398890000,10.398890000,0,0,0
17,167.247000000,167.247000000,0.000000000,100.000000000,170.522146000,70.522146000,0,0,0
18,167.408000000,167.408000000,0.000000000,100.000000000,154.672289000,54.672289000,0,0,0
19,167.508000000,167.508000000,0.000000000,100.000000000,95.581603000,-4.418397000,0,0,0
20,167.608000000,167.608000000,0.000000000,100.000000000,97.664447000,-2.335553000,0,0,0
21,167.708000000,167.708000000,0.000000000,100.000000000,103.900653000,3.900653000,0,0,0
22,167.808000000,167.808000000,0.000000000,100.000000000,98.369030000,-1.630970000,0,0,0
23,167.908000000,167.908000000,0.000000000,100.000000000,101.247080000,1.247080000,0,0,0
24,168.008000000,168.008000000,0.000000000,100.000000000,105.925051000,5.925051000,0,0,0
25,168.108000000,168.108000000,0.000000000,100.000000000,100.817321000,0.817321000,0,0,0
26,168.208000000,168.208000000,0.000000000,100.000000000,100.227443000,0.227443000,0,0,0
27,168.308000000,168.308000000,0.000000000,100.000000000,106.332665000,6.332665000,0,0,0
28,168.408000000,168.408000000,0.000000000,100.000000000,100.244693000,0.244693000,0,0,0
29,168.511000000,168.511000000,0.000000000,100.000000000,105.225200000,5.225200000,0,0,0
30,168.608000000,168.608000000,0.000000000,100.000000000,108.895074000,8.895074000,0,0,0
31,168.709000000,168.709000000,0.000000000,100.000000000,95.899805000,-4.100195000,0,0,0
32,168.816000000,168.816000000,0.000000000,100.000000000,115.872817000,15.872817000,0,0,0
33,168.910000000,168.910000000,0.000000000,100.000000000,91.595217000,-8.404783000,0,0,0
34,169.008000000,169.008000000,0.000000000,100.000000000,103.074686000,3.074686000,0,0,0
35,169.108000000,169.108000000,0.000000000,100.000000000,97.242713000,-2.757287000,0,0,0
36,169.209000000,169.209000000,0.000000000,100.000000000,94.223540000,-5.776460000,0,0,0
37,169.308000000,169.308000000,0.000000000,100.000000000,96.994666000,-3.005334000,0,0,0
38,169.410000000,169.410000000,0.000000000,100.000000000,106.901589000,6.901589000,0,0,0
39,169.508000000,169.508000000,0.000000000,100.000000000,98.129560000,-1.870440000,0,0,0
40,169.608000000,169.608000000,0.000000000,100.000000000,99.186015000,-0.813985000,0,0,0
41,169.708000000,169.708000000,0.000000000,100.000000000,109.188669000,9.188669000,0,0,0
42,169.808000000,169.808000000,0.000000000,100.000000000,107.912118000,7.912118000,0,0,0
43,169.908000000,169.908000000,0.000000000,100.000000000,95.605586000,-4.394414000,0,0,0
44,170.008000000,170.008000000,0.000000000,100.000000000,103.816774000,3.816774000,0,0,0
45,170.108000000,170.108000000,0.000000000,100.000000000,90.024102000,-9.975898000,0,0,0
46,170.209000000,170.209000000,0.000000000,100.000000000,96.241113000,-3.758887000,0,0,0
47,170.308000000,170.308000000,0.000000000,100.000000000,103.641882000,3.641882000,0,0,0
48,170.412000000,170.412000000,0.000000000,100.000000000,101.032254000,1.032254000,0,0,0
49,170.508000000,170.508000000,0.000000000,100.000000000,97.973581000,-2.026419000,0,0,0
50,170.608000000,170.608000000,0.000000000,100.000000000,99.758383000,-0.241617000,0,0,0
51,170.708000000,170.708000000,0.000000000,100.000000000,117.806633000,17.806633000,0,0,0
52,170.809000000,170.809000000,0.000000000,100.000000000,98.268915000,-1.731085000,0,0,0
53,170.908000000,170.908000000,0.000000000,100.000000000,102.416789000,2.416789000,0,0,0
54,171.008000000,171.008000000,0.000000000,100.000000000,95.528189000,-4.471811000,0,0,0
55,171.108000000,171.108000000,0.000000000,100.000000000,96.190037000,-3.809963000,0,0,0
56,171.209000000,171.209000000,0.000000000,100.000000000,99.258972000,-0.741028000,0,0,0
57,171.308000000,171.308000000,0.000000000,100.000000000,98.376236000,-1.623764000,0,0,0
58,171.408000000,171.408000000,0.000000000,100.000000000,110.354264000,10.354264000,0,0,0
59,171.508000000,171.508000000,0.000000000,100.000000000,109.614484000,9.614484000,0,0,0
60,171.609000000,171.609000000,0.000000000,100.000000000,100.862862000,0.862862000,0,0,0
61,171.708000000,171.708000000,0.000000000,100.000000000,92.971712000,-7.028288000,0,0,0
62,171.808000000,171.808000000,0.000000000,100.000000000,102.107914000,2.107914000,0,0,0
63,171.909000000,171.909000000,0.000000000,100.000000000,100.195299000,0.195299000,0,0,0
64,172.008000000,172.008000000,0.000000000,100.000000000,92.277225000,-7.722775000,0,0,0
65,172.108000000,172.108000000,0.000000000,100.000000000,110.486257000,10.486257000,0,0,0
66,172.209000000,172.209000000,0.000000000,100.000000000,93.797460000,-6.202540000,0,0,0
67,172.311000000,172.311000000,0.000000000,100.000000000,102.276721000,2.276721000,0,0,0
68,172.408000000,172.408000000,0.000000000,100.000000000,100.773806000,0.773806000,0,0,0
69,172.510000000,172.510000000,0.000000000,100.000000000,106.599710000,6.599710000,0,0,0
70,172.634000000,172.634000000,0.000000000,100.000000000,120.049027000,20.049027000,0,0,0
71,172.713000000,172.713000000,0.000000000,100.000000000,90.458118000,-9.541882000,0,0,0
72,172.808000000,172.808000000,0.000000000,100.000000000,104.847241000,4.847241000,0,0,0
73,172.908000000,172.908000000,0.000000000,100.000000000,98.518332000,-1.481668000,0,0,0
74,173.009000000,173.009000000,0.000000000,100.000000000,101.893486000,1.893486000,0,0,0
75,173.108000000,173.108000000,0.000000000,100.000000000,105.823649000,5.823649000,0,0,0
76,173.209000000,173.209000000,0.000000000,100.000000000,113.265723000,13.265723000,0,0,0
77,173.309000000,173.309000000,0.000000000,100.000000000,99.980768000,-0.019232000,0,0,0
78,173.408000000,173.408000000,0.000000000,100.000000000,108.892987000,8.892987000,0,0,0
79,173.508000000,173.508000000,0.000000000,100.000000000,94.150836000,-5.849164000,0,0,0
80,173.613000000,173.613000000,0.000000000,100.000000000,102.736256000,2.736256000,0,0,0
81,173.708000000,173.708000000,0.000000000,100.000000000,107.203045000,7.203045000,0,0,0
82,173.808000000,173.808000000,0.000000000,100.000000000,100.098721000,0.098721000,0,0,0
83,173.908000000,173.908000000,0.000000000,100.000000000,98.022402000,-1.977598000,0,0,0
84,174.008000000,174.008000000,0.000000000,100.000000000,100.148646000,0.148646000,0,0,0
85,174.108000000,174.108000000,0.000000000,100.000000000,99.948963000,-0.051037000,0,0,0
86,174.208000000,174.208000000,0.000000000,100.000000000,97.955769000,-2.044231000,0,0,0
87,174.309000000,174.309000000,0.000000000,100.000000000,102.630542000,2.630542000,0,0,0
88,174.409000000,174.409000000,0.000000000,100.000000000,105.202180000,5.202180000,0,0,0
89,174.508000000,174.508000000,0.000000000,100.000000000,92.052156000,-7.947844000,0,0,0
90,174.609000000,174.609000000,0.000000000,100.000000000,106.084204000,6.084204000,0,0,0
91,174.711000000,174.711000000,0.000000000,100.000000000,106.423516000,6.423516000,0,0,0
92,174.808000000,174.808000000,0.000000000,100.000000000,95.449187000,-4.550813000,0,0,0
93,174.908000000,174.908000000,0.000000000,100.000000000,99.081391000,-0.918609000,0,0,0
94,175.008000000,175.008000000,0.000000000,100.000000000,100.038015000,0.038015000,0,0,0
95,175.110000000,175.110000000,0.000000000,100.000000000,105.381937000,5.381937000,0,0,0
96,175.209000000,175.209000000,0.000000000,100.000000000,94.443758000,-5.556242000,0,0,0
97,175.309000000,175.309000000,0.000000000,100.000000000,103.693342000,3.693342000,0,0,0
98,175.409000000,175.409000000,0.000000000,100.000000000,100.597971000,0.597971000,0,0,0
99,175.508000000,175.508000000,0.000000000,100.000000000,107.226979000,7.226979000,0,0,0
100,175.608000000,175.608000000,0.000000000,100.000000000,99.739908000,-0.260092000,0,0,0
101,175.710000000,175.710000000,0.000000000,100.000000000,102.221080000,2.221080000,0,0,0
102,175.809000000,175.809000000,0.000000000,100.000000000,100.303819000,0.303819000,0,0,0
103,175.908000000,175.908000000,0.000000000,100.000000000,95.357032000,-4.642968000,0,0,0
104,176.009000000,176.009000000,0.000000000,100.000000000,97.958563000,-2.041437000,0,0,0
105,176.109000000,176.109000000,0.000000000,100.000000000,115.775485000,15.775485000,0,0,0
106,176.209000000,176.209000000,0.000000000,100.000000000,104.069422000,4.069422000,0,0,0
107,176.309000000,176.309000000,0.000000000,100.000000000,112.499143000,12.499143000,0,0,0
108,176.408000000,176.408000000,0.000000000,100.000000000,88.116959000,-11.883041000,0,0,0
109,176.509000000,176.509000000,0.000000000,100.000000000,101.151977000,1.151977000,0,0,0
110,176.609000000,176.609000000,0.000000000,100.000000000,104.267711000,4.267711000,0,0,0
111,176.708000000,176.708000000,0.000000000,100.000000000,97.294283000,-2.705717000,0,0,0
112,176.808000000,176.808000000,0.000000000,100.000000000,100.100725000,0.100725000,0,0,0
113,176.908000000,176.908000000,0.000000000,100.000000000,99.080560000,-0.919440000,0,0,0
114,177.008000000,177.008000000,0.000000000,100.000000000,99.225097000,-0.774903000,0,0,0
115,177.108000000,177.108000000,0.000000000,100.000000000,105.102302000,5.102302000,0,0,0
116,177.208000000,177.208000000,0.000000000,100.000000000,106.148361000,6.148361000,0,0,0
117,177.308000000,177.308000000,0.000000000,100.000000000,98.831846000,-1.168154000,0,0,0
118,177.409000000,177.409000000,0.000000000,100.000000000,100.512031000,0.512031000,0,0,0
119,177.517000000,177.517000000,0.000000000,100.000000000,108.373326000,8.373326000,0,0,0
120,177.622000000,177.622000000,0.000000000,100.000000000,104.057880000,4.057880000,0,0,0
121,177.712000000,177.712000000,0.000000000,100.000000000,85.417507000,-14.582493000,0,0,0
122,177.809000000,177.809000000,0.000000000,100.000000000,103.844406000,3.844406000,0,0,0
123,177.908000000,177.908000000,0.000000000,100.000000000,95.136049000,-4.863951000,0,0,0
124,178.008000000,178.008000000,0.000000000,100.000000000,104.042015000,4.042015000,0,0,0
125,178.109000000,178.109000000,0.000000000,100.000000000,105.099047000,5.099047000,0,0,0
126,178.209000000,178.209000000,0.000000000,100.000000000,116.972541000,16.972541000,0,0,0
127,178.311000000,178.311000000,0.000000000,100.000000000,103.633899000,3.633899000,0,0,0
128,178.410000000,178.410000000,0.000000000,100.000000000,95.911244000,-4.088756000,0,0,0
129,178.508000000,178.508000000,0.000000000,100.000000000,96.163790000,-3.836210000,0,0,0
130,178.608000000,178.608000000,0.000000000,100.000000000,98.507697000,-1.492303000,0,0,0
131,178.708000000,178.708000000,0.000000000,100.000000000,97.666483000,-2.333517000,0,0,0
132,178.808000000,178.808000000,0.000000000,100.000000000,100.064988000,0.064988000,0,0,0
133,178.909000000,178.909000000,0.000000000,100.000000000,100.271481000,0.271481000,0,0,0
134,179.013000000,179.013000000,0.000000000,100.000000000,102.309506000,2.309506000,0,0,0
135,179.109000000,179.109000000,0.000000000,100.000000000,110.183641000,10.183641000,0,0,0
136,179.223000000,179.223000000,0.000000000,100.000000000,110.268778000,10.268778000,0,0,0
